League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Ligue 2,62.0,,,False,2025-02-28,3012.0,114.0,Annecy,Paris FC,2.0,3.0,,,1.0,5.0,2.0,1.0,2.0,0.0,5.0,15.0,Desconocido
La Liga 2,,,,False,2025-02-28,,545.0,Cartagena,Eibar,0.0,2.0,,,9.0,6.0,3.0,0.0,0.0,0.0,7.0,12.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-02-28,736.0,742.0,Charleroi,Genk,1.0,1.0,,,3.0,4.0,3.0,1.0,0.0,0.0,11.0,12.0,Desconocido
Ligue 2,62.0,,,False,2025-02-28,,88.0,Clermont,Caen,0.0,1.0,,,4.0,5.0,1.0,2.0,0.0,0.0,6.0,16.0,Desconocido
Serie A,71.0,,,False,2025-02-28,502.0,867.0,Fiorentina,Lecce,1.0,0.0,,,5.0,2.0,3.0,2.0,0.0,0.0,10.0,8.0,Desconocido
Bundesliga 2,,,,False,2025-02-28,,,Fortuna Dusseldorf,Greuther Furth,1.0,2.0,,,6.0,4.0,3.0,1.0,0.0,0.0,8.0,11.0,Desconocido
Ligue 2,62.0,,,False,2025-02-28,433.0,,Laval,Martigues,0.0,1.0,,,4.0,4.0,2.0,2.0,0.0,0.0,11.0,8.0,Desconocido
Ligue 1,61.0,,,False,2025-02-28,91.0,93.0,Monaco,Reims,3.0,0.0,,,7.0,2.0,0.0,0.0,0.0,0.0,23.0,9.0,Desconocido
Championship Escocia,180,Scotland,,False,2025-02-28,901,255,Partick,Livingston,1.0,1.0,,,2.0,4.0,3.0,4.0,0.0,0.0,9.0,8.0,R. Lee
Ligue 2,62.0,,,False,2025-02-28,,101.0,Pau FC,Grenoble,1.0,0.0,,,15.0,4.0,1.0,0.0,0.0,1.0,22.0,7.0,Desconocido
Bundesliga 2,,,,False,2025-02-28,,1313.0,Schalke 04,Preußen Münster,1.0,0.0,,,10.0,7.0,1.0,1.0,0.0,0.0,16.0,13.0,Desconocido
Championship,407.0,,,False,2025-02-28,,746.0,Sheffield Weds,Sunderland,1.0,2.0,,,5.0,9.0,1.0,1.0,0.0,0.0,9.0,11.0,Desconocido
Bundesliga,218.0,,,False,2025-02-28,,,Stuttgart,Bayern Munich,1.0,3.0,,,4.0,6.0,5.0,3.0,0.0,0.0,12.0,17.0,Desconocido
Serie B,72.0,,,False,2025-02-28,1578.0,515.0,Sudtirol,Spezia,1.0,1.0,,,2.0,6.0,1.0,3.0,0.0,0.0,14.0,24.0,Desconocido
Ligue 2,62.0,,,False,2025-02-28,,1305.0,Troyes,Bastia,2.0,0.0,,,4.0,6.0,3.0,3.0,0.0,0.0,13.0,11.0,Desconocido
La Liga,140.0,,,False,2025-02-28,720.0,534.0,Valladolid,Las Palmas,1.0,1.0,,,13.0,4.0,2.0,1.0,0.0,1.0,23.0,4.0,Desconocido
Eredivisie,88.0,,,False,2025-02-28,417.0,,Waalwijk,For Sittard,1.0,2.0,,,8.0,1.0,1.0,4.0,0.0,0.0,20.0,7.0,Desconocido
League 2,42,England,,False,2025-02-27,1819,1371,Barrow,Carlisle,0.0,1.0,,,4.0,1.0,2.0,2.0,0.0,0.0,19.0,8.0,A. Herczeg
Serie A,71.0,,,False,2025-02-27,500.0,,Bologna,Milan,2.0,1.0,,,4.0,5.0,1.0,2.0,0.0,0.0,14.0,8.0,Desconocido
Premier League,569.0,,,False,2025-02-27,48.0,46.0,West Ham,Leicester,2.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,Desconocido
Premier League,569.0,,,False,2025-02-26,55.0,45.0,Brentford,Everton,1.0,1.0,,,2.0,5.0,2.0,1.0,0.0,0.0,12.0,14.0,Desconocido
Premiership Escocia,,,,False,2025-02-26,,249.0,Dundee United,Hibernian,1.0,3.0,,,1.0,10.0,1.0,2.0,0.0,0.0,8.0,9.0,Desconocido
Premiership Escocia,,,,False,2025-02-26,,,Hearts,St Mirren,3.0,1.0,,,5.0,6.0,0.0,4.0,0.0,0.0,10.0,11.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-02-26,250,257,Kilmarnock,Rangers,2.0,4.0,,,6.0,4.0,2.0,4.0,0.0,0.0,11.0,14.0,D. Robertson
Premier League,569.0,,,False,2025-02-26,40.0,34.0,Liverpool,Newcastle,2.0,0.0,,,4.0,2.0,0.0,1.0,0.0,0.0,12.0,3.0,Desconocido
Premier League,569.0,,,False,2025-02-26,,57.0,Man United,Ipswich,3.0,2.0,,,5.0,6.0,4.0,4.0,1.0,0.0,10.0,12.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-02-26,256,253,Motherwell,Dundee,2.0,1.0,,,5.0,10.0,1.0,0.0,0.0,0.0,14.0,9.0,L. Wilson
Premier League,569.0,,,False,2025-02-26,,9419.0,Nott'm Forest,Arsenal,0.0,0.0,,,3.0,11.0,1.0,1.0,0.0,0.0,6.0,13.0,Desconocido
Premiership Escocia,,,,False,2025-02-26,,902.0,St Johnstone,Ross County,1.0,0.0,,,12.0,3.0,2.0,0.0,0.0,0.0,14.0,5.0,Desconocido
Premier League,569.0,,,False,2025-02-26,47.0,,Tottenham,Man City,0.0,1.0,,,8.0,3.0,3.0,0.0,0.0,0.0,11.0,12.0,Desconocido
Championship Escocia,,,,False,2025-02-25,,,Airdrie Utd,Raith Rvs,1.0,0.0,,,2.0,4.0,1.0,3.0,0.0,0.0,8.0,8.0,Desconocido
National League,43.0,,,False,2025-02-25,,,Aldershot,Solihull,3.0,1.0,,,,,2.0,0.0,0.0,1.0,,,Desconocido
League 1 Escocia,183,Scotland,,False,2025-02-25,4249,6773,Arbroath,Kelty Hearts,2.0,1.0,,,0.0,2.0,1.0,1.0,0.0,0.0,11.0,5.0,D. Nicolson
League 1,41,England,,False,2025-02-25,54,1373,Birmingham,Leyton Orient,2.0,0.0,,,8.0,3.0,1.0,1.0,0.0,1.0,27.0,3.0,M. Woods
Premier League,569.0,,,False,2025-02-25,51.0,35.0,Brighton,Bournemouth,2.0,1.0,,,1.0,9.0,2.0,1.0,0.0,0.0,11.0,19.0,Desconocido
League 2,42,England,,False,2025-02-25,1832,1343,Bromley,Bradford,0.0,1.0,,,1.0,5.0,3.0,2.0,0.0,0.0,4.0,15.0,J. O'Connor
Championship,407.0,,,False,2025-02-25,43.0,,Cardiff,Hull,1.0,0.0,,,5.0,3.0,2.0,2.0,0.0,0.0,8.0,4.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-02-25,247,252,Celtic,Aberdeen,5.0,1.0,,,4.0,3.0,1.0,0.0,0.0,0.0,16.0,8.0,J. Beaton
Premier League,569.0,,,False,2025-02-25,49.0,41.0,Chelsea,Southampton,4.0,0.0,,,4.0,2.0,1.0,2.0,0.0,0.0,19.0,7.0,Desconocido
League 2,42,England,,False,2025-02-25,1372,1342,Cheltenham,Walsall,2.0,2.0,,,3.0,5.0,0.0,2.0,0.0,0.0,15.0,11.0,M. Barlow
Premier League,569.0,,,False,2025-02-25,52.0,66.0,Crystal Palace,Aston Villa,4.0,1.0,,,3.0,8.0,3.0,1.0,0.0,0.0,19.0,6.0,Desconocido
National League,43.0,,,False,2025-02-25,1822.0,1823.0,Eastleigh,Gateshead,1.0,1.0,,,,,1.0,3.0,0.0,0.0,,,Desconocido
League 2,42,England,,False,2025-02-25,1347,1336,Gillingham,Fleetwood Town,1.0,2.0,,,4.0,4.0,0.0,3.0,0.0,0.0,14.0,14.0,A. Young
