League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Super League Greece,,,,False,2024-11-30,,3408.0,AEK,Aris,4.0,0.0,,,7.0,0.0,2.0,3.0,0.0,0.0,20.0,3.0,Desconocido
Turkey Super Lig,,,,False,2024-11-30,,607.0,Ad. Demirspor,Konyaspor,0.0,1.0,,,1.0,9.0,2.0,3.0,0.0,0.0,13.0,15.0,Desconocido
Turkey Super Lig,,,,False,2024-11-30,996.0,998.0,Alanyaspor,Trabzonspor,2.0,1.0,,,5.0,10.0,5.0,3.0,1.0,0.0,12.0,16.0,Desconocido
La Liga,140.0,,,False,2024-11-30,542.0,537.0,Alaves,Leganes,1.0,1.0,,,13.0,8.0,1.0,4.0,0.0,0.0,18.0,6.0,Desconocido
La Liga 2,,,,False,2024-11-30,723.0,22018.0,Almeria,Granada,2.0,1.0,,,7.0,1.0,2.0,2.0,0.0,0.0,16.0,8.0,Desconocido
Bundesliga,218.0,,,False,2024-11-30,,,Augsburg,Bochum,1.0,0.0,,,6.0,1.0,3.0,3.0,0.0,0.0,16.0,7.0,Desconocido
La Liga,140.0,,,False,2024-11-30,529.0,534.0,Barcelona,Las Palmas,1.0,2.0,,,7.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,Desconocido
Championship,407.0,,,False,2024-11-30,67.0,63.0,Blackburn,Leeds,1.0,0.0,,,3.0,9.0,2.0,2.0,0.0,0.0,11.0,13.0,Desconocido
Serie A,71.0,,,False,2024-11-30,500.0,517.0,Bologna,Venezia,3.0,0.0,,,1.0,0.0,0.0,2.0,0.0,0.0,16.0,5.0,Desconocido
League 2 Escocia,,,,False,2024-11-30,,6764.0,Bonnyrigg Rose,East Fife,1.0,1.0,,,1.0,5.0,3.0,1.0,0.0,0.0,11.0,13.0,Desconocido
National League,43.0,,,False,2024-11-30,,1823.0,Braintree Town,Gateshead,2.0,2.0,,,,,3.0,2.0,1.0,0.0,,,Desconocido
Bundesliga 2,,,,False,2024-11-30,,,Braunschweig,Regensburg,0.0,0.0,,,2.0,10.0,3.0,3.0,0.0,0.0,8.0,18.0,Desconocido
Premier League,569.0,,,False,2024-11-30,55.0,46.0,Brentford,Leicester,4.0,1.0,,,5.0,4.0,1.0,1.0,0.0,0.0,13.0,7.0,Desconocido
Serie B,72.0,,,False,2024-11-30,,508.0,Brescia,Bari,1.0,1.0,,,2.0,3.0,3.0,3.0,0.0,0.0,12.0,14.0,Desconocido
Ligue 1,61.0,,,False,2024-11-30,,95.0,Brest,Strasbourg,3.0,1.0,,,4.0,3.0,3.0,2.0,0.0,0.0,11.0,12.0,Desconocido
Championship,407.0,,,False,2024-11-30,56.0,1357.0,Bristol City,Plymouth,4.0,0.0,,,5.0,2.0,1.0,3.0,0.0,0.0,25.0,4.0,Desconocido
Turkey Super Lig,,,,False,2024-11-30,,,Buyuksehyr,Goztep,4.0,1.0,,,5.0,5.0,2.0,3.0,0.0,0.0,13.0,6.0,Desconocido
La Liga 2,,,,False,2024-11-30,724.0,,Cadiz,La Coruna,2.0,4.0,,,5.0,3.0,5.0,4.0,0.0,1.0,11.0,13.0,Desconocido
League 2,,,,False,2024-11-30,1371.0,1363.0,Carlisle,Crewe,1.0,1.0,,,0.0,3.0,4.0,2.0,0.0,0.0,6.0,8.0,Desconocido
Premiership Escocia,,,,False,2024-11-30,247.0,902.0,Celtic,Ross County,5.0,0.0,,,19.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-11-30,736.0,,Charleroi,Standard,1.0,1.0,,,8.0,1.0,1.0,2.0,0.0,0.0,17.0,9.0,Desconocido
Serie B,72.0,,,False,2024-11-30,510.0,863.0,Cittadella,Juve Stabia,2.0,2.0,,,5.0,3.0,4.0,4.0,0.0,0.0,15.0,7.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-11-30,,6215.0,Club Brugge,Dender,4.0,1.0,,,6.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,Desconocido
Serie A,71.0,,,False,2024-11-30,895.0,1579.0,Como,Monza,1.0,1.0,,,11.0,4.0,3.0,0.0,0.0,0.0,17.0,9.0,Desconocido
Championship,407.0,,,False,2024-11-30,1346.0,43.0,Coventry,Cardiff,2.0,2.0,,,5.0,1.0,1.0,5.0,0.0,0.0,11.0,10.0,Desconocido
Premier League,569.0,,,False,2024-11-30,52.0,34.0,Crystal Palace,Newcastle,1.0,1.0,,,8.0,9.0,3.0,3.0,0.0,0.0,16.0,1.0,Desconocido
Bundesliga 2,,,,False,2024-11-30,,1313.0,Darmstadt,Preußen Münster,0.0,0.0,,,6.0,1.0,3.0,4.0,0.0,0.0,15.0,4.0,Desconocido
Bundesliga,218.0,,,False,2024-11-30,,,Dortmund,Bayern Munich,1.0,1.0,,,2.0,3.0,2.0,2.0,0.0,0.0,7.0,14.0,Desconocido
Premiership Escocia,,,,False,2024-11-30,,,Dundee United,St Mirren,2.0,0.0,,,4.0,8.0,2.0,2.0,0.0,1.0,15.0,10.0,Desconocido
National League,43.0,,,False,2024-11-30,,,Ebbsfleet,Boston Utd,0.0,0.0,,,,,4.0,2.0,0.0,0.0,,,Desconocido
Bundesliga 2,,,,False,2024-11-30,,,Elversberg,Paderborn,1.0,3.0,,,1.0,6.0,0.0,0.0,0.0,0.0,6.0,17.0,Desconocido
La Liga,140.0,,,False,2024-11-30,,,Espanol,Celta,3.0,1.0,,,2.0,5.0,2.0,2.0,0.0,0.0,9.0,16.0,Desconocido
Bundesliga 2,,,,False,2024-11-30,,,FC Koln,Hannover,2.0,2.0,,,10.0,4.0,1.0,1.0,0.0,1.0,15.0,5.0,Desconocido
Eredivisie,88.0,,,False,2024-11-30,209.0,,Feyenoord,For Sittard,1.0,1.0,,,9.0,1.0,2.0,2.0,0.0,0.0,23.0,8.0,Desconocido
League 2,,,,False,2024-11-30,1336.0,1361.0,Fleetwood Town,Colchester,0.0,0.0,,,3.0,7.0,2.0,1.0,0.0,0.0,8.0,8.0,Desconocido
Bundesliga,218.0,,,False,2024-11-30,,,Freiburg,M'gladbach,3.0,1.0,,,4.0,6.0,1.0,1.0,0.0,0.0,17.0,15.0,Desconocido
Eredivisie,88.0,,,False,2024-11-30,202.0,195.0,Groningen,Willem II,2.0,0.0,,,3.0,1.0,1.0,0.0,0.0,0.0,14.0,6.0,Desconocido
National League,43.0,,,False,2024-11-30,,1341.0,Halifax,Southend,0.0,2.0,,,,,2.0,1.0,0.0,0.0,,,Desconocido
National League,43.0,,,False,2024-11-30,1366.0,1369.0,Hartlepool,Barnet,0.0,0.0,,,,,2.0,2.0,0.0,0.0,,,Desconocido
Premiership Escocia,,,,False,2024-11-30,250.0,253.0,Kilmarnock,Dundee,1.0,1.0,,,6.0,3.0,2.0,2.0,0.0,0.0,20.0,10.0,Desconocido
Super League Greece,,,,False,2024-11-30,,949.0,Levadeiakos,Panetolikos,1.0,1.0,,,5.0,0.0,7.0,5.0,1.0,1.0,8.0,4.0,Desconocido
Serie B,72.0,,,False,2024-11-30,1693.0,899.0,Mantova,Modena,0.0,0.0,,,6.0,5.0,4.0,2.0,0.0,1.0,18.0,10.0,Desconocido
Championship,407.0,,,False,2024-11-30,70.0,,Middlesbrough,Hull,3.0,1.0,,,7.0,6.0,1.0,2.0,0.0,0.0,21.0,10.0,Desconocido
Serie A,71.0,,,False,2024-11-30,,511.0,Milan,Empoli,3.0,0.0,,,7.0,3.0,2.0,2.0,0.0,0.0,20.0,9.0,Desconocido
Premiership Escocia,,,,False,2024-11-30,256.0,249.0,Motherwell,Hibernian,0.0,3.0,,,3.0,4.0,0.0,0.0,0.0,0.0,7.0,17.0,Desconocido
Eredivisie,88.0,,,False,2024-11-30,203.0,,NAC Breda,Almere City,1.0,0.0,,,5.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,Desconocido
Primeira Liga,94.0,,,False,2024-11-30,225.0,,Nacional,Boavista,0.0,0.0,,,4.0,7.0,1.0,2.0,0.0,0.0,22.0,9.0,Desconocido
Championship,407.0,,,False,2024-11-30,71.0,1359.0,Norwich,Luton,4.0,2.0,,,6.0,5.0,1.0,2.0,0.0,0.0,16.0,12.0,Desconocido
Premier League,569.0,,,False,2024-11-30,,57.0,Nott'm Forest,Ipswich,1.0,0.0,,,8.0,7.0,1.0,3.0,0.0,0.0,12.0,7.0,Desconocido
Championship,407.0,,,False,2024-11-30,,58.0,Oxford,Millwall,1.0,1.0,,,2.0,11.0,0.0,4.0,0.0,0.0,8.0,11.0,Desconocido
Ligue 1,61.0,,,False,2024-11-30,,83.0,Paris SG,Nantes,1.0,1.0,,,9.0,3.0,0.0,0.0,0.0,0.0,24.0,5.0,Desconocido
Championship,407.0,,,False,2024-11-30,59.0,60.0,Preston,West Brom,1.0,1.0,,,7.0,4.0,2.0,1.0,0.0,0.0,13.0,8.0,Desconocido
Bundesliga,218.0,,,False,2024-11-30,173.0,,RB Leipzig,Wolfsburg,1.0,5.0,,,7.0,3.0,2.0,1.0,0.0,0.0,9.0,13.0,Desconocido
Ligue 1,61.0,,,False,2024-11-30,94.0,,Rennes,St Etienne,5.0,0.0,,,6.0,1.0,0.0,1.0,0.0,1.0,18.0,2.0,Desconocido
Primeira Liga,94.0,,,False,2024-11-30,226.0,215.0,Rio Ave,Moreirense,3.0,2.0,,,2.0,4.0,3.0,3.0,0.0,0.0,12.0,11.0,Desconocido
Serie B,72.0,,,False,2024-11-30,498.0,1687.0,Sampdoria,Catanzaro,3.0,3.0,,,5.0,1.0,4.0,2.0,0.0,1.0,15.0,5.0,Desconocido
Turkey Super Lig,,,,False,2024-11-30,3603.0,,Samsunspor,Bodrumspor,4.0,0.0,,,3.0,4.0,0.0,0.0,0.0,0.0,15.0,7.0,Desconocido
La Liga 2,,,,False,2024-11-30,,799.0,Santander,Mirandes,0.0,1.0,,,11.0,3.0,2.0,4.0,0.0,1.0,19.0,10.0,Desconocido
Primeira Liga,94.0,,,False,2024-11-30,,227.0,Sp Lisbon,Santa Clara,0.0,1.0,,,8.0,2.0,2.0,8.0,0.0,0.0,21.0,4.0,Desconocido
Championship,407.0,,,False,2024-11-30,,44.0,Stoke,Burnley,0.0,2.0,,,6.0,4.0,2.0,0.0,0.0,0.0,14.0,16.0,Desconocido
