League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
League 2,,,,False,2026-01-31,,1367.0,Bristol Rvs,Newport County,3.0,0.0,,,7.0,3.0,1.0,2.0,0.0,0.0,18.0,5.0,Desconocido
La Liga 2,,,,False,2026-01-31,9580.0,537.0,Burgos,Leganes,2.0,1.0,,,1.0,5.0,4.0,2.0,0.0,0.0,8.0,11.0,Desconocido
League 1,,,,False,2026-01-31,,43.0,Burton,Cardiff,2.0,2.0,,,5.0,4.0,2.0,1.0,0.0,0.0,10.0,7.0,Desconocido
Turkey Super Lig,,,,False,2026-01-31,,1007.0,Buyuksehyr,Rizespor,2.0,2.0,,,4.0,4.0,1.0,0.0,0.0,0.0,10.0,13.0,Desconocido
Serie A,71.0,,,False,2026-01-31,490.0,,Cagliari,Verona,4.0,0.0,,,6.0,3.0,0.0,2.0,0.0,1.0,13.0,9.0,Desconocido
National League,43.0,,,False,2026-01-31,1371.0,4700.0,Carlisle,Altrincham,3.0,1.0,,,,,2.0,3.0,0.0,0.0,,,Desconocido
Jupiler Pro League,144.0,,,False,2026-01-31,741.0,740.0,Cercle Brugge,Antwerp,0.0,4.0,,,2.0,5.0,1.0,1.0,1.0,0.0,3.0,15.0,Desconocido
Premier League,569.0,,,False,2026-01-31,49.0,48.0,Chelsea,West Ham,3.0,2.0,,,9.0,3.0,3.0,2.0,0.0,1.0,14.0,11.0,Desconocido
League 2,,,,False,2026-01-31,1345.0,1342.0,Chesterfield,Walsall,2.0,2.0,,,7.0,3.0,0.0,0.0,0.0,0.0,14.0,12.0,Desconocido
La Liga 2,,,,False,2026-01-31,713.0,720.0,Cordoba,Valladolid,3.0,1.0,,,5.0,1.0,3.0,2.0,0.0,1.0,19.0,9.0,Desconocido
League 2,,,,False,2026-01-31,1362.0,,Crawley Town,Harrogate,2.0,0.0,,,8.0,5.0,2.0,0.0,0.0,0.0,13.0,13.0,Desconocido
League 2,,,,False,2026-01-31,1363.0,1361.0,Crewe,Colchester,1.0,0.0,,,2.0,7.0,0.0,3.0,0.0,0.0,3.0,18.0,Desconocido
La Liga 2,,,,False,2026-01-31,725.0,,Cultural Leonesa,La Coruna,0.0,1.0,,,4.0,7.0,4.0,2.0,0.0,0.0,13.0,16.0,Desconocido
League 2 Escocia,,,,False,2026-01-31,1382.0,6766.0,Dumbarton,Edinburgh City,1.0,2.0,,,7.0,6.0,2.0,4.0,0.0,0.0,9.0,7.0,Desconocido
Premiership Escocia,,,,False,2026-01-31,,,Dundee United,Hearts,0.0,3.0,,,0.0,6.0,3.0,1.0,2.0,0.0,3.0,22.0,Desconocido
Championship Escocia,,,,False,2026-01-31,1388.0,,Dunfermline,Airdrie Utd,0.0,2.0,,,6.0,6.0,1.0,2.0,1.0,0.0,12.0,8.0,Desconocido
Ligue 2,62.0,,,False,2026-01-31,1304.0,3012.0,Dunkerque,Annecy,0.0,1.0,,,5.0,5.0,1.0,2.0,0.0,0.0,8.0,8.0,Desconocido
League 1 Escocia,,,,False,2026-01-31,6764.0,4251.0,East Fife,Montrose,2.0,3.0,,,4.0,4.0,1.0,3.0,0.0,0.0,14.0,8.0,Desconocido
League 2 Escocia,,,,False,2026-01-31,6765.0,,East Kilbride,Forfar,3.0,1.0,,,9.0,2.0,1.0,2.0,0.0,0.0,21.0,7.0,Desconocido
Bundesliga,218.0,,,False,2026-01-31,,,Ein Frankfurt,Leverkusen,1.0,3.0,,,8.0,3.0,3.0,1.0,1.0,0.0,11.0,11.0,Desconocido
La Liga,140.0,,,False,2026-01-31,797.0,529.0,Elche,Barcelona,1.0,3.0,,,2.0,8.0,2.0,1.0,0.0,0.0,9.0,30.0,Desconocido
League 2 Escocia,,,,False,2026-01-31,,6781.0,Elgin,Spartans,3.0,3.0,,,3.0,6.0,2.0,1.0,0.0,0.0,12.0,14.0,Desconocido
Serie B,72.0,,,False,2026-01-31,511.0,899.0,Empoli,Modena,0.0,0.0,,,5.0,4.0,1.0,3.0,0.0,1.0,9.0,13.0,Desconocido
League 1,,,,False,2026-01-31,,73.0,Exeter,Rotherham,0.0,4.0,,,4.0,5.0,3.0,1.0,0.0,0.0,13.0,11.0,Desconocido
League 2,,,,False,2026-01-31,1336.0,1376.0,Fleetwood Town,Notts County,1.0,2.0,,,2.0,8.0,2.0,4.0,0.0,0.0,10.0,8.0,Desconocido
League 2,,,,False,2026-01-31,1347.0,1832.0,Gillingham,Bromley,1.0,4.0,,,8.0,0.0,1.0,3.0,0.0,0.0,20.0,13.0,Desconocido
Turkey Super Lig,,,,False,2026-01-31,,,Goztep,Karagumruk,2.0,1.0,,,6.0,3.0,3.0,5.0,0.0,0.0,19.0,8.0,Desconocido
League 2,,,,False,2026-01-31,1365.0,1348.0,Grimsby,Milton Keynes Dons,2.0,2.0,,,9.0,6.0,1.0,2.0,0.0,0.0,12.0,8.0,Desconocido
Bundesliga,218.0,,,False,2026-01-31,,,Hamburg,Bayern Munich,2.0,2.0,,,3.0,9.0,6.0,4.0,0.0,0.0,14.0,13.0,Desconocido
National League,43.0,,,False,2026-01-31,1366.0,,Hartlepool,Aldershot,0.0,3.0,,,,,1.0,0.0,0.0,0.0,,,Desconocido
Bundesliga,218.0,,,False,2026-01-31,,182.0,Hoffenheim,Union Berlin,3.0,1.0,,,3.0,10.0,2.0,2.0,0.0,0.0,9.0,16.0,Desconocido
Bundesliga 2,,,,False,2026-01-31,191.0,,Holstein Kiel,Greuther Furth,1.0,2.0,,,6.0,2.0,4.0,1.0,0.0,0.0,13.0,5.0,Desconocido
Championship,407.0,,,False,2026-01-31,57.0,59.0,Ipswich,Preston,1.0,1.0,,,9.0,3.0,1.0,2.0,0.0,0.0,16.0,11.0,Desconocido
Bundesliga 2,,,,False,2026-01-31,,,Kaiserslautern,Elversberg,1.0,3.0,,,2.0,2.0,4.0,3.0,1.0,0.0,6.0,18.0,Desconocido
League 1 Escocia,,,,False,2026-01-31,6773.0,,Kelty Hearts,Hamilton,0.0,0.0,,,3.0,9.0,1.0,3.0,0.0,0.0,13.0,9.0,Desconocido
Premiership Escocia,,,,False,2026-01-31,250.0,252.0,Kilmarnock,Aberdeen,3.0,0.0,,,7.0,3.0,3.0,3.0,0.0,1.0,19.0,8.0,Desconocido
Premier League,569.0,,,False,2026-01-31,63.0,9419.0,Leeds,Arsenal,0.0,4.0,,,4.0,12.0,1.0,1.0,0.0,0.0,3.0,14.0,Desconocido
Championship,407.0,,,False,2026-01-31,46.0,1335.0,Leicester,Charlton,0.0,2.0,,,6.0,2.0,0.0,2.0,1.0,0.0,21.0,9.0,Desconocido
La Liga,140.0,,,False,2026-01-31,539.0,,Levante,Ath Madrid,0.0,0.0,,,4.0,7.0,2.0,1.0,0.0,0.0,10.0,10.0,Desconocido
League 1,,,,False,2026-01-31,1373.0,1351.0,Leyton Orient,Port Vale,0.0,1.0,,,5.0,6.0,2.0,2.0,0.0,0.0,11.0,7.0,Desconocido
Premier League,569.0,,,False,2026-01-31,40.0,34.0,Liverpool,Newcastle,4.0,1.0,,,7.0,11.0,1.0,3.0,0.0,0.0,17.0,8.0,Desconocido
Premiership Escocia,,,,False,2026-01-31,255.0,256.0,Livingston,Motherwell,0.0,2.0,,,7.0,7.0,1.0,0.0,0.0,0.0,4.0,14.0,Desconocido
Ligue 1,61.0,,,False,2026-01-31,97.0,83.0,Lorient,Nantes,2.0,1.0,,,1.0,4.0,4.0,5.0,0.0,0.0,5.0,10.0,Desconocido
League 1,,,,False,2026-01-31,1359.0,1356.0,Luton,Blackpool,1.0,0.0,,,5.0,3.0,1.0,0.0,0.0,0.0,13.0,5.0,Desconocido
League 1,,,,False,2026-01-31,,1358.0,Mansfield,Wycombe,0.0,0.0,,,5.0,6.0,0.0,1.0,0.0,0.0,8.0,18.0,Desconocido
Championship,407.0,,,False,2026-01-31,70.0,71.0,Middlesbrough,Norwich,1.0,0.0,,,3.0,5.0,2.0,2.0,0.0,0.0,9.0,8.0,Desconocido
Championship,407.0,,,False,2026-01-31,58.0,,Millwall,Sheffield United,1.0,1.0,,,6.0,8.0,2.0,1.0,0.0,0.0,14.0,12.0,Desconocido
Ligue 1,61.0,,,False,2026-01-31,91.0,94.0,Monaco,Rennes,4.0,0.0,,,5.0,2.0,1.0,2.0,0.0,0.0,14.0,8.0,Desconocido
Championship Escocia,,,,False,2026-01-31,1383.0,902.0,Morton,Ross County,2.0,1.0,,,4.0,6.0,2.0,4.0,0.0,0.0,12.0,9.0,Desconocido
Serie A,71.0,,,False,2026-01-31,492.0,502.0,Napoli,Fiorentina,2.0,1.0,,,4.0,4.0,1.0,1.0,0.0,0.0,19.0,15.0,Desconocido
League 1,,,,False,2026-01-31,1337.0,53.0,Northampton,Reading,0.0,2.0,,,9.0,3.0,2.0,3.0,0.0,0.0,14.0,10.0,Desconocido
League 2,,,,False,2026-01-31,1349.0,,Oldham,Cambridge,0.0,3.0,,,1.0,0.0,2.0,2.0,0.0,0.0,5.0,8.0,Desconocido
La Liga,140.0,,,False,2026-01-31,727.0,533.0,Osasuna,Villarreal,2.0,2.0,,,6.0,2.0,2.0,2.0,0.0,0.0,15.0,5.0,Desconocido
La Liga,140.0,,,False,2026-01-31,718.0,547.0,Oviedo,Girona,1.0,0.0,,,4.0,4.0,1.0,1.0,0.0,0.0,8.0,9.0,Desconocido
Championship,407.0,,,False,2026-01-31,,54.0,Oxford,Birmingham,0.0,2.0,,,4.0,4.0,2.0,2.0,0.0,0.0,10.0,11.0,Desconocido
Super League Greece,,,,False,2026-01-31,949.0,3408.0,Panetolikos,Aris,0.0,1.0,,,1.0,5.0,1.0,2.0,1.0,0.0,1.0,22.0,Desconocido
Ligue 1,61.0,,,False,2026-01-31,114.0,81.0,Paris FC,Marseille,2.0,2.0,,,4.0,4.0,1.0,4.0,0.0,0.0,9.0,18.0,Desconocido
Serie B,72.0,,,False,2026-01-31,525.0,1693.0,Pescara,Mantova,2.0,2.0,,,4.0,6.0,4.0,3.0,0.0,0.0,12.0,14.0,Desconocido
League 1,,,,False,2026-01-31,,37.0,Peterboro,Huddersfield,2.0,3.0,,,7.0,4.0,5.0,3.0,0.0,0.0,9.0,16.0,Desconocido
Serie A,71.0,,,False,2026-01-31,801.0,488.0,Pisa,Sassuolo,1.0,3.0,,,2.0,5.0,3.0,3.0,0.0,0.0,15.0,21.0,Desconocido
Championship,407.0,,,False,2026-01-31,1355.0,60.0,Portsmouth,West Brom,3.0,0.0,,,3.0,3.0,0.0,2.0,0.0,0.0,20.0,4.0,Desconocido
Championship,407.0,,,False,2026-01-31,72.0,1346.0,QPR,Coventry,2.0,1.0,,,5.0,5.0,1.0,2.0,0.0,0.0,15.0,9.0,Desconocido
League 1 Escocia,,,,False,2026-01-31,,,Queen of Sth,Inverness C,2.0,2.0,,,1.0,6.0,3.0,4.0,0.0,0.0,4.0,3.0,Desconocido
Championship Escocia,,,,False,2026-01-31,,4249.0,Queens Park,Arbroath,2.0,1.0,,,0.0,9.0,5.0,0.0,0.0,0.0,3.0,12.0,Desconocido
Bundesliga,218.0,,,False,2026-01-31,173.0,,RB Leipzig,Mainz,1.0,2.0,,,5.0,4.0,0.0,4.0,0.0,0.0,15.0,11.0,Desconocido
Primeira Liga,94.0,,,False,2026-01-31,226.0,240.0,Rio Ave,Arouca,0.0,3.0,,,5.0,5.0,2.0,1.0,0.0,0.0,8.0,18.0,Desconocido
Serie B,72.0,,,False,2026-01-31,498.0,515.0,Sampdoria,Spezia,1.0,0.0,,,6.0,11.0,3.0,4.0,1.0,1.0,10.0,11.0,Desconocido
Primeira Liga,94.0,,,False,2026-01-31,227.0,230.0,Santa Clara,Estoril,2.0,4.0,,,6.0,5.0,7.0,3.0,0.0,0.0,14.0,11.0,Desconocido
Championship,407.0,,,False,2026-01-31,,1837.0,Sheffield Weds,Wrexham,0.0,1.0,,,3.0,8.0,0.0,0.0,0.0,0.0,5.0,12.0,Desconocido
League 2,,,,False,2026-01-31,1352.0,1369.0,Shrewsbury,Barnet,0.0,0.0,,,3.0,6.0,3.0,1.0,0.0,0.0,9.0,18.0,Desconocido
National League,43.0,,,False,2026-01-31,,1828.0,Solihull,York,0.0,2.0,,,,,2.0,4.0,0.0,0.0,,,Desconocido
Eredivisie,88.0,,,False,2026-01-31,426.0,202.0,Sparta Rotterdam,Groningen,2.0,0.0,,,3.0,6.0,1.0,5.0,0.0,0.0,9.0,8.0,Desconocido
Ligue 2,62.0,,,False,2026-01-31,,1299.0,St Etienne,Boulogne,0.0,1.0,,,2.0,7.0,3.0,2.0,1.0,0.0,4.0,18.0,Desconocido
Premiership Escocia,,,,False,2026-01-31,,253.0,St Mirren,Dundee,0.0,0.0,,,5.0,6.0,0.0,0.0,1.0,0.0,10.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-01-31,,736.0,St Truiden,Charleroi,0.0,2.0,,,6.0,6.0,2.0,3.0,1.0,0.0,13.0,15.0,Desconocido
League 1 Escocia,,,,False,2026-01-31,6784.0,6777.0,Stenhousemuir,Peterhead,2.0,2.0,,,4.0,5.0,5.0,3.0,0.0,0.0,4.0,8.0,Desconocido
League 2 Escocia,,,,False,2026-01-31,,6785.0,Stirling,Stranraer,1.0,1.0,,,5.0,4.0,2.0,0.0,0.0,0.0,21.0,15.0,Desconocido
League 1,,,,False,2026-01-31,,1357.0,Stockport,Plymouth,2.0,1.0,,,6.0,6.0,0.0,4.0,0.0,0.0,6.0,13.0,Desconocido
Championship,407.0,,,False,2026-01-31,,41.0,Stoke,Southampton,0.0,2.0,,,4.0,5.0,2.0,3.0,0.0,0.0,10.0,11.0,Desconocido
Serie B,72.0,,,False,2026-01-31,1578.0,1687.0,Sudtirol,Catanzaro,2.0,1.0,,,1.0,3.0,4.0,1.0,0.0,0.0,8.0,21.0,Desconocido
National League,43.0,,,False,2026-01-31,,4701.0,Sutton,Brackley Town,1.0,1.0,,,,,3.0,2.0,0.0,0.0,,,Desconocido
League 2,,,,False,2026-01-31,,1819.0,Swindon,Barrow,3.0,1.0,,,8.0,9.0,1.0,1.0,0.0,0.0,14.0,15.0,Desconocido
League 2,,,,False,2026-01-31,1381.0,,Tranmere,Salford,0.0,2.0,,,9.0,4.0,2.0,0.0,0.0,0.0,17.0,12.0,Desconocido
Ligue 2,62.0,,,False,2026-01-31,,1298.0,Troyes,Le Mans,0.0,2.0,,,3.0,3.0,3.0,6.0,0.0,1.0,12.0,5.0,Desconocido
Serie B,72.0,,,False,2026-01-31,517.0,1581.0,Venezia,Carrarese,2.0,1.0,,,3.0,6.0,2.0,4.0,0.0,0.0,17.0,7.0,Desconocido
Serie B,72.0,,,False,2026-01-31,527.0,512.0,Virtus Entella,Frosinone,1.0,1.0,,,3.0,8.0,2.0,2.0,0.0,0.0,16.0,11.0,Desconocido
Super League Greece,,,,False,2026-01-31,2110.0,953.0,Volos NFC,Larisa,0.0,2.0,,,7.0,4.0,1.0,0.0,1.0,0.0,12.0,18.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-01-31,,,Waregem,Westerlo,0.0,1.0,,,7.0,3.0,1.0,2.0,0.0,0.0,19.0,7.0,Desconocido
Championship,407.0,,,False,2026-01-31,38.0,76.0,Watford,Swansea,0.0,2.0,,,5.0,8.0,1.0,2.0,1.0,0.0,17.0,14.0,Desconocido
Bundesliga,218.0,,,False,2026-01-31,162.0,,Werder Bremen,M'gladbach,1.0,1.0,,,7.0,3.0,0.0,1.0,0.0,0.0,18.0,7.0,Desconocido
League 1,,,,False,2026-01-31,61.0,1379.0,Wigan,Lincoln,0.0,1.0,,,6.0,1.0,1.0,1.0,0.0,0.0,10.0,8.0,Desconocido
Premier League,569.0,,,False,2026-01-31,39.0,35.0,Wolves,Bournemouth,0.0,2.0,,,5.0,6.0,3.0,3.0,0.0,0.0,17.0,9.0,Desconocido
Eredivisie,88.0,,,False,2026-01-31,,427.0,Zwolle,Telstar,4.0,1.0,,,6.0,9.0,0.0,0.0,0.0,0.0,16.0,14.0,Desconocido
Turkey Super Lig,,,,False,2026-01-30,1005.0,998.0,Antalyaspor,Trabzonspor,1.0,1.0,,,3.0,9.0,1.0,2.0,0.0,0.0,4.0,14.0,Desconocido
Serie B,72.0,,,False,2026-01-30,508.0,522.0,Bari,Palermo,0.0,3.0,,,3.0,7.0,3.0,4.0,0.0,0.0,7.0,22.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,1305.0,102.0,Bastia,Nancy,0.0,0.0,,,8.0,1.0,3.0,2.0,0.0,0.0,12.0,8.0,Desconocido
Championship,407.0,,,False,2026-01-30,56.0,69.0,Bristol City,Derby,0.0,5.0,,,4.0,1.0,1.0,1.0,0.0,0.0,7.0,17.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,,93.0,Clermont,Reims,0.0,1.0,,,2.0,5.0,1.0,3.0,1.0,1.0,8.0,10.0,Desconocido
La Liga,140.0,,,False,2026-01-30,,542.0,Espanol,Alaves,1.0,2.0,,,4.0,2.0,0.0,1.0,0.0,0.0,10.0,11.0,Desconocido
Bundesliga,218.0,,,False,2026-01-30,,,FC Koln,Wolfsburg,1.0,0.0,,,3.0,4.0,1.0,4.0,0.0,0.0,15.0,14.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,101.0,87.0,Grenoble,Amiens,2.0,1.0,,,6.0,7.0,3.0,2.0,0.0,0.0,19.0,14.0,Desconocido
Primeira Liga,94.0,,,False,2026-01-30,224.0,215.0,Guimaraes,Moreirense,1.0,0.0,,,5.0,5.0,2.0,5.0,0.0,0.0,14.0,10.0,Desconocido
Turkey Super Lig,,,,False,2026-01-30,,3603.0,Kasimpasa,Samsunspor,0.0,1.0,,,4.0,1.0,2.0,1.0,0.0,0.0,11.0,8.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,433.0,,Laval,Pau FC,0.0,1.0,,,8.0,2.0,2.0,1.0,0.0,0.0,9.0,6.0,Desconocido
Serie A,71.0,,,False,2026-01-30,487.0,495.0,Lazio,Genoa,3.0,2.0,,,5.0,3.0,2.0,3.0,0.0,0.0,14.0,16.0,Desconocido
Ligue 1,61.0,,,False,2026-01-30,116.0,111.0,Lens,Le Havre,1.0,0.0,,,4.0,3.0,1.0,2.0,0.0,0.0,15.0,8.0,Desconocido
Bundesliga 2,,,,False,2026-01-30,,,Magdeburg,Hannover,1.0,2.0,,,6.0,3.0,1.0,4.0,0.0,0.0,13.0,12.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,82.0,90.0,Montpellier,Guingamp,3.0,1.0,,,3.0,6.0,3.0,6.0,0.0,0.0,12.0,9.0,Desconocido
Eredivisie,88.0,,,False,2026-01-30,203.0,415.0,NAC Breda,Twente,2.0,2.0,,,7.0,4.0,1.0,1.0,0.0,0.0,20.0,18.0,Desconocido
Bundesliga 2,,,,False,2026-01-30,,1313.0,Nurnberg,Preußen Münster,1.0,1.0,,,7.0,2.0,2.0,4.0,0.0,0.0,17.0,10.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-01-30,,631.0,RAAL La Louviere,Gent,1.0,1.0,,,6.0,5.0,0.0,0.0,0.0,0.0,6.0,8.0,Desconocido
Ligue 2,62.0,,,False,2026-01-30,1301.0,,Rodez,Red Star,1.0,1.0,,,5.0,2.0,2.0,0.0,0.0,0.0,8.0,10.0,Desconocido
La Liga 2,,,,False,2026-01-30,,534.0,Sociedad B,Las Palmas,1.0,1.0,,,3.0,3.0,2.0,1.0,0.0,0.0,12.0,11.0,Desconocido
Championship Escocia,,,,False,2026-01-30,,901.0,St Johnstone,Partick,2.0,2.0,,,15.0,2.0,5.0,4.0,0.0,0.0,16.0,9.0,Desconocido
League 2,,,,False,2026-01-27,1369.0,1381.0,Barnet,Tranmere,1.0,0.0,,,10.0,2.0,2.0,3.0,0.0,0.0,21.0,5.0,Desconocido
League 1,,,,False,2026-01-27,1356.0,,Blackpool,Stockport,1.0,2.0,,,2.0,10.0,1.0,1.0,0.0,0.0,6.0,22.0,Desconocido
League 1,,,,False,2026-01-27,68.0,,Bolton,Burton,2.0,1.0,,,5.0,4.0,3.0,1.0,0.0,0.0,13.0,11.0,Desconocido
League 2,,,,False,2026-01-27,1832.0,1363.0,Bromley,Crewe,2.0,2.0,,,4.0,3.0,2.0,3.0,0.0,0.0,10.0,16.0,Desconocido
League 2,,,,False,2026-01-27,,1352.0,Cambridge,Shrewsbury,1.0,0.0,,,2.0,3.0,1.0,1.0,0.0,0.0,10.0,2.0,Desconocido
League 1,,,,False,2026-01-27,43.0,747.0,Cardiff,Barnsley,4.0,0.0,,,6.0,3.0,1.0,2.0,0.0,0.0,15.0,7.0,Desconocido
League 2,,,,False,2026-01-27,1361.0,1365.0,Colchester,Grimsby,0.0,1.0,,,8.0,5.0,3.0,1.0,0.0,1.0,25.0,13.0,Desconocido
League 1,,,,False,2026-01-27,1354.0,1373.0,Doncaster,Leyton Orient,3.0,0.0,,,3.0,3.0,2.0,3.0,0.0,0.0,20.0,6.0,Desconocido
League 2 Escocia,,,,False,2026-01-27,6765.0,6781.0,East Kilbride,Spartans,0.0,6.0,,,2.0,4.0,3.0,3.0,0.0,0.0,3.0,9.0,Desconocido
League 2,,,,False,2026-01-27,,1336.0,Harrogate,Fleetwood Town,1.0,2.0,,,6.0,5.0,2.0,3.0,0.0,0.0,18.0,15.0,Desconocido
League 1,,,,False,2026-01-27,37.0,1359.0,Huddersfield,Luton,1.0,0.0,,,6.0,9.0,1.0,2.0,1.0,0.0,9.0,12.0,Desconocido
League 1,,,,False,2026-01-27,1379.0,1343.0,Lincoln,Bradford,3.0,0.0,,,5.0,1.0,1.0,1.0,0.0,0.0,18.0,2.0,Desconocido
League 2,,,,False,2026-01-27,1348.0,,Milton Keynes Dons,Bristol Rvs,1.0,0.0,,,4.0,3.0,3.0,3.0,0.0,0.0,12.0,14.0,Desconocido
League 2,,,,False,2026-01-27,1367.0,,Newport County,Accrington,1.0,4.0,,,3.0,2.0,2.0,5.0,1.0,0.0,11.0,13.0,Desconocido
League 2,,,,False,2026-01-27,1376.0,,Notts County,Swindon,2.0,1.0,,,7.0,3.0,0.0,0.0,0.0,0.0,15.0,9.0,Desconocido
League 1,,,,False,2026-01-27,1357.0,,Plymouth,Mansfield,1.0,1.0,,,6.0,2.0,2.0,2.0,0.0,0.0,17.0,10.0,Desconocido
League 1,,,,False,2026-01-27,53.0,,Reading,Exeter,2.0,2.0,,,5.0,3.0,4.0,2.0,0.0,0.0,9.0,10.0,Desconocido
National League,43.0,,,False,2026-01-27,1339.0,1341.0,Rochdale,Southend,2.0,1.0,,,,,1.0,0.0,0.0,0.0,,,Desconocido
League 1,,,,False,2026-01-27,73.0,1337.0,Rotherham,Northampton,2.0,1.0,,,13.0,4.0,3.0,0.0,0.0,0.0,18.0,10.0,Desconocido
League 2,,,,False,2026-01-27,,1345.0,Salford,Chesterfield,0.0,1.0,,,8.0,2.0,2.0,1.0,0.0,0.0,17.0,7.0,Desconocido
Bundesliga,218.0,,,False,2026-01-27,,173.0,St Pauli,RB Leipzig,1.0,1.0,,,4.0,3.0,0.0,1.0,0.0,0.0,7.0,12.0,Desconocido
League 1,,,,False,2026-01-27,1368.0,,Stevenage,Peterboro,1.0,0.0,,,8.0,4.0,3.0,1.0,0.0,0.0,14.0,5.0,Desconocido
League 2,,,,False,2026-01-27,1342.0,1362.0,Walsall,Crawley Town,0.0,0.0,,,1.0,12.0,3.0,5.0,0.0,0.0,8.0,22.0,Desconocido
Bundesliga,218.0,,,False,2026-01-27,162.0,,Werder Bremen,Hoffenheim,0.0,2.0,,,6.0,7.0,2.0,2.0,0.0,1.0,26.0,12.0,Desconocido
League 1,,,,False,2026-01-27,1358.0,61.0,Wycombe,Wigan,2.0,0.0,,,3.0,9.0,0.0,0.0,0.0,0.0,6.0,7.0,Desconocido
