League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
La Liga,140.0,,,False,2025-08-31,,533.0,Celta,Villarreal,1.0,1.0,,,1.0,5.0,1.0,1.0,0.0,0.0,10.0,8.0,Desconocido
Bundesliga,218.0,,,False,2025-08-31,,182.0,Dortmund,Union Berlin,3.0,0.0,,,4.0,6.0,0.0,0.0,0.0,0.0,11.0,12.0,Desconocido
Bundesliga 2,,,,False,2025-08-31,,,Dresden,Schalke 04,0.0,1.0,,,1.0,6.0,1.0,4.0,0.0,0.0,6.0,16.0,Desconocido
Premiership Escocia,,,,False,2025-08-31,253.0,,Dundee,Dundee United,0.0,2.0,,,3.0,2.0,0.0,1.0,0.0,0.0,5.0,10.0,Desconocido
La Liga,140.0,,,False,2025-08-31,,727.0,Espanol,Osasuna,1.0,0.0,,,2.0,3.0,2.0,3.0,0.0,0.0,10.0,10.0,Desconocido
Bundesliga,218.0,,,False,2025-08-31,,,FC Koln,Freiburg,4.0,1.0,,,3.0,5.0,2.0,1.0,0.0,0.0,18.0,12.0,Desconocido
Eredivisie,88.0,,,False,2025-08-31,,,For Sittard,Nijmegen,3.0,2.0,,,3.0,4.0,4.0,1.0,0.0,0.0,10.0,14.0,Desconocido
Turkey Super Lig,,,,False,2025-08-31,,,Genclerbirligi,Fenerbahce,1.0,3.0,,,3.0,3.0,1.0,0.0,0.0,0.0,9.0,13.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-31,742.0,,Genk,Waregem,3.0,2.0,,,5.0,4.0,2.0,2.0,1.0,0.0,11.0,8.0,Desconocido
Serie A,71.0,,,False,2025-08-31,495.0,10019.0,Genoa,Juventus,0.0,1.0,,,3.0,4.0,1.0,2.0,0.0,0.0,10.0,13.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-31,631.0,,Gent,Club Brugge,1.0,1.0,,,6.0,7.0,4.0,2.0,0.0,0.0,14.0,14.0,Desconocido
La Liga 2,,,,False,2025-08-31,22018.0,799.0,Granada,Mirandes,1.0,2.0,,,6.0,1.0,2.0,2.0,1.0,0.0,15.0,11.0,Desconocido
Premiership Escocia,,,,False,2025-08-31,249.0,,Hibernian,St Mirren,1.0,1.0,,,10.0,7.0,1.0,1.0,0.0,0.0,17.0,10.0,Desconocido
Serie A,71.0,,,False,2025-08-31,505.0,494.0,Inter,Udinese,1.0,2.0,,,13.0,2.0,1.0,3.0,0.0,0.0,16.0,10.0,Desconocido
Bundesliga 2,,,,False,2025-08-31,,,Kaiserslautern,Darmstadt,3.0,1.0,,,3.0,5.0,2.0,2.0,0.0,0.0,17.0,17.0,Desconocido
La Liga 2,141,Spain,,False,2025-08-31,534,535,Las Palmas,Malaga,0.0,1.0,,,7.0,3.0,2.0,4.0,0.0,0.0,14.0,9.0,E. Mallo
Serie A,71.0,,,False,2025-08-31,487.0,,Lazio,Verona,4.0,0.0,,,8.0,1.0,0.0,0.0,0.0,0.0,22.0,12.0,Desconocido
Ligue 1,61.0,,,False,2025-08-31,111.0,84.0,Le Havre,Nice,3.0,1.0,,,0.0,5.0,1.0,4.0,0.0,0.0,12.0,7.0,Desconocido
Premier League,569.0,,,False,2025-08-31,40.0,9419.0,Liverpool,Arsenal,1.0,0.0,,,3.0,8.0,2.0,2.0,0.0,0.0,9.0,11.0,Desconocido
Ligue 1,61.0,,,False,2025-08-31,80.0,81.0,Lyon,Marseille,1.0,0.0,,,9.0,4.0,2.0,2.0,0.0,1.0,17.0,5.0,Desconocido
Bundesliga 2,,,,False,2025-08-31,,,Magdeburg,Greuther Furth,4.0,5.0,,,2.0,3.0,5.0,4.0,1.0,0.0,19.0,13.0,Desconocido
Serie B,72.0,,,False,2025-08-31,899.0,528.0,Modena,Avellino,1.0,1.0,,,7.0,2.0,2.0,5.0,0.0,1.0,22.0,3.0,Desconocido
Ligue 1,61.0,,,False,2025-08-31,91.0,95.0,Monaco,Strasbourg,3.0,2.0,,,6.0,5.0,2.0,1.0,0.0,1.0,12.0,12.0,Desconocido
Eredivisie,88.0,,,False,2025-08-31,203.0,201.0,NAC Breda,AZ Alkmaar,0.0,1.0,,,1.0,7.0,0.0,5.0,1.0,0.0,11.0,25.0,Desconocido
Premier League,569.0,,,False,2025-08-31,,48.0,Nott'm Forest,West Ham,0.0,3.0,,,9.0,7.0,0.0,0.0,0.0,0.0,11.0,12.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-31,,,Oud-Heverlee Leuven,Standard,1.0,0.0,,,4.0,4.0,3.0,3.0,0.0,0.0,9.0,7.0,Desconocido
Super League Greece,197,Greece,,False,2025-08-31,619,12260,PAOK,Atromitos,1.0,0.0,,,6.0,1.0,1.0,6.0,0.0,1.0,26.0,1.0,"Alexandros Katsikogiannis, Greece"
Super League Greece,,,,False,2025-08-31,617.0,,Panathinaikos,Levadeiakos,1.0,1.0,,,7.0,3.0,1.0,1.0,0.0,0.0,20.0,7.0,Desconocido
Ligue 1,61.0,,,False,2025-08-31,114.0,112.0,Paris FC,Metz,3.0,2.0,,,14.0,6.0,1.0,1.0,0.0,1.0,24.0,14.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-08-31,257,247,Rangers,Celtic,0.0,0.0,,,8.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,"Don Robertson, Scotland"
Primeira Liga,94.0,,,False,2025-08-31,226.0,,Rio Ave,Sp Braga,2.0,2.0,,,1.0,7.0,3.0,2.0,0.0,0.0,5.0,20.0,Desconocido
Primeira Liga,94.0,,,False,2025-08-31,227.0,15130.0,Santa Clara,Estrela,0.0,0.0,,,8.0,0.0,2.0,2.0,0.0,0.0,13.0,3.0,Desconocido
Eredivisie,88.0,,,False,2025-08-31,426.0,209.0,Sparta Rotterdam,Feyenoord,0.0,4.0,,,1.0,9.0,1.0,2.0,1.0,0.0,7.0,24.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-31,,554.0,St. Gilloise,Anderlecht,2.0,0.0,,,5.0,5.0,1.0,6.0,0.0,2.0,16.0,9.0,Desconocido
Serie B,72.0,,,False,2025-08-31,1578.0,498.0,Sudtirol,Sampdoria,3.0,1.0,,,2.0,5.0,1.0,2.0,0.0,0.0,11.0,18.0,Desconocido
Primeira Liga,94.0,,,False,2025-08-31,218.0,230.0,Tondela,Estoril,2.0,2.0,,,3.0,4.0,1.0,3.0,0.0,0.0,14.0,21.0,Desconocido
Serie A,71.0,,,False,2025-08-31,503.0,502.0,Torino,Fiorentina,0.0,0.0,,,7.0,3.0,2.0,2.0,0.0,0.0,7.0,16.0,Desconocido
Turkey Super Lig,203,Turkey,,False,2025-08-31,998,3603,Trabzonspor,Samsunspor,1.0,1.0,,,2.0,10.0,1.0,4.0,0.0,0.0,9.0,13.0,A. D. Kayatepe
La Liga,140.0,,,False,2025-08-31,,529.0,Vallecano,Barcelona,1.0,1.0,,,9.0,4.0,4.0,1.0,0.0,0.0,12.0,12.0,Desconocido
Bundesliga,218.0,,,False,2025-08-31,,,Wolfsburg,Mainz,1.0,1.0,,,3.0,10.0,3.0,5.0,1.0,0.0,11.0,17.0,Desconocido
Eredivisie,88.0,,,False,2025-08-31,,207.0,Zwolle,Utrecht,0.0,2.0,,,3.0,2.0,2.0,1.0,0.0,0.0,6.0,14.0,Desconocido
Primeira Liga,94.0,,,False,2025-08-30,21595.0,242.0,AVS,Famalicao,0.0,1.0,,,5.0,9.0,1.0,5.0,0.0,1.0,13.0,11.0,Desconocido
La Liga,140.0,,,False,2025-08-30,542.0,,Alaves,Ath Madrid,1.0,1.0,,,1.0,6.0,2.0,3.0,0.0,0.0,5.0,15.0,Desconocido
Turkey Super Lig,,,,False,2025-08-30,1005.0,,Antalyaspor,Karagumruk,1.0,2.0,,,7.0,4.0,0.0,2.0,0.0,0.0,9.0,17.0,Desconocido
Championship Escocia,,,,False,2025-08-30,4249.0,,Arbroath,Airdrie Utd,1.0,0.0,,,4.0,0.0,3.0,2.0,0.0,0.0,10.0,3.0,Desconocido
Super League Greece,,,,False,2025-08-30,3408.0,949.0,Aris,Panetolikos,0.0,2.0,,,7.0,2.0,0.0,6.0,0.0,0.0,18.0,12.0,Desconocido
Bundesliga,218.0,,,False,2025-08-30,,,Augsburg,Bayern Munich,2.0,3.0,,,7.0,5.0,3.0,4.0,0.0,0.0,10.0,20.0,Desconocido
Championship Escocia,,,,False,2025-08-30,,,Ayr,Queens Park,1.0,1.0,,,6.0,2.0,1.0,2.0,0.0,0.0,14.0,4.0,Desconocido
League 2,42,England,,False,2025-08-30,1369,1361,Barnet,Colchester,1.0,1.0,,,8.0,3.0,2.0,0.0,0.0,0.0,15.0,7.0,"Tom Reeves, England"
League 1,41,England,,False,2025-08-30,747,37,Barnsley,Huddersfield,3.0,1.0,,,3.0,6.0,1.0,2.0,0.0,1.0,7.0,9.0,"Edward Duckworth, England"
League 2,42,England,,False,2025-08-30,1819,1336,Barrow,Fleetwood Town,0.0,1.0,,,4.0,9.0,2.0,3.0,1.0,0.0,8.0,19.0,"Martin Woods, England"
Ligue 2,62.0,,,False,2025-08-30,1305.0,90.0,Bastia,Guingamp,1.0,3.0,,,6.0,3.0,4.0,2.0,0.0,0.0,10.0,12.0,Desconocido
Championship,407.0,,,False,2025-08-30,67.0,71.0,Blackburn,Norwich,0.0,2.0,,,3.0,9.0,2.0,0.0,1.0,0.0,12.0,15.0,Desconocido
League 1,41,England,,False,2025-08-30,1356,68,Blackpool,Bolton,1.0,1.0,,,0.0,5.0,1.0,2.0,0.0,0.0,6.0,17.0,"Tom Nield, England"
Bundesliga 2,,,,False,2025-08-30,,1313.0,Bochum,Preußen Münster,1.0,2.0,,,6.0,4.0,3.0,3.0,0.0,0.0,16.0,5.0,Desconocido
Serie A,71.0,,,False,2025-08-30,500.0,895.0,Bologna,Como,1.0,0.0,,,7.0,4.0,4.0,3.0,0.0,0.0,15.0,13.0,Desconocido
National League,43.0,,,False,2025-08-30,4701.0,1340.0,Brackley Town,Scunthorpe,1.0,1.0,,,,,4.0,5.0,0.0,1.0,,,Desconocido
League 1,41,England,,False,2025-08-30,1343,1333,Bradford,AFC Wimbledon,3.0,2.0,,,7.0,2.0,0.0,1.0,0.0,0.0,16.0,13.0,"Martin Coy, England"
National League,43.0,,,False,2025-08-30,,1378.0,Braintree Town,Forest Green,0.0,0.0,,,,,4.0,2.0,0.0,0.0,,,Desconocido
Bundesliga 2,,,,False,2025-08-30,,,Braunschweig,Bielefeld,1.0,1.0,,,3.0,7.0,3.0,3.0,0.0,0.0,8.0,13.0,Desconocido
Championship,407.0,,,False,2025-08-30,56.0,,Bristol City,Hull,4.0,2.0,,,8.0,5.0,1.0,1.0,0.0,0.0,29.0,20.0,Desconocido
League 2,,,,False,2025-08-30,1832.0,,Bromley,Harrogate,2.0,0.0,,,3.0,4.0,2.0,2.0,0.0,0.0,17.0,7.0,Desconocido
League 1,,,,False,2025-08-30,,1359.0,Burton,Luton,0.0,3.0,,,6.0,4.0,0.0,1.0,0.0,0.0,8.0,12.0,Desconocido
League 2,,,,False,2025-08-30,,1367.0,Cambridge,Newport County,2.0,0.0,,,7.0,4.0,0.0,1.0,0.0,0.0,10.0,4.0,Desconocido
League 1,41,England,,False,2025-08-30,43,1357,Cardiff,Plymouth,4.0,0.0,,,5.0,5.0,3.0,1.0,0.0,0.0,16.0,8.0,"Scott Oldham, England"
Primeira Liga,94.0,,,False,2025-08-30,4716.0,225.0,Casa Pia,Nacional,0.0,2.0,,,2.0,3.0,2.0,3.0,0.0,0.0,9.0,9.0,Desconocido
La Liga 2,,,,False,2025-08-30,,732.0,Castellon,Zaragoza,1.0,1.0,,,7.0,3.0,2.0,3.0,0.0,0.0,14.0,12.0,Desconocido
Serie B,72.0,,,False,2025-08-30,509.0,527.0,Cesena,Virtus Entella,1.0,1.0,,,8.0,2.0,2.0,3.0,0.0,0.0,12.0,9.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-30,736.0,6215.0,Charleroi,Dender,3.0,1.0,,,5.0,4.0,1.0,0.0,0.0,0.0,11.0,9.0,Desconocido
Premier League,569.0,,,False,2025-08-30,49.0,36.0,Chelsea,Fulham,2.0,0.0,,,6.0,4.0,2.0,2.0,0.0,0.0,13.0,11.0,Desconocido
League 2,42,England,,False,2025-08-30,1345,1362,Chesterfield,Crawley Town,2.0,2.0,,,8.0,5.0,4.0,5.0,0.0,0.0,12.0,3.0,"Ben Toner, England"
League 2 Escocia,,,,False,2025-08-30,6762.0,,Clyde,Elgin,0.0,0.0,,,7.0,9.0,3.0,2.0,0.0,0.0,7.0,6.0,Desconocido
League 2,,,,False,2025-08-30,1363.0,,Crewe,Swindon,0.0,3.0,,,3.0,4.0,1.0,1.0,0.0,0.0,9.0,19.0,Desconocido
League 1,41,England,,False,2025-08-30,1354,73,Doncaster,Rotherham,1.0,0.0,,,2.0,6.0,3.0,1.0,0.0,0.0,13.0,14.0,"Elliot Bell, England"
League 2 Escocia,184,Scotland,,False,2025-08-30,1382,6766,Dumbarton,Edinburgh City,1.0,2.0,,,1.0,2.0,2.0,4.0,0.0,0.0,3.0,12.0,Jamie Wilkie
Championship Escocia,180,Scotland,,False,2025-08-30,1388,902,Dunfermline,Ross County,2.0,2.0,,,2.0,2.0,3.0,2.0,0.0,0.0,8.0,9.0,Nick Walsh
League 2 Escocia,,,,False,2025-08-30,6765.0,,East Kilbride,Forfar,5.0,0.0,,,6.0,4.0,2.0,3.0,0.0,0.0,12.0,9.0,Desconocido
National League,43.0,,,False,2025-08-30,1822.0,4700.0,Eastleigh,Altrincham,2.0,1.0,,,,,1.0,3.0,0.0,0.0,,,Desconocido
Eredivisie,88.0,,,False,2025-08-30,196.0,415.0,Excelsior,Twente,1.0,0.0,,,1.0,4.0,2.0,2.0,1.0,0.0,8.0,27.0,Desconocido
League 1,,,,False,2025-08-30,,,Exeter,Peterboro,3.0,0.0,,,5.0,5.0,3.0,2.0,0.0,0.0,12.0,6.0,Desconocido
Bundesliga 2,,,,False,2025-08-30,,,Fortuna Dusseldorf,Karlsruhe,0.0,0.0,,,4.0,2.0,1.0,3.0,0.0,0.0,16.0,9.0,Desconocido
Turkey Super Lig,203,Turkey,,False,2025-08-30,645,1007,Galatasaray,Rizespor,3.0,1.0,,,5.0,2.0,1.0,4.0,0.0,0.0,16.0,9.0,A. Yilmaz
National League,43.0,,,False,2025-08-30,1823.0,,Gateshead,Aldershot,3.0,3.0,,,,,4.0,4.0,0.0,0.0,,,Desconocido
La Liga,140.0,,,False,2025-08-30,547.0,536.0,Girona,Sevilla,0.0,2.0,,,11.0,3.0,0.0,2.0,0.0,0.0,20.0,13.0,Desconocido
League 2,,,,False,2025-08-30,1365.0,,Grimsby,Bristol Rvs,0.0,1.0,,,9.0,8.0,1.0,3.0,0.0,0.0,12.0,7.0,Desconocido
Primeira Liga,94.0,,,False,2025-08-30,224.0,240.0,Guimaraes,Arouca,1.0,1.0,,,2.0,2.0,4.0,4.0,0.0,0.0,12.0,9.0,Desconocido
National League,43.0,,,False,2025-08-30,,,Halifax,Yeovil,3.0,2.0,,,,,4.0,2.0,0.0,0.0,,,Desconocido
League 1 Escocia,,,,False,2025-08-30,,6763.0,Hamilton,Cove Rangers,0.0,0.0,,,7.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0,Desconocido
National League,43.0,,,False,2025-08-30,1366.0,1830.0,Hartlepool,Boreham Wood,0.0,0.0,,,,,2.0,1.0,1.0,0.0,,,Desconocido
Eredivisie,88.0,,,False,2025-08-30,210.0,,Heerenveen,Go Ahead Eagles,2.0,2.0,,,3.0,7.0,3.0,1.0,0.0,0.0,19.0,11.0,Desconocido
Bundesliga,218.0,,,False,2025-08-30,,,Hoffenheim,Ein Frankfurt,1.0,3.0,,,4.0,5.0,2.0,3.0,0.0,0.0,17.0,9.0,Desconocido
Bundesliga 2,,,,False,2025-08-30,191.0,,Holstein Kiel,Hannover,1.0,2.0,,,1.0,5.0,2.0,3.0,0.0,0.0,9.0,12.0,Desconocido
League 1 Escocia,,,,False,2025-08-30,,,Inverness C,Alloa,1.0,0.0,,,9.0,5.0,2.0,1.0,0.0,0.0,14.0,7.0,Desconocido
Championship,407.0,,,False,2025-08-30,57.0,69.0,Ipswich,Derby,2.0,2.0,,,6.0,3.0,2.0,7.0,0.0,0.0,18.0,10.0,Desconocido
Serie B,72.0,,,False,2025-08-30,863.0,517.0,Juve Stabia,Venezia,0.0,0.0,,,6.0,1.0,3.0,1.0,0.0,1.0,17.0,3.0,Desconocido
Turkey Super Lig,,,,False,2025-08-30,,,Kasimpasa,Gaziantep,2.0,3.0,,,3.0,4.0,4.0,4.0,0.0,0.0,20.0,9.0,Desconocido
Turkey Super Lig,203,Turkey,,False,2025-08-30,7411,1001,Kocaelispor,Kayserispor,1.0,1.0,,,4.0,7.0,3.0,2.0,0.0,0.0,10.0,12.0,Y. Kol
Super League Greece,197,Greece,,False,2025-08-30,953,5050,Larisa,Kifisia,1.0,1.0,,,2.0,5.0,4.0,5.0,0.0,0.0,15.0,15.0,"Panagiotis Koukoulas, Greece"
Premier League,569.0,,,False,2025-08-30,63.0,34.0,Leeds,Newcastle,0.0,0.0,,,5.0,5.0,1.0,1.0,0.0,0.0,10.0,8.0,Desconocido
League 1,41,England,,False,2025-08-30,1373,1337,Leyton Orient,Northampton,0.0,1.0,,,6.0,6.0,5.0,0.0,0.0,0.0,6.0,8.0,"Jacob Miles, England"
League 1,,,,False,2025-08-30,1379.0,,Lincoln,Mansfield,1.0,1.0,,,3.0,11.0,6.0,2.0,1.0,0.0,7.0,14.0,Desconocido
Premiership Escocia,,,,False,2025-08-30,255.0,,Livingston,Hearts,1.0,2.0,,,5.0,9.0,7.0,2.0,0.0,0.0,6.0,14.0,Desconocido
Ligue 1,61.0,,,False,2025-08-30,97.0,79.0,Lorient,Lille,1.0,7.0,,,3.0,8.0,3.0,3.0,0.0,0.0,6.0,20.0,Desconocido
Premier League,569.0,,,False,2025-08-30,,44.0,Man United,Burnley,3.0,2.0,,,7.0,1.0,1.0,5.0,0.0,0.0,26.0,6.0,Desconocido
Serie B,72.0,,,False,2025-08-30,1693.0,525.0,Mantova,Pescara,2.0,1.0,,,4.0,5.0,4.0,2.0,0.0,0.0,15.0,10.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-08-30,,,Mechelen,RAAL La Louviere,3.0,2.0,,,4.0,6.0,1.0,0.0,0.0,0.0,13.0,12.0,Desconocido
Championship,407.0,,,False,2025-08-30,70.0,,Middlesbrough,Sheffield United,1.0,0.0,,,5.0,9.0,0.0,3.0,0.0,0.0,15.0,8.0,Desconocido
Championship,407.0,,,False,2025-08-30,58.0,1837.0,Millwall,Wrexham,0.0,2.0,,,5.0,2.0,1.0,3.0,0.0,0.0,21.0,6.0,Desconocido
League 2,42,England,,False,2025-08-30,1348,1342,Milton Keynes Dons,Walsall,0.0,1.0,,,5.0,3.0,2.0,1.0,0.0,0.0,18.0,6.0,"Sam Mulhall, England"
League 1 Escocia,183,Scotland,,False,2025-08-30,4251,6777,Montrose,Peterhead,2.0,1.0,,,6.0,6.0,4.0,0.0,0.0,0.0,6.0,11.0,Graham Grainger
National League,43.0,,,False,2025-08-30,1375.0,1836.0,Morecambe,Woking,0.0,2.0,,,,,2.0,2.0,0.0,0.0,,,Desconocido
Premiership Escocia,179,Scotland,,False,2025-08-30,256,250,Motherwell,Kilmarnock,2.0,2.0,,,9.0,0.0,2.0,5.0,0.0,0.0,15.0,7.0,"Dan McFarlane, Scotland"
Ligue 1,61.0,,,False,2025-08-30,83.0,108.0,Nantes,Auxerre,1.0,0.0,,,3.0,9.0,1.0,3.0,0.0,0.0,4.0,14.0,Desconocido
Serie A,71.0,,,False,2025-08-30,492.0,490.0,Napoli,Cagliari,1.0,0.0,,,13.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,Desconocido
League 2,42,England,,False,2025-08-30,1349,1347,Oldham,Gillingham,0.0,1.0,,,7.0,2.0,5.0,3.0,0.0,0.0,11.0,8.0,"Scott Jackson, England"
La Liga,140.0,,,False,2025-08-30,718.0,,Oviedo,Sociedad,1.0,0.0,,,1.0,10.0,2.0,1.0,0.0,0.0,8.0,18.0,Desconocido
Championship,407.0,,,False,2025-08-30,,1346.0,Oxford,Coventry,2.0,2.0,,,0.0,5.0,1.0,2.0,0.0,0.0,14.0,15.0,Desconocido
Eredivisie,88.0,,,False,2025-08-30,197.0,427.0,PSV Eindhoven,Telstar,0.0,2.0,,,10.0,3.0,1.0,1.0,0.0,0.0,23.0,9.0,Desconocido
Serie B,72.0,,,False,2025-08-30,522.0,512.0,Palermo,Frosinone,0.0,0.0,,,6.0,3.0,1.0,3.0,0.0,0.0,13.0,10.0,Desconocido
Super League Greece,,,,False,2025-08-30,2099.0,,Panserraikos,OFI Crete,0.0,1.0,,,3.0,6.0,2.0,2.0,0.0,0.0,13.0,14.0,Desconocido
Serie A,71.0,,,False,2025-08-30,523.0,499.0,Parma,Atalanta,1.0,1.0,,,1.0,2.0,2.0,2.0,0.0,0.0,7.0,11.0,Desconocido
Championship Escocia,,,,False,2025-08-30,901.0,,Partick,Raith Rvs,3.0,2.0,,,7.0,2.0,3.0,4.0,0.0,0.0,10.0,8.0,Desconocido
Serie A,71.0,,,False,2025-08-30,801.0,,Pisa,Roma,0.0,1.0,,,1.0,7.0,2.0,1.0,0.0,0.0,7.0,10.0,Desconocido
Championship,407.0,,,False,2025-08-30,1355.0,59.0,Portsmouth,Preston,1.0,0.0,,,6.0,4.0,1.0,2.0,0.0,0.0,10.0,13.0,Desconocido
Championship,407.0,,,False,2025-08-30,72.0,1335.0,QPR,Charlton,3.0,1.0,,,1.0,2.0,2.0,2.0,0.0,0.0,13.0,13.0,Desconocido
League 1 Escocia,,,,False,2025-08-30,,6773.0,Queen of Sth,Kelty Hearts,2.0,1.0,,,3.0,3.0,2.0,2.0,0.0,0.0,17.0,7.0,Desconocido
Bundesliga,218.0,,,False,2025-08-30,173.0,,RB Leipzig,Heidenheim,2.0,0.0,,,4.0,3.0,2.0,5.0,0.0,0.0,19.0,5.0,Desconocido
League 1,41,England,,False,2025-08-30,53,1351,Reading,Port Vale,1.0,0.0,,,2.0,6.0,2.0,2.0,0.0,0.0,11.0,14.0,"Thomas Parsons, England"
La Liga,140.0,,,False,2025-08-30,541.0,798.0,Real Madrid,Mallorca,2.0,1.0,,,4.0,5.0,2.0,0.0,0.0,0.0,17.0,9.0,Desconocido
Ligue 2,62.0,,,False,2025-08-30,93.0,1298.0,Reims,Le Mans,1.0,0.0,,,5.0,4.0,0.0,2.0,0.0,0.0,12.0,5.0,Desconocido
La Liga 2,,,,False,2025-08-30,,,Santander,Ceuta,4.0,1.0,,,5.0,1.0,0.0,1.0,0.0,1.0,17.0,11.0,Desconocido
Championship,407.0,,,False,2025-08-30,,76.0,Sheffield Weds,Swansea,0.0,2.0,,,2.0,7.0,0.0,2.0,0.0,0.0,9.0,17.0,Desconocido
League 2,,,,False,2025-08-30,1352.0,,Shrewsbury,Accrington,0.0,0.0,,,2.0,6.0,3.0,3.0,0.0,0.0,17.0,9.0,Desconocido
National League,43.0,,,False,2025-08-30,,1341.0,Solihull,Southend,1.0,2.0,,,,,2.0,0.0,0.0,0.0,,,Desconocido
Primeira Liga,94.0,,,False,2025-08-30,,,Sp Lisbon,Porto,1.0,2.0,,,5.0,3.0,3.0,5.0,0.0,0.0,20.0,14.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-08-30,6781,6757,Spartans,Annan Athletic,1.0,0.0,,,6.0,3.0,2.0,2.0,0.0,0.0,2.0,6.0,Josh Hay
Serie B,72.0,,,False,2025-08-30,515.0,1687.0,Spezia,Catanzaro,0.0,0.0,,,1.0,5.0,3.0,3.0,0.0,0.0,7.0,5.0,Desconocido
Ligue 2,62.0,,,False,2025-08-30,,101.0,St Etienne,Grenoble,1.0,1.0,,,9.0,1.0,2.0,4.0,0.0,1.0,20.0,7.0,Desconocido
Championship Escocia,,,,False,2025-08-30,,1383.0,St Johnstone,Morton,1.0,1.0,,,13.0,2.0,1.0,3.0,0.0,0.0,22.0,3.0,Desconocido
League 1 Escocia,183,Scotland,,False,2025-08-30,6784,6764,Stenhousemuir,East Fife,1.0,1.0,,,4.0,4.0,4.0,3.0,0.0,1.0,8.0,8.0,Greg Soutar
League 1,41,England,,False,2025-08-30,1368,1358,Stevenage,Wycombe,1.0,0.0,,,5.0,2.0,2.0,2.0,0.0,0.0,9.0,10.0,"Simon Mather, England"
League 2 Escocia,,,,False,2025-08-30,,6785.0,Stirling,Stranraer,1.0,0.0,,,8.0,10.0,3.0,3.0,0.0,0.0,8.0,14.0,Desconocido
Championship,407.0,,,False,2025-08-30,,60.0,Stoke,West Brom,0.0,1.0,,,5.0,5.0,1.0,2.0,0.0,0.0,13.0,12.0,Desconocido
Bundesliga,218.0,,,False,2025-08-30,,,Stuttgart,M'gladbach,1.0,0.0,,,6.0,10.0,2.0,1.0,0.0,0.0,13.0,15.0,Desconocido
Premier League,569.0,,,False,2025-08-30,746.0,55.0,Sunderland,Brentford,2.0,1.0,,,3.0,4.0,3.0,2.0,0.0,0.0,12.0,7.0,Desconocido
