League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Championship,407.0,,,False,2025-12-29,60.0,72.0,West Brom,QPR,2.0,1.0,,,9.0,4.0,0.0,2.0,0.0,0.0,12.0,3.0,Desconocido
Championship,407.0,,,False,2025-12-29,1837.0,59.0,Wrexham,Preston,2.0,1.0,,,3.0,3.0,0.0,0.0,0.0,0.0,14.0,13.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-29,1522,1531,Zimbabwe,South Africa,2.0,3.0,,,,,,,,,,,"Mustapha Kechaf, Morocco"
African Cup of Nations,6,World,,False,2025-12-28,1532,1502,Algeria,Burkina Faso,1.0,0.0,,,,,,,,,,,"Daniel Laryea, Ghana"
Primeira Liga,94.0,,,False,2025-12-28,240.0,,Arouca,Gil Vicente,2.0,2.0,,,4.0,8.0,5.0,2.0,0.0,0.0,9.0,17.0,Desconocido
Serie A,71.0,,,False,2025-12-28,499.0,505.0,Atalanta,Inter,0.0,1.0,,,4.0,7.0,2.0,1.0,0.0,0.0,7.0,15.0,Desconocido
Serie A,71.0,,,False,2025-12-28,500.0,488.0,Bologna,Sassuolo,1.0,1.0,,,2.0,3.0,2.0,3.0,0.0,0.0,16.0,8.0,Desconocido
Primeira Liga,94.0,,,False,2025-12-28,4716.0,224.0,Casa Pia,Guimaraes,0.0,0.0,,,2.0,3.0,4.0,2.0,0.0,0.0,5.0,13.0,Desconocido
Serie A,71.0,,,False,2025-12-28,520.0,492.0,Cremonese,Napoli,0.0,2.0,,,1.0,10.0,2.0,2.0,0.0,0.0,6.0,22.0,Desconocido
Premier League,569.0,,,False,2025-12-28,52.0,47.0,Crystal Palace,Tottenham,0.0,1.0,,,3.0,2.0,3.0,2.0,0.0,0.0,15.0,8.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-28,1521,1510,Equatorial Guinea,Sudan,0.0,1.0,,,,,,,,,,,"Messie Jessie Oved Nkounkou, Congo Republic"
African Cup of Nations,6,World,,False,2025-12-28,1503,1512,Gabon,Mozambique,2.0,3.0,,,,,,,,,,,"Mehrez Melki, Tunisia"
African Cup of Nations,6,World,,False,2025-12-28,1501,1530,Ivory Coast,Cameroon,1.0,1.0,,,,,,,,,,,"Mustapha Ghorbal, Algeria"
Serie A,71.0,,,False,2025-12-28,,,Milan,Verona,3.0,0.0,,,7.0,3.0,0.0,1.0,0.0,0.0,11.0,9.0,Desconocido
Primeira Liga,94.0,,,False,2025-12-28,,211.0,Sp Braga,Benfica,2.0,2.0,,,1.0,5.0,4.0,2.0,1.0,0.0,11.0,14.0,Desconocido
Primeira Liga,94.0,,,False,2025-12-28,,226.0,Sp Lisbon,Rio Ave,4.0,0.0,,,8.0,1.0,1.0,1.0,0.0,0.0,23.0,5.0,Desconocido
Premier League,569.0,,,False,2025-12-28,746.0,63.0,Sunderland,Leeds,1.0,1.0,,,3.0,9.0,1.0,0.0,0.0,0.0,8.0,17.0,Desconocido
Premiership Escocia,,,,False,2025-12-27,252.0,,Aberdeen,Dundee United,1.0,1.0,,,9.0,5.0,2.0,3.0,0.0,0.0,14.0,13.0,Desconocido
League 1 Escocia,,,,False,2025-12-27,,6784.0,Alloa,Stenhousemuir,0.0,0.0,,,2.0,2.0,3.0,3.0,0.0,0.0,4.0,6.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-12-27,6757,6785,Annan Athletic,Stranraer,2.0,2.0,,,6.0,10.0,2.0,2.0,0.0,0.0,14.0,17.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-27,740.0,,Antwerp,Waregem,2.0,1.0,,,5.0,7.0,3.0,0.0,0.0,0.0,7.0,16.0,Desconocido
Championship Escocia,,,,False,2025-12-27,4249.0,,Arbroath,Airdrie Utd,1.0,1.0,,,6.0,2.0,0.0,5.0,0.0,0.0,7.0,5.0,Desconocido
Premier League,569.0,,,False,2025-12-27,9419.0,51.0,Arsenal,Brighton,2.0,1.0,,,7.0,2.0,2.0,3.0,0.0,0.0,24.0,8.0,Desconocido
Serie B,72.0,,,False,2025-12-27,508.0,528.0,Bari,Avellino,1.0,1.0,,,3.0,3.0,3.0,3.0,0.0,0.0,10.0,11.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-27,1516,1520,Benin,Botswana,1.0,0.0,,,,,,,,,,,"Shamirah Nabadda, Uganda"
Premier League,569.0,,,False,2025-12-27,55.0,35.0,Brentford,Bournemouth,4.0,1.0,,,2.0,15.0,2.0,2.0,0.0,0.0,15.0,20.0,Desconocido
Premier League,569.0,,,False,2025-12-27,44.0,45.0,Burnley,Everton,0.0,0.0,,,6.0,5.0,0.0,2.0,0.0,0.0,16.0,15.0,Desconocido
Serie B,72.0,,,False,2025-12-27,1581.0,1693.0,Carrarese,Mantova,0.0,0.0,,,7.0,5.0,2.0,2.0,0.0,0.0,18.0,7.0,Desconocido
Serie B,72.0,,,False,2025-12-27,1687.0,509.0,Catanzaro,Cesena,2.0,0.0,,,2.0,5.0,2.0,2.0,0.0,0.0,14.0,9.0,Desconocido
Premier League,569.0,,,False,2025-12-27,49.0,66.0,Chelsea,Aston Villa,1.0,2.0,,,6.0,7.0,5.0,3.0,0.0,0.0,14.0,11.0,Desconocido
League 2 Escocia,,,,False,2025-12-27,1382.0,,Dumbarton,Stirling,1.0,2.0,,,9.0,9.0,0.0,2.0,0.0,0.0,9.0,11.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-12-27,253,1389,Dundee,Falkirk,1.0,0.0,,,1.0,9.0,3.0,2.0,0.0,0.0,10.0,23.0,S. McLean
League 1 Escocia,183,Scotland,,False,2025-12-27,6764,6773,East Fife,Kelty Hearts,0.0,1.0,,,2.0,6.0,1.0,4.0,0.0,0.0,4.0,7.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-12-27,6765,6762,East Kilbride,Clyde,1.0,1.0,,,6.0,3.0,3.0,3.0,0.0,0.0,8.0,7.0,Desconocido
League 2 Escocia,184,Scotland,,False,2025-12-27,6766,6781,Edinburgh City,Spartans,1.0,3.0,,,1.0,2.0,2.0,3.0,0.0,0.0,9.0,9.0,Desconocido
Serie B,72.0,,,False,2025-12-27,511.0,512.0,Empoli,Frosinone,1.0,1.0,,,3.0,1.0,1.0,3.0,0.0,0.0,13.0,15.0,Desconocido
Primeira Liga,94.0,,,False,2025-12-27,230.0,4724.0,Estoril,Alverca,4.0,1.0,,,3.0,7.0,2.0,3.0,0.0,0.0,9.0,12.0,Desconocido
Primeira Liga,94.0,,,False,2025-12-27,242.0,15130.0,Famalicao,Estrela,2.0,3.0,,,9.0,4.0,3.0,5.0,0.0,0.0,22.0,6.0,Desconocido
League 2 Escocia,,,,False,2025-12-27,,,Forfar,Elgin,4.0,2.0,,,3.0,7.0,3.0,2.0,0.0,0.0,11.0,7.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-27,631.0,,Gent,Westerlo,2.0,0.0,,,4.0,3.0,1.0,1.0,0.0,0.0,18.0,14.0,Desconocido
Premiership Escocia,,,,False,2025-12-27,249.0,,Hibernian,Hearts,3.0,2.0,,,3.0,8.0,1.0,0.0,0.0,0.0,12.0,16.0,Desconocido
Serie B,72.0,,,False,2025-12-27,863.0,1578.0,Juve Stabia,Sudtirol,1.0,0.0,,,2.0,6.0,1.0,3.0,0.0,0.0,10.0,14.0,Desconocido
Serie A,71.0,,,False,2025-12-27,867.0,895.0,Lecce,Como,0.0,3.0,,,4.0,6.0,2.0,4.0,0.0,0.0,11.0,12.0,Desconocido
Premier League,569.0,,,False,2025-12-27,40.0,39.0,Liverpool,Wolves,2.0,1.0,,,6.0,4.0,0.0,1.0,0.0,0.0,14.0,9.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-12-27,255,247,Livingston,Celtic,2.0,4.0,,,11.0,4.0,1.0,0.0,0.0,0.0,13.0,18.0,M. MacDermid
Jupiler Pro League,144.0,,,False,2025-12-27,,6215.0,Mechelen,Dender,1.0,1.0,,,5.0,6.0,2.0,5.0,0.0,1.0,14.0,17.0,Desconocido
League 1 Escocia,,,,False,2025-12-27,4251.0,,Montrose,Inverness C,2.0,1.0,,,2.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,Desconocido
Championship Escocia,,,,False,2025-12-27,1383.0,,Morton,Ayr,1.0,1.0,,,5.0,6.0,2.0,1.0,0.0,0.0,10.0,16.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-27,19,28,Nigeria,Tunisia,3.0,2.0,,,,,,,,,,,"Boubou Traore, Mali"
Premier League,569.0,,,False,2025-12-27,,,Nott'm Forest,Man City,1.0,2.0,,,5.0,5.0,1.0,2.0,0.0,0.0,7.0,16.0,Desconocido
Serie B,72.0,,,False,2025-12-27,522.0,870.0,Palermo,Padova,1.0,0.0,,,3.0,8.0,2.0,2.0,0.0,0.0,11.0,11.0,Desconocido
Serie A,71.0,,,False,2025-12-27,523.0,502.0,Parma,Fiorentina,1.0,0.0,,,5.0,6.0,2.0,2.0,0.0,0.0,13.0,23.0,Desconocido
League 1 Escocia,183,Scotland,,False,2025-12-27,6777,6763,Peterhead,Cove Rangers,0.0,4.0,,,4.0,6.0,3.0,1.0,0.0,0.0,12.0,10.0,Desconocido
Serie A,71.0,,,False,2025-12-27,801.0,10019.0,Pisa,Juventus,0.0,2.0,,,2.0,8.0,4.0,1.0,0.0,0.0,8.0,15.0,Desconocido
League 1 Escocia,,,,False,2025-12-27,,,Queen of Sth,Hamilton,4.0,1.0,,,10.0,1.0,3.0,3.0,0.0,0.0,20.0,7.0,Desconocido
Championship Escocia,,,,False,2025-12-27,,901.0,Queens Park,Partick,2.0,2.0,,,5.0,2.0,1.0,0.0,0.0,0.0,8.0,7.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-27,,,RAAL La Louviere,Oud-Heverlee Leuven,0.0,0.0,,,13.0,5.0,1.0,3.0,0.0,0.0,15.0,11.0,Desconocido
Championship Escocia,,,,False,2025-12-27,,1388.0,Raith Rvs,Dunfermline,1.0,2.0,,,4.0,5.0,2.0,3.0,0.0,0.0,8.0,7.0,Desconocido
Premiership Escocia,179,Scotland,,False,2025-12-27,257,256,Rangers,Motherwell,1.0,0.0,,,5.0,1.0,3.0,1.0,0.0,0.0,28.0,12.0,D. Dickinson
Championship Escocia,,,,False,2025-12-27,902.0,,Ross County,St Johnstone,0.0,0.0,,,3.0,8.0,6.0,4.0,0.0,0.0,5.0,13.0,Desconocido
Serie B,72.0,,,False,2025-12-27,498.0,880.0,Sampdoria,Reggiana,2.0,1.0,,,5.0,4.0,3.0,3.0,0.0,0.0,15.0,6.0,Desconocido
African Cup of Nations,,,,False,2025-12-27,,,Senegal,DR Congo,1.0,1.0,,,,,,,,,,,Desconocido
Serie B,72.0,,,False,2025-12-27,515.0,525.0,Spezia,Pescara,2.0,1.0,,,9.0,6.0,1.0,3.0,0.0,0.0,12.0,13.0,Desconocido
Premiership Escocia,,,,False,2025-12-27,,250.0,St Mirren,Kilmarnock,0.0,0.0,,,11.0,4.0,1.0,0.0,0.0,0.0,19.0,11.0,Desconocido
Serie A,71.0,,,False,2025-12-27,503.0,490.0,Torino,Cagliari,1.0,2.0,,,6.0,2.0,3.0,0.0,0.0,0.0,19.0,9.0,Desconocido
Serie A,71.0,,,False,2025-12-27,494.0,487.0,Udinese,Lazio,1.0,1.0,,,5.0,6.0,3.0,4.0,0.0,0.0,15.0,14.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-27,1519,1489,Uganda,Tanzania,1.0,1.0,,,,,,,,,,,"Jalal Jayed, Morocco"
Serie B,72.0,,,False,2025-12-27,517.0,527.0,Venezia,Virtus Entella,1.0,0.0,,,4.0,5.0,1.0,4.0,0.0,0.0,14.0,8.0,Desconocido
Premier League,569.0,,,False,2025-12-27,48.0,36.0,West Ham,Fulham,0.0,1.0,,,5.0,4.0,1.0,3.0,0.0,0.0,11.0,15.0,Desconocido
League 1,41,England,,False,2025-12-26,1333,1368,AFC Wimbledon,Stevenage,0.0,0.0,,,2.0,9.0,1.0,3.0,0.0,0.0,5.0,11.0,"David Rock, England"
League 2,,,,False,2025-12-26,,1819.0,Accrington,Barrow,2.0,1.0,,,4.0,5.0,0.0,2.0,0.0,0.0,18.0,16.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-26,554.0,736.0,Anderlecht,Charleroi,1.0,2.0,,,8.0,3.0,1.0,4.0,0.0,0.0,17.0,13.0,Desconocido
African Cup of Nations,6,World,,False,2025-12-26,1529,1522,Angola,Zimbabwe,1.0,1.0,,,,,,,,,,,"Kamaku Waweru, Kenya"
League 1,,,,False,2025-12-26,747.0,,Barnsley,Mansfield,2.0,3.0,,,6.0,1.0,0.0,4.0,0.0,0.0,13.0,7.0,Desconocido
Championship,407.0,,,False,2025-12-26,54.0,69.0,Birmingham,Derby,1.0,1.0,,,12.0,1.0,3.0,1.0,1.0,1.0,25.0,5.0,Desconocido
League 1,41,England,,False,2025-12-26,1356,1354,Blackpool,Doncaster,1.0,0.0,,,5.0,4.0,3.0,3.0,0.0,0.0,11.0,10.0,"Matthew Corlett, England"
League 1,41,England,,False,2025-12-26,68,73,Bolton,Rotherham,2.0,1.0,,,10.0,0.0,1.0,2.0,0.0,0.0,28.0,13.0,"Elliot Bell, England"
National League,43.0,,,False,2025-12-26,4701.0,1378.0,Brackley Town,Forest Green,1.0,0.0,,,,,5.0,2.0,0.0,0.0,,,Desconocido
League 1,41,England,,False,2025-12-26,1343,61,Bradford,Wigan,2.0,1.0,,,7.0,2.0,2.0,1.0,0.0,2.0,14.0,5.0,"Sebastian Stockbridge, England"
National League,43.0,,,False,2025-12-26,,1341.0,Braintree Town,Southend,0.0,1.0,,,,,2.0,4.0,0.0,1.0,,,Desconocido
League 2,,,,False,2025-12-26,,1832.0,Bristol Rvs,Bromley,2.0,3.0,,,4.0,2.0,2.0,1.0,1.0,0.0,9.0,16.0,Desconocido
League 1,,,,False,2025-12-26,,1337.0,Burton,Northampton,5.0,1.0,,,5.0,7.0,3.0,2.0,0.0,0.0,15.0,13.0,Desconocido
League 1,,,,False,2025-12-26,43.0,,Cardiff,Exeter,1.0,0.0,,,5.0,4.0,3.0,1.0,0.0,0.0,13.0,9.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-26,741.0,,Cercle Brugge,St. Gilloise,1.0,1.0,,,4.0,4.0,3.0,4.0,1.0,1.0,9.0,21.0,Desconocido
League 2,42,England,,False,2025-12-26,1372,1352,Cheltenham,Shrewsbury,3.0,1.0,,,4.0,5.0,2.0,3.0,0.0,0.0,16.0,7.0,"Richard Eley, England"
League 2,42,England,,False,2025-12-26,1345,1376,Chesterfield,Notts County,2.0,0.0,,,3.0,5.0,3.0,3.0,0.0,0.0,10.0,6.0,"Benjamin Speedie, England"
Championship,407.0,,,False,2025-12-26,1346.0,76.0,Coventry,Swansea,1.0,0.0,,,7.0,4.0,0.0,2.0,0.0,0.0,16.0,11.0,Desconocido
League 2,42,England,,False,2025-12-26,1362,1361,Crawley Town,Colchester,1.0,1.0,,,4.0,6.0,2.0,2.0,0.0,0.0,7.0,7.0,"Alan Young, England"
National League,43.0,,,False,2025-12-26,1822.0,1836.0,Eastleigh,Woking,1.0,1.0,,,,,2.0,1.0,0.0,0.0,,,Desconocido
African Cup of Nations,6,World,,False,2025-12-26,32,1531,Egypt,South Africa,1.0,0.0,,,,,,,,,,,"Pacifique Ndabihawenimana, Burundi"
National League,43.0,,,False,2025-12-26,1823.0,1371.0,Gateshead,Carlisle,0.0,3.0,,,,,1.0,0.0,0.0,0.0,,,Desconocido
Jupiler Pro League,144.0,,,False,2025-12-26,742.0,,Genk,Club Brugge,3.0,5.0,,,9.0,2.0,3.0,3.0,0.0,0.0,22.0,8.0,Desconocido
League 2,,,,False,2025-12-26,1347.0,,Gillingham,Cambridge,1.0,1.0,,,6.0,5.0,1.0,0.0,0.0,0.0,17.0,4.0,Desconocido
