League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Eredivisie,,,,False,2025-10-26,,,AZ Alkmaar,Utrecht,4.0,1.0,,,8.0,2.0,0.0,1.0,0.0,0.0,18.0,8.0,Desconocido
Premiership Escocia,,,,False,2025-10-26,,,Aberdeen,Hibernian,1.0,2.0,,,6.0,3.0,0.0,2.0,0.0,0.0,16.0,19.0,Desconocido
La Liga 2,,,,False,2025-10-26,,,Almeria,Castellon,1.0,0.0,,,6.0,3.0,1.0,2.0,0.0,0.0,15.0,9.0,Desconocido
Ligue 1,,,,False,2025-10-26,,,Angers,Lorient,2.0,0.0,,,1.0,6.0,1.0,0.0,0.0,0.0,7.0,23.0,Desconocido
Turkey Super Lig,,,,False,2025-10-26,,,Antalyaspor,Buyuksehyr,0.0,4.0,,,3.0,8.0,3.0,2.0,1.0,0.0,10.0,19.0,Desconocido
Jupiler Pro League,,,,False,2025-10-26,,,Antwerp,Club Brugge,0.0,1.0,,,1.0,5.0,2.0,1.0,0.0,0.0,11.0,10.0,Desconocido
Premier League,,,,False,2025-10-26,,,Arsenal,Crystal Palace,1.0,0.0,,,4.0,3.0,0.0,0.0,0.0,0.0,10.0,7.0,Desconocido
Premier League,,,,False,2025-10-26,,,Aston Villa,Man City,1.0,0.0,,,5.0,6.0,1.0,4.0,0.0,0.0,9.0,18.0,Desconocido
Ligue 1,,,,False,2025-10-26,,,Auxerre,Le Havre,0.0,1.0,,,13.0,5.0,2.0,2.0,0.0,0.0,14.0,9.0,Desconocido
Serie B,,,,False,2025-10-26,,,Bari,Mantova,1.0,0.0,,,3.0,2.0,2.0,5.0,0.0,0.0,6.0,14.0,Desconocido
Premier League,,,,False,2025-10-26,,,Bournemouth,Nott'm Forest,2.0,0.0,,,6.0,4.0,3.0,1.0,0.0,0.0,13.0,8.0,Desconocido
Bundesliga 2,,,,False,2025-10-26,,,Braunschweig,Hannover,0.0,3.0,,,2.0,5.0,2.0,5.0,1.0,0.0,8.0,24.0,Desconocido
Jupiler Pro League,,,,False,2025-10-26,,,Cercle Brugge,Waregem,1.0,1.0,,,0.0,3.0,0.0,1.0,0.0,0.0,18.0,18.0,Desconocido
Primeira Liga,,,,False,2025-10-26,,,Estoril,Nacional,1.0,1.0,,,6.0,5.0,3.0,3.0,0.0,0.0,13.0,9.0,Desconocido
Premier League,,,,False,2025-10-26,,,Everton,Tottenham,0.0,3.0,,,9.0,8.0,2.0,0.0,0.0,0.0,12.0,7.0,Desconocido
Primeira Liga,,,,False,2025-10-26,,,Famalicao,Guimaraes,2.0,0.0,,,5.0,4.0,1.0,2.0,0.0,0.0,15.0,13.0,Desconocido
Eredivisie,,,,False,2025-10-26,,,Feyenoord,PSV Eindhoven,2.0,3.0,,,3.0,5.0,0.0,1.0,0.0,0.0,12.0,11.0,Desconocido
Serie A,,,,False,2025-10-26,,,Fiorentina,Bologna,2.0,2.0,,,5.0,6.0,3.0,5.0,0.0,1.0,19.0,6.0,Desconocido
Turkey Super Lig,,,,False,2025-10-26,,,Galatasaray,Goztep,3.0,1.0,,,8.0,2.0,1.0,2.0,0.0,1.0,27.0,5.0,Desconocido
Turkey Super Lig,,,,False,2025-10-26,,,Genclerbirligi,Konyaspor,1.0,2.0,,,6.0,5.0,4.0,3.0,1.0,0.0,15.0,16.0,Desconocido
Jupiler Pro League,,,,False,2025-10-26,,,Genk,RAAL La Louviere,1.0,1.0,,,9.0,3.0,1.0,3.0,0.0,0.0,17.0,10.0,Desconocido
Eredivisie,,,,False,2025-10-26,,,Go Ahead Eagles,Excelsior,2.0,0.0,,,4.0,10.0,1.0,2.0,0.0,0.0,12.0,11.0,Desconocido
Premiership Escocia,,,,False,2025-10-26,,,Hearts,Celtic,3.0,1.0,,,5.0,9.0,4.0,1.0,0.0,0.0,12.0,8.0,Desconocido
Bundesliga 2,,,,False,2025-10-26,,,Kaiserslautern,Nurnberg,1.0,1.0,,,4.0,8.0,3.0,3.0,0.0,0.0,14.0,11.0,Desconocido
Turkey Super Lig,,,,False,2025-10-26,,,Kasimpasa,Besiktas,1.0,1.0,,,8.0,0.0,1.0,2.0,0.0,0.0,12.0,20.0,Desconocido
La Liga 2,,,,False,2025-10-26,,,La Coruna,Valladolid,1.0,1.0,,,4.0,5.0,3.0,3.0,0.0,1.0,10.0,15.0,Desconocido
Serie A,,,,False,2025-10-26,,,Lazio,Juventus,1.0,0.0,,,2.0,5.0,2.0,4.0,0.0,0.0,13.0,14.0,Desconocido
Super League Greece,,,,False,2025-10-26,,,Levadeiakos,Aris,1.0,1.0,,,5.0,7.0,1.0,3.0,0.0,0.0,15.0,8.0,Desconocido
Bundesliga,,,,False,2025-10-26,,,Leverkusen,Freiburg,2.0,0.0,,,2.0,3.0,1.0,2.0,0.0,1.0,19.0,10.0,Desconocido
Ligue 1,,,,False,2025-10-26,,,Lille,Metz,6.0,1.0,,,7.0,8.0,3.0,2.0,0.0,0.0,23.0,10.0,Desconocido
Ligue 1,,,,False,2025-10-26,,,Lyon,Strasbourg,2.0,1.0,,,4.0,2.0,0.0,4.0,0.0,1.0,8.0,7.0,Desconocido
Bundesliga 2,,,,False,2025-10-26,,,Magdeburg,Preußen Münster,2.0,0.0,,,2.0,5.0,1.0,4.0,0.0,0.0,12.0,10.0,Desconocido
La Liga 2,,,,False,2025-10-26,,,Malaga,Andorra,4.0,1.0,,,2.0,7.0,2.0,3.0,1.0,0.0,16.0,23.0,Desconocido
La Liga,,,,False,2025-10-26,,,Mallorca,Levante,1.0,1.0,,,5.0,4.0,3.0,2.0,0.0,0.0,20.0,13.0,Desconocido
Super League Greece,,,,False,2025-10-26,,,Olympiakos,AEK,2.0,0.0,,,4.0,4.0,3.0,2.0,0.0,0.0,11.0,6.0,Desconocido
La Liga,,,,False,2025-10-26,,,Osasuna,Celta,2.0,3.0,,,6.0,2.0,3.0,4.0,0.0,0.0,17.0,11.0,Desconocido
Super League Greece,,,,False,2025-10-26,,,PAOK,Volos NFC,3.0,0.0,,,6.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,Desconocido
Serie B,,,,False,2025-10-26,,,Padova,Juve Stabia,2.0,2.0,,,2.0,3.0,2.0,2.0,0.0,0.0,10.0,17.0,Desconocido
Super League Greece,,,,False,2025-10-26,,,Panathinaikos,Asteras Tripolis,2.0,0.0,,,6.0,2.0,3.0,3.0,0.0,0.0,17.0,3.0,Desconocido
Premiership Escocia,,,,False,2025-10-26,,,Rangers,Kilmarnock,3.0,1.0,,,9.0,2.0,1.0,2.0,0.0,0.0,13.0,7.0,Desconocido
La Liga,,,,False,2025-10-26,,,Real Madrid,Barcelona,2.0,1.0,,,12.0,4.0,5.0,5.0,1.0,1.0,23.0,15.0,Desconocido
Ligue 1,,,,False,2025-10-26,,,Rennes,Nice,1.0,2.0,,,7.0,3.0,5.0,2.0,0.0,0.0,19.0,8.0,Desconocido
Serie A,,,,False,2025-10-26,,,Sassuolo,Roma,0.0,1.0,,,6.0,6.0,3.0,2.0,0.0,0.0,11.0,15.0,Desconocido
Primeira Liga,,,,False,2025-10-26,,,Sp Braga,Casa Pia,4.0,0.0,,,4.0,2.0,1.0,3.0,0.0,0.0,15.0,3.0,Desconocido
La Liga 2,,,,False,2025-10-26,,,Sp Gijon,Zaragoza,1.0,0.0,,,2.0,16.0,1.0,1.0,1.0,0.0,4.0,22.0,Desconocido
Jupiler Pro League,,,,False,2025-10-26,,,St. Gilloise,St Truiden,2.0,0.0,,,5.0,6.0,1.0,2.0,0.0,0.0,17.0,11.0,Desconocido
Bundesliga,,,,False,2025-10-26,,,Stuttgart,Mainz,2.0,1.0,,,7.0,5.0,4.0,3.0,0.0,0.0,19.0,13.0,Desconocido
Primeira Liga,,,,False,2025-10-26,,,Tondela,Sp Lisbon,0.0,3.0,,,2.0,9.0,3.0,1.0,0.0,0.0,9.0,29.0,Desconocido
Serie A,,,,False,2025-10-26,,,Torino,Genoa,2.0,1.0,,,9.0,1.0,2.0,2.0,0.0,0.0,13.0,11.0,Desconocido
Eredivisie,,,,False,2025-10-26,,,Twente,Ajax,2.0,3.0,,,6.0,1.0,0.0,2.0,0.0,0.0,21.0,9.0,Desconocido
La Liga,,,,False,2025-10-26,,,Vallecano,Alaves,1.0,0.0,,,7.0,5.0,1.0,3.0,0.0,0.0,15.0,12.0,Desconocido
Serie A,,,,False,2025-10-26,,,Verona,Cagliari,2.0,2.0,,,3.0,2.0,3.0,4.0,0.0,0.0,10.0,7.0,Desconocido
Premier League,,,,False,2025-10-26,,,Wolves,Burnley,2.0,3.0,,,5.0,3.0,1.0,0.0,0.0,0.0,15.0,11.0,Desconocido
League 1,,,,False,2025-10-25,,,AFC Wimbledon,Burton,0.0,1.0,,,9.0,2.0,2.0,3.0,0.0,0.0,13.0,10.0,Desconocido
Championship Escocia,,,,False,2025-10-25,,,Airdrie Utd,Arbroath,1.0,0.0,,,0.0,6.0,1.0,3.0,0.0,0.0,6.0,10.0,Desconocido
La Liga 2,,,,False,2025-10-25,,,Albacete,Cordoba,1.0,3.0,,,9.0,4.0,0.0,0.0,0.0,0.0,21.0,13.0,Desconocido
League 1 Escocia,,,,False,2025-10-25,,,Alloa,Stenhousemuir,0.0,0.0,,,5.0,5.0,2.0,3.0,1.0,0.0,6.0,7.0,Desconocido
Ligue 2,,,,False,2025-10-25,,,Amiens,Rodez,2.0,1.0,,,1.0,4.0,1.0,2.0,0.0,0.0,7.0,14.0,Desconocido
Ligue 2,,,,False,2025-10-25,,,Annecy,St Etienne,4.0,0.0,,,4.0,4.0,2.0,0.0,0.0,1.0,13.0,6.0,Desconocido
La Liga,,,,False,2025-10-25,,,Ath Bilbao,Getafe,0.0,1.0,,,1.0,5.0,1.0,3.0,0.0,0.0,7.0,8.0,Desconocido
Bundesliga,,,,False,2025-10-25,,,Augsburg,RB Leipzig,0.0,6.0,,,2.0,3.0,3.0,1.0,0.0,0.0,15.0,15.0,Desconocido
Serie B,,,,False,2025-10-25,,,Avellino,Spezia,0.0,4.0,,,7.0,6.0,2.0,1.0,1.0,0.0,7.0,23.0,Desconocido
League 1,,,,False,2025-10-25,,,Barnsley,Rotherham,0.0,1.0,,,11.0,3.0,4.0,0.0,0.0,0.0,19.0,4.0,Desconocido
League 2,,,,False,2025-10-25,,,Barrow,Barnet,2.0,2.0,,,4.0,7.0,2.0,1.0,1.0,0.0,6.0,18.0,Desconocido
Primeira Liga,,,,False,2025-10-25,,,Benfica,Arouca,5.0,0.0,,,9.0,1.0,2.0,2.0,0.0,0.0,17.0,5.0,Desconocido
Bundesliga 2,,,,False,2025-10-25,,,Bielefeld,Elversberg,2.0,0.0,,,3.0,6.0,2.0,2.0,0.0,0.0,10.0,16.0,Desconocido
Championship,,,,False,2025-10-25,,,Blackburn,Southampton,2.0,1.0,,,6.0,5.0,3.0,1.0,0.0,1.0,18.0,12.0,Desconocido
League 1,,,,False,2025-10-25,,,Bolton,Cardiff,1.0,0.0,,,7.0,3.0,2.0,1.0,0.0,0.0,17.0,4.0,Desconocido
National League,,,,False,2025-10-25,,,Braintree Town,Altrincham,0.0,0.0,,,,,0.0,3.0,0.0,0.0,,,Desconocido
Premier League,,,,False,2025-10-25,,,Brentford,Liverpool,3.0,2.0,,,5.0,4.0,3.0,2.0,0.0,0.0,17.0,18.0,Desconocido
Ligue 1,,,,False,2025-10-25,,,Brest,Paris SG,0.0,3.0,,,2.0,7.0,1.0,1.0,0.0,0.0,8.0,18.0,Desconocido
Championship,,,,False,2025-10-25,,,Bristol City,Birmingham,1.0,0.0,,,0.0,6.0,2.0,1.0,0.0,0.0,5.0,13.0,Desconocido
League 2,,,,False,2025-10-25,,,Bromley,Milton Keynes Dons,2.0,1.0,,,7.0,2.0,1.0,0.0,0.0,0.0,10.0,7.0,Desconocido
La Liga 2,,,,False,2025-10-25,,,Burgos,Sociedad B,1.0,0.0,,,6.0,3.0,4.0,3.0,0.0,0.0,14.0,5.0,Desconocido
Serie B,,,,False,2025-10-25,,,Carrarese,Venezia,3.0,2.0,,,6.0,4.0,5.0,4.0,0.0,0.0,14.0,25.0,Desconocido
Serie B,,,,False,2025-10-25,,,Catanzaro,Palermo,1.0,0.0,,,2.0,8.0,3.0,3.0,0.0,0.0,10.0,14.0,Desconocido
Premier League,,,,False,2025-10-25,,,Chelsea,Sunderland,1.0,2.0,,,9.0,1.0,1.0,1.0,0.0,0.0,16.0,10.0,Desconocido
League 2,,,,False,2025-10-25,,,Cheltenham,Walsall,1.0,0.0,,,1.0,4.0,2.0,1.0,0.0,0.0,8.0,14.0,Desconocido
Championship,,,,False,2025-10-25,,,Coventry,Watford,3.0,1.0,,,5.0,7.0,3.0,2.0,0.0,1.0,12.0,13.0,Desconocido
League 2,,,,False,2025-10-25,,,Crawley Town,Bristol Rvs,4.0,0.0,,,5.0,3.0,2.0,3.0,0.0,1.0,14.0,4.0,Desconocido
Serie A,,,,False,2025-10-25,,,Cremonese,Atalanta,1.0,1.0,,,2.0,10.0,3.0,1.0,0.0,0.0,9.0,20.0,Desconocido
League 2,,,,False,2025-10-25,,,Crewe,Grimsby,3.0,2.0,,,3.0,3.0,1.0,1.0,0.0,0.0,11.0,12.0,Desconocido
La Liga 2,,,,False,2025-10-25,,,Cultural Leonesa,Ceuta,0.0,1.0,,,8.0,2.0,3.0,1.0,0.0,0.0,15.0,5.0,Desconocido
Championship,,,,False,2025-10-25,,,Derby,QPR,1.0,0.0,,,5.0,2.0,2.0,2.0,0.0,0.0,12.0,6.0,Desconocido
Bundesliga,,,,False,2025-10-25,,,Dortmund,FC Koln,1.0,0.0,,,17.0,2.0,2.0,2.0,0.0,0.0,27.0,5.0,Desconocido
Bundesliga 2,,,,False,2025-10-25,,,Dresden,Paderborn,1.0,2.0,,,10.0,4.0,2.0,2.0,0.0,0.0,8.0,12.0,Desconocido
Premiership Escocia,,,,False,2025-10-25,,,Dundee United,St Mirren,3.0,1.0,,,4.0,12.0,1.0,1.0,0.0,1.0,13.0,23.0,Desconocido
National League,,,,False,2025-10-25,,,Eastleigh,Morecambe,2.0,1.0,,,,,2.0,4.0,0.0,0.0,,,Desconocido
La Liga 2,,,,False,2025-10-25,,,Eibar,Leganes,0.0,0.0,,,7.0,2.0,2.0,5.0,0.0,0.0,12.0,9.0,Desconocido
Bundesliga,,,,False,2025-10-25,,,Ein Frankfurt,St Pauli,2.0,0.0,,,1.0,3.0,0.0,1.0,0.0,0.0,10.0,9.0,Desconocido
La Liga,,,,False,2025-10-25,,,Espanol,Elche,1.0,0.0,,,4.0,2.0,4.0,2.0,0.0,0.0,16.0,13.0,Desconocido
Primeira Liga,,,,False,2025-10-25,,,Estrela,Rio Ave,1.0,2.0,,,4.0,5.0,3.0,6.0,0.0,0.0,16.0,8.0,Desconocido
Premiership Escocia,,,,False,2025-10-25,,,Falkirk,Dundee,2.0,1.0,,,5.0,3.0,2.0,2.0,0.0,0.0,12.0,13.0,Desconocido
League 2,,,,False,2025-10-25,,,Fleetwood Town,Accrington,2.0,1.0,,,7.0,9.0,1.0,3.0,0.0,0.0,15.0,13.0,Desconocido
Eredivisie,,,,False,2025-10-25,,,For Sittard,Groningen,1.0,2.0,,,7.0,7.0,3.0,1.0,0.0,0.0,9.0,16.0,Desconocido
National League,,,,False,2025-10-25,,,Forest Green,Boreham Wood,2.0,1.0,,,,,0.0,1.0,0.0,0.0,,,Desconocido
National League,,,,False,2025-10-25,,,Gateshead,Truro,2.0,2.0,,,,,3.0,1.0,0.0,0.0,,,Desconocido
Jupiler Pro League,,,,False,2025-10-25,,,Gent,Standard,4.0,0.0,,,4.0,4.0,0.0,2.0,0.0,0.0,16.0,12.0,Desconocido
League 2,,,,False,2025-10-25,,,Gillingham,Salford,1.0,2.0,,,5.0,5.0,2.0,5.0,0.0,0.0,14.0,13.0,Desconocido
La Liga,,,,False,2025-10-25,,,Girona,Oviedo,3.0,3.0,,,11.0,4.0,4.0,3.0,0.0,0.0,8.0,10.0,Desconocido
La Liga 2,,,,False,2025-10-25,,,Granada,Cadiz,0.0,0.0,,,8.0,4.0,1.0,2.0,0.0,0.0,18.0,11.0,Desconocido
National League,,,,False,2025-10-25,,,Halifax,York,1.0,1.0,,,,,1.0,2.0,0.0,0.0,,,Desconocido
Bundesliga,,,,False,2025-10-25,,,Hamburg,Wolfsburg,0.0,1.0,,,11.0,1.0,1.0,5.0,0.0,0.0,27.0,6.0,Desconocido
League 2,,,,False,2025-10-25,,,Harrogate,Newport County,0.0,3.0,,,4.0,1.0,2.0,0.0,0.0,0.0,13.0,16.0,Desconocido
National League,,,,False,2025-10-25,,,Hartlepool,Solihull,2.0,0.0,,,,,3.0,2.0,0.0,0.0,,,Desconocido
Bundesliga 2,,,,False,2025-10-25,,,Hertha,Fortuna Dusseldorf,1.0,0.0,,,6.0,7.0,2.0,2.0,0.0,0.0,11.0,18.0,Desconocido
