League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Serie B,72.0,,,False,2024-10-29,880.0,10137.0,Reggiana,Cosenza,0.0,1.0,,,3.0,1.0,4.0,6.0,0.0,0.0,12.0,7.0,Desconocido
Serie B,72.0,,,False,2024-10-29,514.0,509.0,Salernitana,Cesena,1.0,1.0,,,3.0,3.0,3.0,3.0,1.0,0.0,10.0,5.0,Desconocido
League 1,,,,False,2024-10-29,1368.0,68.0,Stevenage,Bolton,1.0,4.0,,,10.0,4.0,3.0,4.0,0.0,0.0,16.0,12.0,Desconocido
League 1,,,,False,2024-10-29,,53.0,Stockport,Reading,4.0,1.0,,,4.0,2.0,1.0,1.0,0.0,0.0,16.0,2.0,Desconocido
Ligue 2,62.0,,,False,2024-10-29,,,Troyes,Pau FC,3.0,0.0,,,2.0,5.0,1.0,3.0,0.0,0.0,18.0,9.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-28,21595.0,,AVS,Porto,0.0,5.0,,,2.0,3.0,2.0,1.0,0.0,0.0,5.0,12.0,Desconocido
League 1,,,,False,2024-10-28,1356.0,61.0,Blackpool,Wigan,2.0,2.0,,,2.0,4.0,2.0,3.0,0.0,0.0,22.0,11.0,Desconocido
Turkey Super Lig,,,,False,2024-10-28,,,Buyuksehyr,Eyupspor,1.0,1.0,,,8.0,5.0,2.0,1.0,0.0,0.0,14.0,8.0,Desconocido
La Liga 2,,,,False,2024-10-28,,719.0,Ferrol,Tenerife,1.0,1.0,,,9.0,2.0,3.0,2.0,1.0,0.0,8.0,10.0,Desconocido
Turkey Super Lig,,,,False,2024-10-28,645.0,,Galatasaray,Besiktas,2.0,1.0,,,8.0,5.0,4.0,3.0,0.0,0.0,17.0,8.0,Desconocido
La Liga,140.0,,,False,2024-10-28,798.0,,Mallorca,Ath Bilbao,0.0,0.0,,,1.0,14.0,5.0,1.0,1.0,0.0,4.0,20.0,Desconocido
Eredivisie,88.0,,,False,2024-10-27,201.0,,AZ Alkmaar,Go Ahead Eagles,2.0,2.0,,,4.0,6.0,3.0,2.0,0.0,0.0,13.0,10.0,Desconocido
Eredivisie,88.0,,,False,2024-10-27,194.0,195.0,Ajax,Willem II,1.0,0.0,,,4.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,Desconocido
Turkey Super Lig,,,,False,2024-10-27,996.0,1005.0,Alanyaspor,Antalyaspor,1.0,2.0,,,7.0,3.0,2.0,1.0,0.0,0.0,16.0,7.0,Desconocido
La Liga 2,,,,False,2024-10-27,722.0,,Albacete,Sp Gijon,3.0,3.0,,,12.0,5.0,2.0,3.0,0.0,0.0,25.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-27,740.0,,Antwerp,Standard,3.0,0.0,,,2.0,3.0,2.0,2.0,0.0,0.0,15.0,12.0,Desconocido
Premier League,569.0,,,False,2024-10-27,9419.0,40.0,Arsenal,Liverpool,2.0,2.0,,,1.0,3.0,2.0,2.0,0.0,0.0,9.0,9.0,Desconocido
Super League Greece,,,,False,2024-10-27,955.0,3415.0,Asteras Tripolis,Olympiakos,1.0,0.0,,,3.0,8.0,4.0,1.0,0.0,0.0,8.0,19.0,Desconocido
Super League Greece,,,,False,2024-10-27,,12260.0,Athens Kallithea,Atromitos,0.0,3.0,,,4.0,7.0,2.0,4.0,0.0,0.0,6.0,13.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-27,211.0,226.0,Benfica,Rio Ave,5.0,0.0,,,8.0,2.0,1.0,1.0,0.0,0.0,29.0,4.0,Desconocido
La Liga,140.0,,,False,2024-10-27,,,Betis,Ath Madrid,1.0,0.0,,,3.0,10.0,3.0,2.0,0.0,0.0,24.0,10.0,Desconocido
Bundesliga,218.0,,,False,2024-10-27,,,Bochum,Bayern Munich,0.0,5.0,,,2.0,5.0,1.0,1.0,0.0,0.0,6.0,17.0,Desconocido
Bundesliga 2,,,,False,2024-10-27,,1313.0,Braunschweig,Preußen Münster,1.0,1.0,,,2.0,4.0,2.0,2.0,0.0,0.0,9.0,8.0,Desconocido
Serie B,72.0,,,False,2024-10-27,1687.0,1578.0,Catanzaro,Sudtirol,3.0,0.0,,,0.0,8.0,1.0,2.0,0.0,0.0,10.0,11.0,Desconocido
Premier League,569.0,,,False,2024-10-27,49.0,34.0,Chelsea,Newcastle,2.0,1.0,,,7.0,4.0,6.0,3.0,0.0,0.0,17.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-27,,554.0,Club Brugge,Anderlecht,2.0,1.0,,,8.0,2.0,0.0,3.0,0.0,0.0,20.0,7.0,Desconocido
Premier League,569.0,,,False,2024-10-27,52.0,47.0,Crystal Palace,Tottenham,1.0,0.0,,,8.0,8.0,4.0,4.0,0.0,0.0,14.0,11.0,Desconocido
Bundesliga 2,,,,False,2024-10-27,,,Darmstadt,Ulm,1.0,1.0,,,4.0,2.0,2.0,3.0,0.0,0.0,15.0,5.0,Desconocido
La Liga 2,,,,False,2024-10-27,797.0,9580.0,Elche,Burgos,1.0,0.0,,,12.0,3.0,2.0,2.0,0.0,0.0,21.0,6.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-27,15130.0,224.0,Estrela,Guimaraes,2.0,2.0,,,3.0,4.0,2.0,3.0,0.0,0.0,7.0,10.0,Desconocido
Turkey Super Lig,,,,False,2024-10-27,,,Fenerbahce,Bodrumspor,2.0,0.0,,,9.0,1.0,2.0,1.0,0.0,0.0,19.0,8.0,Desconocido
Serie A,71.0,,,False,2024-10-27,502.0,,Fiorentina,Roma,5.0,1.0,,,6.0,2.0,2.0,5.0,0.0,1.0,21.0,14.0,Desconocido
Serie B,72.0,,,False,2024-10-27,512.0,801.0,Frosinone,Pisa,0.0,0.0,,,4.0,13.0,3.0,3.0,1.0,0.0,11.0,20.0,Desconocido
Turkey Super Lig,,,,False,2024-10-27,,607.0,Gaziantep,Konyaspor,3.0,1.0,,,8.0,3.0,2.0,2.0,0.0,0.0,14.0,8.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-27,631.0,742.0,Gent,Genk,0.0,2.0,,,1.0,6.0,2.0,2.0,0.0,0.0,5.0,17.0,Desconocido
La Liga,140.0,,,False,2024-10-27,546.0,532.0,Getafe,Valencia,1.0,1.0,,,8.0,2.0,3.0,7.0,0.0,0.0,15.0,2.0,Desconocido
La Liga 2,,,,False,2024-10-27,22018.0,539.0,Granada,Levante,1.0,2.0,,,3.0,7.0,1.0,0.0,0.0,0.0,18.0,13.0,Desconocido
Bundesliga,218.0,,,False,2024-10-27,,,Heidenheim,Hoffenheim,0.0,0.0,,,7.0,3.0,1.0,2.0,0.0,0.0,17.0,12.0,Desconocido
Premiership Escocia,,,,False,2024-10-27,249.0,,Hibernian,Hearts,1.0,1.0,,,1.0,6.0,2.0,3.0,0.0,0.0,12.0,11.0,Desconocido
La Liga 2,,,,False,2024-10-27,726.0,723.0,Huesca,Almeria,2.0,2.0,,,1.0,7.0,2.0,2.0,1.0,0.0,9.0,25.0,Desconocido
Serie A,71.0,,,False,2024-10-27,505.0,10019.0,Inter,Juventus,4.0,4.0,,,13.0,5.0,2.0,1.0,0.0,0.0,18.0,10.0,Desconocido
La Liga 2,,,,False,2024-10-27,,,La Coruna,Santander,1.0,2.0,,,10.0,3.0,2.0,0.0,0.0,0.0,16.0,12.0,Desconocido
Serie A,71.0,,,False,2024-10-27,487.0,495.0,Lazio,Genoa,3.0,0.0,,,7.0,4.0,3.0,1.0,0.0,0.0,18.0,6.0,Desconocido
La Liga,140.0,,,False,2024-10-27,537.0,,Leganes,Celta,3.0,0.0,,,4.0,2.0,2.0,2.0,0.0,0.0,7.0,18.0,Desconocido
Ligue 1,61.0,,,False,2024-10-27,80.0,108.0,Lyon,Auxerre,2.0,2.0,,,5.0,4.0,0.0,4.0,0.0,0.0,12.0,17.0,Desconocido
Bundesliga 2,,,,False,2024-10-27,,,Magdeburg,Hannover,0.0,3.0,,,10.0,3.0,3.0,3.0,0.0,0.0,20.0,12.0,Desconocido
La Liga 2,,,,False,2024-10-27,535.0,545.0,Malaga,Eibar,1.0,0.0,,,0.0,6.0,1.0,4.0,0.0,0.0,10.0,16.0,Desconocido
Ligue 1,61.0,,,False,2024-10-27,81.0,,Marseille,Paris SG,0.0,3.0,,,1.0,2.0,1.0,0.0,1.0,0.0,5.0,19.0,Desconocido
Ligue 1,61.0,,,False,2024-10-27,82.0,96.0,Montpellier,Toulouse,0.0,3.0,,,1.0,3.0,1.0,2.0,1.0,0.0,9.0,15.0,Desconocido
Serie A,71.0,,,False,2024-10-27,1579.0,517.0,Monza,Venezia,2.0,2.0,,,4.0,3.0,4.0,2.0,1.0,0.0,13.0,6.0,Desconocido
Premiership Escocia,,,,False,2024-10-27,256.0,247.0,Motherwell,Celtic,0.0,3.0,,,3.0,10.0,1.0,2.0,1.0,0.0,9.0,21.0,Desconocido
Ligue 1,61.0,,,False,2024-10-27,84.0,91.0,Nice,Monaco,2.0,1.0,,,6.0,6.0,2.0,5.0,0.0,1.0,17.0,11.0,Desconocido
Championship,407.0,,,False,2024-10-27,71.0,70.0,Norwich,Middlesbrough,3.0,3.0,,,3.0,2.0,2.0,3.0,1.0,0.0,9.0,14.0,Desconocido
Super League Greece,,,,False,2024-10-27,619.0,,PAOK,OFI Crete,1.0,2.0,,,5.0,4.0,4.0,4.0,0.0,0.0,11.0,9.0,Desconocido
Super League Greece,,,,False,2024-10-27,617.0,3408.0,Panathinaikos,Aris,1.0,1.0,,,5.0,2.0,2.0,3.0,0.0,0.0,10.0,8.0,Desconocido
Serie A,71.0,,,False,2024-10-27,523.0,511.0,Parma,Empoli,1.0,1.0,,,9.0,3.0,4.0,5.0,0.0,0.0,17.0,6.0,Desconocido
Premiership Escocia,,,,False,2024-10-27,257.0,,Rangers,St Mirren,2.0,1.0,,,7.0,3.0,2.0,2.0,0.0,0.0,16.0,8.0,Desconocido
Serie B,72.0,,,False,2024-10-27,498.0,1693.0,Sampdoria,Mantova,1.0,0.0,,,3.0,5.0,2.0,3.0,0.0,0.0,20.0,11.0,Desconocido
La Liga,140.0,,,False,2024-10-27,,727.0,Sociedad,Osasuna,0.0,2.0,,,14.0,4.0,3.0,4.0,0.0,0.0,19.0,10.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-27,,231.0,Sp Braga,Farense,2.0,0.0,,,10.0,3.0,1.0,2.0,0.0,0.0,18.0,4.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-27,,741.0,St. Gilloise,Cercle Brugge,1.0,3.0,,,8.0,9.0,2.0,3.0,0.0,0.0,18.0,7.0,Desconocido
Ligue 1,61.0,,,False,2024-10-27,95.0,83.0,Strasbourg,Nantes,3.0,1.0,,,5.0,4.0,2.0,3.0,0.0,0.0,9.0,8.0,Desconocido
Eredivisie,88.0,,,False,2024-10-27,415.0,206.0,Twente,Heracles,5.0,0.0,,,5.0,2.0,0.0,0.0,0.0,0.0,21.0,4.0,Desconocido
Bundesliga,218.0,,,False,2024-10-27,182.0,,Union Berlin,Ein Frankfurt,1.0,1.0,,,4.0,5.0,5.0,3.0,0.0,1.0,13.0,17.0,Desconocido
Eredivisie,88.0,,,False,2024-10-27,207.0,209.0,Utrecht,Feyenoord,0.0,2.0,,,2.0,8.0,3.0,2.0,0.0,0.0,4.0,13.0,Desconocido
Premier League,569.0,,,False,2024-10-27,48.0,,West Ham,Man United,2.0,1.0,,,6.0,5.0,5.0,1.0,0.0,0.0,12.0,18.0,Desconocido
Premiership Escocia,,,,False,2024-10-26,252.0,,Aberdeen,Dundee United,1.0,0.0,,,8.0,2.0,1.0,3.0,0.0,0.0,12.0,8.0,Desconocido
League 2,,,,False,2024-10-26,,1342.0,Accrington,Walsall,0.0,0.0,,,3.0,11.0,1.0,0.0,0.0,0.0,4.0,15.0,Desconocido
Championship Escocia,,,,False,2024-10-26,,,Airdrie Utd,Ayr,0.0,1.0,,,6.0,7.0,3.0,2.0,0.0,0.0,7.0,6.0,Desconocido
League 1 Escocia,,,,False,2024-10-26,,4249.0,Alloa,Arbroath,0.0,1.0,,,4.0,10.0,0.0,1.0,2.0,0.0,5.0,10.0,Desconocido
Ligue 1,61.0,,,False,2024-10-26,77.0,,Angers,St Etienne,4.0,2.0,,,2.0,3.0,1.0,3.0,0.0,0.0,13.0,19.0,Desconocido
League 1 Escocia,,,,False,2024-10-26,6757.0,,Annan Athletic,Queen of Sth,1.0,0.0,,,5.0,5.0,4.0,3.0,0.0,0.0,6.0,12.0,Desconocido
Premier League,569.0,,,False,2024-10-26,66.0,35.0,Aston Villa,Bournemouth,1.0,1.0,,,9.0,7.0,7.0,6.0,0.0,0.0,18.0,11.0,Desconocido
Serie A,71.0,,,False,2024-10-26,499.0,,Atalanta,Verona,6.0,1.0,,,4.0,2.0,0.0,1.0,0.0,0.0,19.0,4.0,Desconocido
Bundesliga,218.0,,,False,2024-10-26,,,Augsburg,Dortmund,2.0,1.0,,,3.0,5.0,3.0,3.0,0.0,1.0,12.0,11.0,Desconocido
National League,43.0,,,False,2024-10-26,1369.0,1339.0,Barnet,Rochdale,2.0,1.0,,,,,2.0,2.0,0.0,0.0,,,Desconocido
Primeira Liga,94.0,,,False,2024-10-26,,215.0,Boavista,Moreirense,0.0,2.0,,,4.0,3.0,1.0,3.0,0.0,0.0,10.0,17.0,Desconocido
League 1,,,,False,2024-10-26,68.0,,Bolton,Peterboro,1.0,0.0,,,15.0,3.0,3.0,4.0,0.0,0.0,25.0,11.0,Desconocido
League 2,,,,False,2024-10-26,1343.0,1354.0,Bradford,Doncaster,1.0,2.0,,,6.0,13.0,3.0,5.0,0.0,0.0,15.0,20.0,Desconocido
National League,43.0,,,False,2024-10-26,,,Braintree Town,Sutton,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,,Desconocido
Premier League,569.0,,,False,2024-10-26,55.0,57.0,Brentford,Ipswich,4.0,3.0,,,5.0,5.0,0.0,1.0,0.0,1.0,20.0,11.0,Desconocido
Premier League,569.0,,,False,2024-10-26,51.0,39.0,Brighton,Wolves,2.0,2.0,,,9.0,6.0,3.0,3.0,0.0,0.0,19.0,14.0,Desconocido
Championship,407.0,,,False,2024-10-26,56.0,63.0,Bristol City,Leeds,0.0,0.0,,,7.0,6.0,1.0,3.0,0.0,0.0,4.0,17.0,Desconocido
League 2,,,,False,2024-10-26,1832.0,1819.0,Bromley,Barrow,1.0,1.0,,,5.0,4.0,2.0,4.0,0.0,0.0,8.0,12.0,Desconocido
Championship,407.0,,,False,2024-10-26,44.0,72.0,Burnley,QPR,0.0,0.0,,,16.0,1.0,0.0,1.0,0.0,0.0,22.0,2.0,Desconocido
La Liga 2,,,,False,2024-10-26,724.0,718.0,Cadiz,Oviedo,2.0,0.0,,,3.0,7.0,0.0,2.0,0.0,0.0,11.0,4.0,Desconocido
Ligue 2,62.0,,,False,2024-10-26,88.0,,Caen,Troyes,0.0,1.0,,,4.0,2.0,2.0,2.0,0.0,1.0,14.0,10.0,Desconocido
League 1,,,,False,2024-10-26,,,Cambridge,Burton,1.0,0.0,,,4.0,3.0,2.0,3.0,0.0,0.0,12.0,15.0,Desconocido
League 2,,,,False,2024-10-26,1371.0,1372.0,Carlisle,Cheltenham,0.0,1.0,,,5.0,5.0,4.0,3.0,0.0,0.0,9.0,14.0,Desconocido
Serie B,72.0,,,False,2024-10-26,1581.0,510.0,Carrarese,Cittadella,3.0,0.0,,,4.0,8.0,0.0,1.0,0.0,0.0,9.0,20.0,Desconocido
Serie B,72.0,,,False,2024-10-26,509.0,,Cesena,Brescia,2.0,0.0,,,5.0,7.0,5.0,1.0,0.0,0.0,15.0,17.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-26,736.0,,Charleroi,Oud-Heverlee Leuven,0.0,2.0,,,9.0,5.0,0.0,2.0,0.0,0.0,19.0,7.0,Desconocido
League 1,,,,False,2024-10-26,1335.0,1837.0,Charlton,Wrexham,2.0,2.0,,,6.0,2.0,3.0,4.0,0.0,0.0,18.0,14.0,Desconocido
League 2,,,,False,2024-10-26,1361.0,,Colchester,Salford,1.0,2.0,,,5.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,Desconocido
La Liga 2,,,,False,2024-10-26,713.0,9692.0,Cordoba,Eldense,2.0,0.0,,,2.0,6.0,1.0,2.0,0.0,1.0,18.0,7.0,Desconocido
Serie B,72.0,,,False,2024-10-26,10137.0,863.0,Cosenza,Juve Stabia,1.0,1.0,,,7.0,5.0,4.0,2.0,1.0,0.0,13.0,10.0,Desconocido
Championship,407.0,,,False,2024-10-26,1346.0,1359.0,Coventry,Luton,3.0,2.0,,,11.0,5.0,2.0,3.0,0.0,1.0,26.0,9.0,Desconocido
Serie B,72.0,,,False,2024-10-26,520.0,514.0,Cremonese,Salernitana,2.0,1.0,,,0.0,3.0,4.0,2.0,0.0,0.0,9.0,6.0,Desconocido
League 2,,,,False,2024-10-26,1363.0,1381.0,Crewe,Tranmere,3.0,1.0,,,6.0,3.0,3.0,3.0,0.0,0.0,13.0,12.0,Desconocido
Jupiler Pro League,144.0,,,False,2024-10-26,6215.0,,Dender,Mechelen,2.0,5.0,,,5.0,4.0,0.0,0.0,0.0,0.0,8.0,21.0,Desconocido
Championship,407.0,,,False,2024-10-26,69.0,,Derby,Hull,1.0,1.0,,,5.0,3.0,1.0,4.0,0.0,0.0,14.0,11.0,Desconocido
League 1 Escocia,,,,False,2024-10-26,1382.0,,Dumbarton,Inverness C,3.0,1.0,,,1.0,4.0,1.0,2.0,0.0,0.0,10.0,10.0,Desconocido
Premiership Escocia,,,,False,2024-10-26,253.0,,Dundee,St Johnstone,1.0,2.0,,,2.0,3.0,3.0,2.0,0.0,0.0,8.0,20.0,Desconocido
National League,43.0,,,False,2024-10-26,1822.0,,Eastleigh,Boston Utd,1.0,1.0,,,,,2.0,5.0,1.0,0.0,,,Desconocido
National League,43.0,,,False,2024-10-26,,8663.0,Ebbsfleet,Wealdstone,2.0,2.0,,,,,2.0,3.0,0.0,0.0,,,Desconocido
Bundesliga 2,,,,False,2024-10-26,,,Elversberg,Hamburg,4.0,2.0,,,6.0,3.0,0.0,0.0,0.0,0.0,18.0,9.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-26,230.0,240.0,Estoril,Arouca,4.0,1.0,,,6.0,9.0,4.0,2.0,0.0,0.0,12.0,13.0,Desconocido
Premier League,569.0,,,False,2024-10-26,45.0,36.0,Everton,Fulham,1.0,1.0,,,4.0,2.0,1.0,0.0,0.0,0.0,10.0,14.0,Desconocido
Championship Escocia,,,,False,2024-10-26,1389.0,1388.0,Falkirk,Dunfermline,2.0,1.0,,,6.0,4.0,2.0,4.0,0.0,0.0,12.0,8.0,Desconocido
Primeira Liga,94.0,,,False,2024-10-26,242.0,,Famalicao,Sp Lisbon,0.0,3.0,,,4.0,8.0,1.0,1.0,0.0,0.0,6.0,33.0,Desconocido
Eredivisie,88.0,,,False,2024-10-26,,202.0,For Sittard,Groningen,1.0,0.0,,,6.0,3.0,1.0,3.0,0.0,0.0,9.0,8.0,Desconocido
Bundesliga 2,,,,False,2024-10-26,,,Fortuna Dusseldorf,Kaiserslautern,3.0,4.0,,,4.0,3.0,2.0,3.0,0.0,0.0,14.0,12.0,Desconocido
National League,43.0,,,False,2024-10-26,,4700.0,Fylde,Altrincham,0.0,5.0,,,,,4.0,2.0,0.0,0.0,,,Desconocido
National League,43.0,,,False,2024-10-26,1823.0,,Gateshead,Solihull,1.0,0.0,,,,,1.0,1.0,0.0,0.0,,,Desconocido
Turkey Super Lig,,,,False,2024-10-26,,998.0,Goztep,Trabzonspor,2.0,1.0,,,3.0,4.0,1.0,3.0,1.0,0.0,18.0,16.0,Desconocido
League 2,,,,False,2024-10-26,1365.0,1348.0,Grimsby,Milton Keynes Dons,1.0,3.0,,,2.0,1.0,2.0,3.0,0.0,0.0,15.0,12.0,Desconocido
National League,43.0,,,False,2024-10-26,,1828.0,Halifax,York,1.0,2.0,,,,,1.0,4.0,0.0,0.0,,,Desconocido
Championship Escocia,,,,False,2024-10-26,,1383.0,Hamilton,Morton,3.0,0.0,,,9.0,4.0,0.0,3.0,0.0,0.0,9.0,5.0,Desconocido
National League,43.0,,,False,2024-10-26,1366.0,,Hartlepool,Aldershot,2.0,0.0,,,,,2.0,4.0,0.0,0.0,,,Desconocido
Turkey Super Lig,,,,False,2024-10-26,3575.0,1001.0,Hatayspor,Kayserispor,0.0,1.0,,,6.0,6.0,0.0,1.0,0.0,0.0,12.0,14.0,Desconocido
Eredivisie,88.0,,,False,2024-10-26,210.0,426.0,Heerenveen,Sparta Rotterdam,2.0,0.0,,,6.0,4.0,4.0,1.0,0.0,0.0,13.0,8.0,Desconocido
League 1,,,,False,2024-10-26,37.0,,Huddersfield,Exeter,2.0,0.0,,,7.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,Desconocido
