League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
African Cup of Nations,6,World,,False,2024-01-27,1529,1493,Angola,Namibia,3.0,0.0,,,,,,,,,,,D. Beida
African Cup of Nations,6,World,,False,2024-01-27,19,1530,Nigeria,Cameroon,2.0,0.0,,,,,,,,,,,R. Jiyed
AFC Asian Cup,7,World,,False,2024-01-25,1548,1547,Jordan,Bahrain,0.0,1.0,,,,,,,,,,,Omar Al Ali
AFC Asian Cup,7,World,,False,2024-01-25,1554,1552,Kyrgyzstan,Oman,1.0,1.0,,,,,,,,,,,Ahmad Al Ali
AFC Asian Cup,7,World,,False,2024-01-25,23,1564,Saudi Arabia,Thailand,0.0,0.0,,,,,,,,,,,Kim Hee-Gon
AFC Asian Cup,7,World,,False,2024-01-25,17,1538,South Korea,Malaysia,3.0,3.0,,,,,,,,,,,Khalid Al Turais
AFC Asian Cup,7,World,,False,2024-01-24,1567,1542,Iraq,Vietnam,3.0,2.0,,,,,,,,,,,Nazmi Nasaruddin
AFC Asian Cup,7,World,,False,2024-01-24,12,1571,Japan,Indonesia,3.0,1.0,,,,,,,,,,,Khamis Al Marri
African Cup of Nations,6,World,,False,2024-01-24,1493,1500,Namibia,Mali,0.0,0.0,,,,,,,,,,,S. Uwikunda
African Cup of Nations,6,World,,False,2024-01-24,1531,28,South Africa,Tunisia,0.0,0.0,,,,,,,,,,,I. Sy
African Cup of Nations,,,,False,2024-01-24,,,Tanzania,DR Congo,0.0,0.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-24,1507,31,Zambia,Morocco,0.0,1.0,,,,,,,,,,,P. Mebiame
African Cup of Nations,6,World,,False,2024-01-23,1529,1502,Angola,Burkina Faso,2.0,0.0,,,,,,,,,,,J. Ndala
AFC Asian Cup,7,World,,False,2024-01-23,20,1568,Australia,Uzbekistan,1.0,1.0,,,,,,,,,,,Y. Araki
African Cup of Nations,6,World,,False,2024-01-23,1492,1530,Gambia,Cameroon,2.0,3.0,,,,,,,,,,,B. Tessema
African Cup of Nations,6,World,,False,2024-01-23,1509,13,Guinea,Senegal,0.0,2.0,,,,,,,,,,,P. Ndabihawenimana
AFC Asian Cup,7,World,,False,2024-01-23,4460,1562,Hong Kong,Palestine,0.0,3.0,,,,,,,,,,,S. Evans
AFC Asian Cup,7,World,,False,2024-01-23,22,1563,Iran,United Arab Emirates,2.0,1.0,,,,,,,,,,,I. Tantashev
African Cup of Nations,6,World,,False,2024-01-23,1491,1532,Mauritania,Algeria,1.0,0.0,,,,,,,,,,,O. Artan
AFC Asian Cup,7,World,,False,2024-01-23,1565,1537,Syria,India,1.0,0.0,,,,,,,,,,,S. Pu-udom
African Cup of Nations,,,,False,2024-01-22,,,Cape Verde,Egypt,2.0,2.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-22,1513,19,Guinea-Bissau,Nigeria,0.0,1.0,,,,,,,,,,,B. Karboubi
African Cup of Nations,,,,False,2024-01-22,1501.0,1521.0,Ivory Coast,Equatorial Guinea,0.0,4.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-22,1512,1504,Mozambique,Ghana,2.0,2.0,,,,,,,,,,,Ibrahim Mutaz
AFC Asian Cup,7,World,,False,2024-01-22,1569,1566,Qatar,China,1.0,0.0,,,,,,,,,,,Abdullah Jamali
AFC Asian Cup,7,World,,False,2024-01-22,1536,1551,Tajikistan,Lebanon,2.0,1.0,,,,,,,,,,,Mohanad Qasim Sarray
AFC Asian Cup,7,World,,False,2024-01-21,1554,23,Kyrgyzstan,Saudi Arabia,0.0,2.0,,,,,,,,,,,J. Iida
African Cup of Nations,,,,False,2024-01-21,,,Morocco,DR Congo,1.0,1.0,,,,,,,,,,,Desconocido
AFC Asian Cup,7,World,,False,2024-01-21,1552,1564,Oman,Thailand,0.0,0.0,,,,,,,,,,,M. Bonyadifard
African Cup of Nations,6,World,,False,2024-01-21,1531,1493,South Africa,Namibia,4.0,0.0,,,,,,,,,,,Y. Gamouh
African Cup of Nations,6,World,,False,2024-01-21,1507,1489,Zambia,Tanzania,1.0,1.0,,,,,,,,,,,Houngnandande
African Cup of Nations,6,World,,False,2024-01-20,1532,1502,Algeria,Burkina Faso,2.0,2.0,,,,,,,,,,,A. Tom
AFC Asian Cup,7,World,,False,2024-01-20,1547,1538,Bahrain,Malaysia,1.0,0.0,,,,,,,,,,,Ahmed Al Kaf
AFC Asian Cup,7,World,,False,2024-01-20,1548,17,Jordan,South Korea,2.0,2.0,,,,,,,,,,,Salman Ahmad Falahi
African Cup of Nations,6,World,,False,2024-01-20,1491,1529,Mauritania,Angola,2.0,3.0,,,,,,,,,,,Mohamed Maarouf Eid Mansour
African Cup of Nations,6,World,,False,2024-01-20,28,1500,Tunisia,Mali,1.0,1.0,,,,,,,,,,,D. Laryea
Friendly,,,,False,2024-01-20,,,United States,Slovenia,0.0,1.0,,,,,,,,,,,Desconocido
African Cup of Nations,,,,False,2024-01-19,,,Cape Verde,Mozambique,3.0,0.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-19,1509,1492,Guinea,Gambia,1.0,0.0,,,,,,,,,,,A. Bouh
AFC Asian Cup,7,World,,False,2024-01-19,4460,22,Hong Kong,Iran,0.0,1.0,,,,,,,,,,,Hanna Hattab
AFC Asian Cup,7,World,,False,2024-01-19,1567,12,Iraq,Japan,2.0,1.0,,,,,,,,,,,Khalid Al Turais
Friendly,10,World,,False,2024-01-19,1570,1519,Kuwait,Uganda,0.0,2.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-19,13,1530,Senegal,Cameroon,3.0,1.0,,,,,,,,,,,Mahmood Ismail
AFC Asian Cup,7,World,,False,2024-01-19,1542,1571,Vietnam,Indonesia,0.0,1.0,,,,,,,,,,,S. Gulmurodi
African Cup of Nations,6,World,,False,2024-01-18,32,1504,Egypt,Ghana,2.0,2.0,,,,,,,,,,,P. Atcho
African Cup of Nations,6,World,,False,2024-01-18,1521,1513,Equatorial Guinea,Guinea-Bissau,4.0,2.0,,,,,,,,,,,S. Uwikunda
AFC Asian Cup,7,World,,False,2024-01-18,1537,1568,India,Uzbekistan,0.0,3.0,,,,,,,,,,,Fu Ming
African Cup of Nations,6,World,,False,2024-01-18,1501,19,Ivory Coast,Nigeria,0.0,1.0,,,,,,,,,,,M. Ghorbal
AFC Asian Cup,7,World,,False,2024-01-18,1562,1563,Palestine,United Arab Emirates,1.0,1.0,,,,,,,,,,,Ahmad Al Ali
AFC Asian Cup,7,World,,False,2024-01-18,1565,20,Syria,Australia,0.0,1.0,,,,,,,,,,,Adel Al Naqbi
African Cup of Nations,,,,False,2024-01-17,,,DR Congo,Zambia,1.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-17,4672,18,Honduras,Iceland,0.0,2.0,,,,,,,,,,,N. Simon
AFC Asian Cup,7,World,,False,2024-01-17,1551,1566,Lebanon,China,0.0,0.0,,,,,,,,,,,Ko Hyung-Jin
African Cup of Nations,6,World,,False,2024-01-17,31,1489,Morocco,Tanzania,3.0,0.0,,,,,,,,,,,A. Mahamat
AFC Asian Cup,,,,False,2024-01-17,1569.0,1536.0,Qatar,Tajikistan,1.0,0.0,,,,,,,,,,,Desconocido
African Cup of Nations,6,World,,False,2024-01-16,1502,1491,Burkina Faso,Mauritania,1.0,0.0,,,,,,,,,,,J. Jayed
African Cup of Nations,6,World,,False,2024-01-16,1500,1531,Mali,South Africa,2.0,0.0,,,,,,,,,,,Mohamed Hussein
AFC Asian Cup,7,World,,False,2024-01-16,23,1552,Saudi Arabia,Oman,2.0,1.0,,,,,,,,,,,S. Evans
AFC Asian Cup,7,World,,False,2024-01-16,1564,1554,Thailand,Kyrgyzstan,2.0,0.0,,,,,,,,,,,Adham Makhadmeh
African Cup of Nations,6,World,,False,2024-01-16,28,1493,Tunisia,Namibia,0.0,1.0,,,,,,,,,,,O. Artan
African Cup of Nations,6,World,,False,2024-01-15,1532,1529,Algeria,Angola,1.0,1.0,,,,,,,,,,,I. Sy
African Cup of Nations,6,World,,False,2024-01-15,1530,1509,Cameroon,Guinea,1.0,1.0,,,,,,,,,,,Ibrahim Mutaz
AFC Asian Cup,7,World,,False,2024-01-15,1571,1567,Indonesia,Iraq,1.0,3.0,,,,,,,,,,,I. Tantashev
AFC Asian Cup,7,World,,False,2024-01-15,1538,1548,Malaysia,Jordan,0.0,4.0,,,,,,,,,,,Mohamed Abdulla Hassan Mohd
African Cup of Nations,6,World,,False,2024-01-15,13,1492,Senegal,Gambia,3.0,0.0,,,,,,,,,,,R. Jiyed
AFC Asian Cup,7,World,,False,2024-01-15,17,1547,South Korea,Bahrain,3.0,1.0,,,,,,,,,,,Ma Ning
African Cup of Nations,6,World,,False,2024-01-14,32,1512,Egypt,Mozambique,2.0,2.0,,,,,,,,,,,D. Beida
African Cup of Nations,,,,False,2024-01-14,1504.0,,Ghana,Cape Verde,1.0,2.0,,,,,,,,,,,Desconocido
AFC Asian Cup,7,World,,False,2024-01-14,22,1562,Iran,Palestine,4.0,1.0,,,,,,,,,,,Abdulrahman Al Jassim
AFC Asian Cup,7,World,,False,2024-01-14,12,1542,Japan,Vietnam,4.0,2.0,,,,,,,,,,,Kim Jong-Hyeok
African Cup of Nations,6,World,,False,2024-01-14,19,1521,Nigeria,Equatorial Guinea,1.0,1.0,,,,,,,,,,,A. Tom
AFC Asian Cup,7,World,,False,2024-01-14,1563,4460,United Arab Emirates,Hong Kong,3.0,1.0,,,,,,,,,,,M. Jahari
AFC Asian Cup,7,World,,False,2024-01-13,20,1537,Australia,India,2.0,0.0,,,,,,,,,,,Y. Yamashita
AFC Asian Cup,7,World,,False,2024-01-13,1566,1536,China,Tajikistan,0.0,0.0,,,,,,,,,,,Mohammed Al Hoish
Friendly,10,World,,False,2024-01-13,5161,18,Guatemala,Iceland,0.0,1.0,,,,,,,,,,,R. Vazquez
African Cup of Nations,6,World,,False,2024-01-13,1501,1513,Ivory Coast,Guinea-Bissau,2.0,0.0,,,,,,,,,,,Amin Omar
AFC Asian Cup,7,World,,False,2024-01-13,1568,1565,Uzbekistan,Syria,0.0,0.0,,,,,,,,,,,Ahmed Al Kaf
Friendly,10,World,,False,2024-01-12,1570,1526,Kuwait,Libya,1.0,3.0,,,,,,,,,,,Desconocido
AFC Asian Cup,7,World,,False,2024-01-12,1569,1551,Qatar,Lebanon,3.0,0.0,,,,,,,,,,,A. Faghani
Friendly,10,World,,False,2024-01-12,5,1101,Sweden,Estonia,2.0,1.0,,,,,,,,,,,K. Athanasiou
Friendly,10,World,,False,2024-01-11,31,1499,Morocco,Sierra Leone,3.0,1.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-10,1547.0,,Bahrain,Angola,0.0,3.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-10,,,DR Congo,Burkina Faso,1.0,2.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-10,23,4460,Saudi Arabia,Hong Kong,2.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-10,1531,1518,South Africa,Lesotho,0.0,0.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-10,28.0,,Tunisia,Cape Verde,2.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-09,1528,1532,Burundi,Algeria,0.0,4.0,,,,,,,,,,,A. Gnama
Friendly,10,World,,False,2024-01-09,1521,1535,Equatorial Guinea,Djibouti,1.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-09,1571,22,Indonesia,Iran,0.0,5.0,,,,,,,,,,,Mohammed Braheh
Friendly,10,World,,False,2024-01-09,12,1548,Japan,Jordan,6.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-09,1554,1542,Kyrgyzstan,Vietnam,2.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-09,23,1562,Saudi Arabia,Palestine,0.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-09,1507,1530,Zambia,Cameroon,1.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-08,1520,1512,Botswana,Mozambique,1.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-08,1504,1493,Ghana,Namibia,0.0,0.0,,,,,,,,,,,C. Bulu
Friendly,,,,False,2024-01-08,,,Nigeria,Guinea,0.0,2.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-08,13,1505,Senegal,Niger,1.0,0.0,,,,,,,,,,,O. Diakate
Friendly,10,World,,False,2024-01-08,1565,1538,Syria,Malaysia,2.0,2.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-07,32,1489,Egypt,Tanzania,2.0,0.0,,,,,,,,,,,Hashem Al Ibrahim
Friendly,,,,False,2024-01-07,1568.0,1562.0,Uzbekistan,Palestine,1.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-06,1547,20,Bahrain,Australia,0.0,2.0,,,,,,,,,,,Mohamed Alharmoodi
Friendly,,,,False,2024-01-06,,,DR Congo,Angola,0.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-06,1567,17,Iraq,South Korea,0.0,1.0,,,,,,,,,,,Yahya Almulla
Friendly,10,World,,False,2024-01-06,1501,1499,Ivory Coast,Sierra Leone,5.0,1.0,,,,,,,,,,,T. Ahomlanto
Friendly,10,World,,False,2024-01-06,1500,1513,Mali,Guinea-Bissau,6.0,2.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-06,1512,1518,Mozambique,Lesotho,2.0,0.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-06,28,1491,Tunisia,Mauritania,0.0,0.0,,,,,,,,,,,Abdulrazg Ahmed
Friendly,10,World,,False,2024-01-06,1563,1552,United Arab Emirates,Oman,0.0,1.0,,,,,,,,,,,Abdullah Al-Shehri
Friendly,10,World,,False,2024-01-05,1571,1526,Indonesia,Libya,1.0,2.0,,,,,,,,,,,K. Sağlam
Friendly,10,World,,False,2024-01-05,22,1502,Iran,Burkina Faso,2.0,1.0,,,,,,,,,,,Yousif Saeed Hasan
Friendly,,,,False,2024-01-05,,,Kyrgyzstan,Syria,1.0,1.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-05,1569,1548,Qatar,Jordan,1.0,2.0,,,,,,,,,,,Ammar Ashkanani
Friendly,,,,False,2024-01-05,,,Togo,Algeria,0.0,3.0,,,,,,,,,,,Desconocido
Friendly,10,World,,False,2024-01-04,23,1551,Saudi Arabia,Lebanon,1.0,0.0,,,,,,,,,,,Naser Aiysh Al Sawan
Friendly,,,,False,2024-01-04,1536.0,,Tajikistan,Hong Kong,2.0,1.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-02,1571.0,1526.0,Indonesia,Libya,0.0,4.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-01,1566.0,,China,Hong Kong,1.0,2.0,,,,,,,,,,,Desconocido
Friendly,,,,False,2024-01-01,12.0,1564.0,Japan,Thailand,5.0,0.0,,,,,,,,,,,Desconocido
