League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Primeira Liga,94.0,,,False,2026-04-29,,218.0,Sp Lisbon,Tondela,2.0,2.0,,,5.0,5.0,2.0,3.0,0.0,0.0,16.0,9.0,Desconocido
League 1,,,,False,2026-04-28,1337.0,747.0,Northampton,Barnsley,0.0,1.0,,,5.0,2.0,1.0,1.0,0.0,0.0,14.0,10.0,Desconocido
League 1,,,,False,2026-04-28,,,Peterboro,Mansfield,0.0,0.0,,,5.0,7.0,0.0,2.0,0.0,0.0,9.0,13.0,Desconocido
Championship,407.0,,,False,2026-04-28,41.0,57.0,Southampton,Ipswich,2.0,2.0,,,5.0,9.0,0.0,2.0,0.0,0.0,18.0,19.0,Desconocido
League 1,,,,False,2026-04-28,,1351.0,Stockport,Port Vale,1.0,2.0,,,7.0,1.0,2.0,0.0,0.0,0.0,13.0,10.0,Desconocido
Turkey Super Lig,,,,False,2026-04-27,996.0,3603.0,Alanyaspor,Samsunspor,2.0,3.0,,,12.0,5.0,2.0,3.0,0.0,0.0,17.0,12.0,Desconocido
Turkey Super Lig,,,,False,2026-04-27,,,Besiktas,Karagumruk,0.0,0.0,,,5.0,2.0,2.0,3.0,0.0,0.0,20.0,12.0,Desconocido
Ligue 2,62.0,,,False,2026-04-27,1299.0,1304.0,Boulogne,Dunkerque,2.0,6.0,,,5.0,3.0,1.0,1.0,1.0,0.0,9.0,10.0,Desconocido
La Liga 2,,,,False,2026-04-27,724.0,534.0,Cadiz,Las Palmas,1.0,2.0,,,6.0,5.0,1.0,0.0,1.0,0.0,11.0,14.0,Desconocido
Serie A,71.0,,,False,2026-04-27,490.0,499.0,Cagliari,Atalanta,3.0,2.0,,,4.0,6.0,0.0,0.0,0.0,0.0,9.0,12.0,Desconocido
La Liga,140.0,,,False,2026-04-27,,539.0,Espanol,Levante,0.0,0.0,,,4.0,4.0,3.0,3.0,1.0,0.0,9.0,8.0,Desconocido
Primeira Liga,94.0,,,False,2026-04-27,,4716.0,Gil Vicente,Casa Pia,2.0,1.0,,,4.0,3.0,5.0,3.0,0.0,0.0,12.0,7.0,Desconocido
Turkey Super Lig,,,,False,2026-04-27,607.0,998.0,Konyaspor,Trabzonspor,2.0,1.0,,,7.0,5.0,4.0,0.0,0.0,0.0,12.0,23.0,Desconocido
Serie A,71.0,,,False,2026-04-27,487.0,494.0,Lazio,Udinese,3.0,3.0,,,4.0,5.0,3.0,1.0,0.0,0.0,13.0,16.0,Desconocido
Premier League,569.0,,,False,2026-04-27,,55.0,Man United,Brentford,2.0,1.0,,,7.0,8.0,2.0,4.0,0.0,0.0,11.0,12.0,Desconocido
Primeira Liga,94.0,,,False,2026-04-26,21595.0,,AVS,Sp Lisbon,1.0,1.0,,,0.0,9.0,3.0,1.0,0.0,0.0,11.0,20.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-04-26,554.0,,Anderlecht,St. Gilloise,1.0,3.0,,,4.0,3.0,2.0,3.0,1.0,0.0,13.0,12.0,Desconocido
Super League Greece,,,,False,2026-04-26,12260.0,955.0,Atromitos,Asteras Tripolis,2.0,1.0,,,5.0,10.0,1.0,1.0,0.0,0.0,13.0,13.0,Desconocido
Bundesliga 2,,,,False,2026-04-26,,,Bochum,Greuther Furth,2.0,1.0,,,5.0,5.0,0.0,0.0,0.0,0.0,17.0,14.0,Desconocido
La Liga 2,,,,False,2026-04-26,,,Ceuta,Santander,0.0,0.0,,,1.0,9.0,3.0,3.0,0.0,0.0,6.0,19.0,Desconocido
La Liga 2,,,,False,2026-04-26,713.0,,Cordoba,Sp Gijon,3.0,2.0,,,9.0,3.0,3.0,2.0,0.0,0.0,16.0,8.0,Desconocido
Championship,407.0,,,False,2026-04-26,1346.0,1837.0,Coventry,Wrexham,3.0,1.0,,,5.0,4.0,2.0,2.0,0.0,0.0,15.0,13.0,Desconocido
Bundesliga,218.0,,,False,2026-04-26,,,Dortmund,Freiburg,4.0,0.0,,,5.0,0.0,1.0,0.0,0.0,0.0,17.0,7.0,Desconocido
Premiership Escocia,,,,False,2026-04-26,,253.0,Dundee United,Dundee,3.0,0.0,,,2.0,4.0,1.0,0.0,0.0,0.0,18.0,10.0,Desconocido
Primeira Liga,94.0,,,False,2026-04-26,230.0,242.0,Estoril,Famalicao,0.0,1.0,,,9.0,4.0,0.0,2.0,0.0,0.0,9.0,6.0,Desconocido
Primeira Liga,94.0,,,False,2026-04-26,15130.0,,Estrela,Porto,1.0,2.0,,,0.0,6.0,3.0,3.0,0.0,0.0,11.0,11.0,Desconocido
Eredivisie,88.0,,,False,2026-04-26,196.0,207.0,Excelsior,Utrecht,5.0,0.0,,,3.0,2.0,0.0,3.0,0.0,1.0,18.0,10.0,Desconocido
Serie A,71.0,,,False,2026-04-26,502.0,488.0,Fiorentina,Sassuolo,0.0,0.0,,,7.0,4.0,2.0,1.0,0.0,0.0,22.0,11.0,Desconocido
Turkey Super Lig,,,,False,2026-04-26,645.0,,Galatasaray,Fenerbahce,3.0,0.0,,,6.0,4.0,5.0,6.0,0.0,1.0,21.0,5.0,Desconocido
Turkey Super Lig,,,,False,2026-04-26,,7411.0,Genclerbirligi,Kocaelispor,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,8.0,7.0,Desconocido
Serie A,71.0,,,False,2026-04-26,495.0,895.0,Genoa,Como,0.0,2.0,,,2.0,3.0,1.0,3.0,0.0,0.0,9.0,8.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-04-26,631.0,,Gent,Club Brugge,0.0,2.0,,,7.0,9.0,2.0,0.0,0.0,0.0,17.0,16.0,Desconocido
La Liga 2,,,,False,2026-04-26,22018.0,723.0,Granada,Almeria,2.0,4.0,,,4.0,3.0,2.0,1.0,0.0,0.0,10.0,19.0,Desconocido
Eredivisie,88.0,,,False,2026-04-26,206.0,,Heracles,Volendam,0.0,2.0,,,5.0,9.0,1.0,0.0,0.0,0.0,14.0,18.0,Desconocido
Premiership Escocia,,,,False,2026-04-26,249.0,,Hibernian,Hearts,1.0,2.0,,,0.0,11.0,3.0,3.0,2.0,0.0,4.0,23.0,Desconocido
La Liga 2,,,,False,2026-04-26,726.0,732.0,Huesca,Zaragoza,1.0,0.0,,,1.0,5.0,2.0,6.0,1.0,2.0,12.0,7.0,Desconocido
Super League Greece,,,,False,2026-04-26,5050.0,949.0,Kifisia,Panetolikos,0.0,0.0,,,3.0,1.0,3.0,4.0,0.0,0.0,21.0,4.0,Desconocido
Super League Greece,,,,False,2026-04-26,953.0,2099.0,Larisa,Panserraikos,0.0,1.0,,,4.0,2.0,4.0,5.0,0.0,0.0,11.0,4.0,Desconocido
Ligue 1,61.0,,,False,2026-04-26,111.0,112.0,Le Havre,Metz,4.0,4.0,,,6.0,4.0,3.0,1.0,0.0,0.0,14.0,12.0,Desconocido
La Liga 2,,,,False,2026-04-26,537.0,1110.0,Leganes,Andorra,0.0,4.0,,,9.0,5.0,5.0,1.0,0.0,0.0,17.0,15.0,Desconocido
Ligue 1,61.0,,,False,2026-04-26,97.0,95.0,Lorient,Strasbourg,2.0,3.0,,,9.0,7.0,1.0,2.0,0.0,0.0,14.0,11.0,Desconocido
Ligue 1,61.0,,,False,2026-04-26,81.0,84.0,Marseille,Nice,1.0,1.0,,,7.0,1.0,4.0,1.0,0.0,0.0,24.0,5.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-04-26,,,Mechelen,St Truiden,1.0,4.0,,,4.0,7.0,1.0,1.0,0.0,0.0,8.0,16.0,Desconocido
Serie A,71.0,,,False,2026-04-26,,10019.0,Milan,Juventus,0.0,0.0,,,1.0,3.0,2.0,3.0,0.0,0.0,8.0,10.0,Desconocido
La Liga 2,,,,False,2026-04-26,799.0,725.0,Mirandes,Cultural Leonesa,2.0,1.0,,,6.0,2.0,1.0,3.0,0.0,1.0,19.0,10.0,Desconocido
Bundesliga 2,,,,False,2026-04-26,,,Nurnberg,Magdeburg,1.0,0.0,,,3.0,5.0,1.0,3.0,0.0,0.0,14.0,6.0,Desconocido
La Liga,140.0,,,False,2026-04-26,727.0,536.0,Osasuna,Sevilla,2.0,1.0,,,4.0,4.0,2.0,2.0,0.0,0.0,15.0,8.0,Desconocido
La Liga,140.0,,,False,2026-04-26,718.0,797.0,Oviedo,Elche,1.0,2.0,,,6.0,1.0,2.0,0.0,0.0,1.0,12.0,4.0,Desconocido
Bundesliga 2,,,,False,2026-04-26,,,Paderborn,Schalke 04,2.0,3.0,,,7.0,2.0,0.0,1.0,0.0,0.0,14.0,11.0,Desconocido
Ligue 1,61.0,,,False,2026-04-26,114.0,79.0,Paris FC,Lille,0.0,1.0,,,7.0,3.0,6.0,3.0,1.0,0.0,7.0,10.0,Desconocido
Premiership Escocia,,,,False,2026-04-26,257.0,256.0,Rangers,Motherwell,2.0,3.0,,,7.0,5.0,1.0,2.0,0.0,0.0,16.0,9.0,Desconocido
Ligue 1,61.0,,,False,2026-04-26,94.0,83.0,Rennes,Nantes,2.0,1.0,,,6.0,8.0,3.0,2.0,0.0,0.0,14.0,24.0,Desconocido
Primeira Liga,94.0,,,False,2026-04-26,227.0,,Santa Clara,Sp Braga,2.0,1.0,,,4.0,1.0,4.0,4.0,0.0,0.0,14.0,3.0,Desconocido
Bundesliga,218.0,,,False,2026-04-26,,162.0,Stuttgart,Werder Bremen,1.0,1.0,,,14.0,2.0,0.0,1.0,0.0,0.0,20.0,9.0,Desconocido
Serie A,71.0,,,False,2026-04-26,503.0,505.0,Torino,Inter,2.0,2.0,,,5.0,5.0,1.0,2.0,0.0,0.0,14.0,14.0,Desconocido
La Liga,140.0,,,False,2026-04-26,,,Vallecano,Sociedad,3.0,3.0,,,6.0,4.0,6.0,4.0,1.0,0.0,24.0,13.0,Desconocido
La Liga,140.0,,,False,2026-04-26,533.0,,Villarreal,Celta,2.0,1.0,,,7.0,5.0,3.0,6.0,0.0,0.0,13.0,9.0,Desconocido
Jupiler Pro League,144.0,,,False,2026-04-26,,,Waregem,RAAL La Louviere,4.0,0.0,,,5.0,6.0,1.0,1.0,0.0,0.0,12.0,10.0,Desconocido
Premiership Escocia,,,,False,2026-04-25,252.0,250.0,Aberdeen,Kilmarnock,1.0,0.0,,,6.0,5.0,1.0,4.0,0.0,0.0,10.0,11.0,Desconocido
League 2,,,,False,2026-04-25,,1362.0,Accrington,Crawley Town,3.0,3.0,,,4.0,3.0,1.0,1.0,0.0,0.0,6.0,14.0,Desconocido
Championship Escocia,,,,False,2026-04-25,,,Airdrie Utd,Ayr,2.0,1.0,,,6.0,6.0,1.0,3.0,0.0,0.0,11.0,8.0,Desconocido
La Liga,140.0,,,False,2026-04-25,542.0,798.0,Alaves,Mallorca,2.0,1.0,,,9.0,4.0,2.0,1.0,0.0,0.0,15.0,4.0,Desconocido
National League,43.0,,,False,2026-04-25,,,Aldershot,Truro,0.0,2.0,,,,,1.0,2.0,0.0,0.0,,,Desconocido
National League,43.0,,,False,2026-04-25,4700.0,1823.0,Altrincham,Gateshead,3.0,1.0,,,,,0.0,0.0,0.0,0.0,,,Desconocido
Ligue 1,61.0,,,False,2026-04-25,77.0,,Angers,Paris SG,0.0,3.0,,,5.0,4.0,0.0,2.0,0.0,1.0,6.0,17.0,Desconocido
Championship Escocia,,,,False,2026-04-25,4249.0,901.0,Arbroath,Partick,0.0,0.0,,,5.0,3.0,1.0,0.0,0.0,0.0,9.0,4.0,Desconocido
Premier League,569.0,,,False,2026-04-25,9419.0,34.0,Arsenal,Newcastle,1.0,0.0,,,7.0,2.0,2.0,2.0,0.0,0.0,11.0,13.0,Desconocido
La Liga,140.0,,,False,2026-04-25,,,Ath Madrid,Ath Bilbao,3.0,2.0,,,3.0,4.0,0.0,0.0,0.0,0.0,6.0,12.0,Desconocido
Bundesliga,218.0,,,False,2026-04-25,,,Augsburg,Ein Frankfurt,1.0,1.0,,,9.0,7.0,1.0,2.0,0.0,0.0,17.0,19.0,Desconocido
League 2,,,,False,2026-04-25,1369.0,1347.0,Barnet,Gillingham,6.0,2.0,,,9.0,3.0,2.0,2.0,0.0,0.0,23.0,4.0,Desconocido
