League,LeagueId,Country,Round,EsEliminatoria,Date,HomeTeamId,AwayTeamId,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR,HS,AS,Referee
Ligue 2,62.0,,,False,2025-01-31,87.0,3012.0,Amiens,Annecy,1.0,0.0,,,6.0,4.0,3.0,2.0,0.0,1.0,9.0,11.0,Desconocido
Ligue 2,62.0,,,False,2025-01-31,1305.0,112.0,Bastia,Metz,1.0,1.0,,,4.0,3.0,6.0,1.0,1.0,0.0,22.0,5.0,Desconocido
Championship,407.0,,,False,2025-01-31,67.0,59.0,Blackburn,Preston,2.0,1.0,,,7.0,4.0,1.0,1.0,0.0,0.0,13.0,11.0,Desconocido
Primeira Liga,94.0,,,False,2025-01-31,,242.0,Boavista,Famalicao,0.0,2.0,,,2.0,7.0,3.0,1.0,0.0,0.0,4.0,20.0,Desconocido
Ligue 2,62.0,,,False,2025-01-31,,,Clermont,Ajaccio,0.0,1.0,,,7.0,2.0,1.0,2.0,1.0,0.0,17.0,6.0,Desconocido
Ligue 2,62.0,,,False,2025-01-31,1304.0,,Dunkerque,Martigues,0.0,1.0,,,6.0,6.0,0.0,0.0,0.0,0.0,12.0,9.0,Desconocido
La Liga 2,,,,False,2025-01-31,9692.0,22018.0,Eldense,Granada,0.0,3.0,,,8.0,3.0,1.0,3.0,0.0,0.0,18.0,12.0,Desconocido
Bundesliga 2,,,,False,2025-01-31,,,Elversberg,Karlsruhe,2.0,2.0,,,7.0,7.0,1.0,0.0,0.0,0.0,13.0,13.0,Desconocido
Turkey Super Lig,,,,False,2025-01-31,,1002.0,Eyupspor,Sivasspor,1.0,0.0,,,4.0,2.0,2.0,1.0,0.0,2.0,13.0,8.0,Desconocido
Championship Escocia,,,,False,2025-01-31,1389.0,255.0,Falkirk,Livingston,1.0,2.0,,,7.0,4.0,2.0,5.0,0.0,0.0,13.0,7.0,Desconocido
Ligue 2,62.0,,,False,2025-01-31,101.0,1301.0,Grenoble,Rodez,2.0,1.0,,,3.0,9.0,0.0,0.0,0.0,0.0,15.0,12.0,Desconocido
Turkey Super Lig,,,,False,2025-01-31,607.0,,Konyaspor,Bodrumspor,3.0,1.0,,,5.0,7.0,2.0,1.0,0.0,0.0,12.0,11.0,Desconocido
La Liga,140.0,,,False,2025-01-31,537.0,,Leganes,Vallecano,0.0,1.0,,,2.0,9.0,2.0,4.0,1.0,0.0,5.0,19.0,Desconocido
Ligue 1,61.0,,,False,2025-01-31,82.0,116.0,Montpellier,Lens,0.0,2.0,,,4.0,5.0,4.0,3.0,0.0,0.0,14.0,19.0,Desconocido
Eredivisie,88.0,,,False,2025-01-31,203.0,206.0,NAC Breda,Heracles,1.0,1.0,,,4.0,3.0,0.0,0.0,0.0,0.0,18.0,12.0,Desconocido
Bundesliga 2,,,,False,2025-01-31,,,Nurnberg,Darmstadt,1.0,0.0,,,6.0,1.0,3.0,1.0,0.0,0.0,13.0,11.0,Desconocido
Jupiler Pro League,144.0,,,False,2025-01-31,,,Oud-Heverlee Leuven,Mechelen,1.0,0.0,,,1.0,6.0,4.0,4.0,1.0,0.0,5.0,29.0,Desconocido
Serie B,72.0,,,False,2025-01-31,522.0,801.0,Palermo,Pisa,1.0,2.0,,,6.0,0.0,1.0,3.0,0.0,0.0,11.0,8.0,Desconocido
Serie A,71.0,,,False,2025-01-31,523.0,867.0,Parma,Lecce,1.0,3.0,,,3.0,2.0,1.0,2.0,0.0,0.0,19.0,6.0,Desconocido
Ligue 2,62.0,,,False,2025-01-31,,433.0,Pau FC,Laval,1.0,1.0,,,8.0,4.0,2.0,3.0,0.0,0.0,24.0,9.0,Desconocido
Bundesliga,218.0,,,False,2025-01-31,162.0,,Werder Bremen,Mainz,1.0,0.0,,,3.0,8.0,8.0,4.0,3.0,0.0,12.0,13.0,Desconocido
League 2,,,,False,2025-01-29,1819.0,1354.0,Barrow,Doncaster,1.0,3.0,,,12.0,5.0,3.0,2.0,0.0,0.0,9.0,9.0,Desconocido
La Liga 2,,,,False,2025-01-29,719.0,,Tenerife,La Coruna,0.0,0.0,,,10.0,4.0,1.0,2.0,0.0,0.0,14.0,10.0,Desconocido
League 2,,,,False,2025-01-28,,1372.0,Accrington,Cheltenham,0.0,0.0,,,4.0,6.0,3.0,2.0,0.0,0.0,3.0,10.0,Desconocido
National League,43.0,,,False,2025-01-28,1369.0,1366.0,Barnet,Hartlepool,2.0,0.0,,,,,0.0,2.0,0.0,0.0,,,Desconocido
League 1,,,,False,2025-01-28,68.0,1337.0,Bolton,Northampton,3.0,1.0,,,4.0,3.0,1.0,2.0,0.0,0.0,13.0,9.0,Desconocido
League 2 Escocia,,,,False,2025-01-28,,6785.0,Bonnyrigg Rose,Stranraer,3.0,1.0,,,2.0,2.0,1.0,2.0,0.0,0.0,12.0,6.0,Desconocido
League 2,,,,False,2025-01-28,1343.0,1375.0,Bradford,Morecambe,1.0,0.0,,,6.0,1.0,1.0,2.0,0.0,0.0,16.0,4.0,Desconocido
League 1,,,,False,2025-01-28,,53.0,Burton,Reading,3.0,2.0,,,6.0,6.0,0.0,2.0,0.0,0.0,12.0,16.0,Desconocido
League 1,,,,False,2025-01-28,1335.0,,Charlton,Bristol Rvs,2.0,0.0,,,9.0,5.0,1.0,1.0,0.0,0.0,20.0,5.0,Desconocido
League 2,,,,False,2025-01-28,1345.0,1832.0,Chesterfield,Bromley,3.0,0.0,,,2.0,3.0,0.0,0.0,0.0,1.0,13.0,2.0,Desconocido
League 2,,,,False,2025-01-28,1363.0,1333.0,Crewe,AFC Wimbledon,1.0,1.0,,,4.0,10.0,1.0,0.0,0.0,0.0,5.0,13.0,Desconocido
League 1,,,,False,2025-01-28,,1373.0,Exeter,Leyton Orient,2.0,6.0,,,3.0,4.0,0.0,4.0,0.0,0.0,7.0,13.0,Desconocido
League 2,,,,False,2025-01-28,1336.0,1342.0,Fleetwood Town,Walsall,2.0,0.0,,,3.0,7.0,2.0,1.0,0.0,0.0,4.0,11.0,Desconocido
League 2,,,,False,2025-01-28,1365.0,1347.0,Grimsby,Gillingham,1.0,1.0,,,2.0,5.0,0.0,2.0,0.0,0.0,14.0,7.0,Desconocido
Championship Escocia,,,,False,2025-01-28,,,Hamilton,Raith Rvs,0.0,3.0,,,5.0,8.0,4.0,0.0,0.0,0.0,3.0,13.0,Desconocido
Eredivisie,88.0,,,False,2025-01-28,206.0,202.0,Heracles,Groningen,1.0,1.0,,,5.0,1.0,2.0,4.0,0.0,1.0,17.0,7.0,Desconocido
League 1,,,,False,2025-01-28,37.0,54.0,Huddersfield,Birmingham,0.0,1.0,,,6.0,6.0,2.0,2.0,0.0,0.0,7.0,9.0,Desconocido
League 1,,,,False,2025-01-28,1379.0,1356.0,Lincoln,Blackpool,0.0,2.0,,,5.0,3.0,0.0,3.0,0.0,0.0,17.0,10.0,Desconocido
League 1,,,,False,2025-01-28,,1362.0,Mansfield,Crawley Town,0.0,1.0,,,7.0,6.0,1.0,2.0,0.0,0.0,12.0,18.0,Desconocido
League 2,,,,False,2025-01-28,1348.0,,Milton Keynes Dons,Harrogate,2.0,1.0,,,3.0,8.0,4.0,3.0,0.0,0.0,10.0,22.0,Desconocido
