League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
League 2,2026-02-28,Shrewsbury,Walsall,1.0,2.0,8.0,2.0,1.0,1.0,1.0,0.0,13.0,11.0,2026-02
Championship,2026-02-28,Leicester,Norwich,0.0,2.0,6.0,7.0,2.0,2.0,0.0,0.0,10.0,12.0,2026-02
League 1,2026-02-28,Leyton Orient,Barnsley,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,17.0,10.0,2026-02
League 2,2026-02-28,Barrow,Gillingham,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,5.0,14.0,2026-02
League 2,2026-02-28,Barnet,Chesterfield,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,13.0,2026-02
Super League Greece,2026-02-28,Kifisia,Levadeiakos,1.0,0.0,3.0,5.0,6.0,2.0,0.0,0.0,9.0,8.0,2026-02
League 2,2026-02-28,Fleetwood Town,Newport County,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,25.0,5.0,2026-02
League 2 Escocia,2026-02-28,Clyde,East Kilbride,1.0,3.0,6.0,3.0,2.0,3.0,0.0,0.0,11.0,12.0,2026-02
League 2 Escocia,2026-02-28,Edinburgh City,Forfar,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,12.0,10.0,2026-02
League 2 Escocia,2026-02-28,Spartans,Annan Athletic,4.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,13.0,4.0,2026-02
Premiership Escocia,2026-02-28,Dundee,Hibernian,3.0,3.0,6.0,6.0,1.0,4.0,0.0,0.0,10.0,13.0,2026-02
Championship,2026-02-28,Coventry,Stoke,2.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,20.0,3.0,2026-02
Premiership Escocia,2026-02-28,Falkirk,Kilmarnock,5.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,20.0,6.0,2026-02
Premiership Escocia,2026-02-28,Hearts,Aberdeen,1.0,0.0,7.0,4.0,3.0,5.0,0.0,0.0,21.0,5.0,2026-02
League 2,2026-02-28,Crewe,Tranmere,2.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,17.0,6.0,2026-02
League 2 Escocia,2026-02-28,Stirling,Dumbarton,1.0,1.0,4.0,8.0,1.0,3.0,0.0,0.0,9.0,15.0,2026-02
League 1,2026-02-28,Exeter,Bolton,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,10.0,22.0,2026-02
Championship,2026-02-28,Derby,Blackburn,3.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,14.0,11.0,2026-02
League 1,2026-02-28,Northampton,Peterboro,1.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,11.0,10.0,2026-02
Championship,2026-02-28,Portsmouth,Hull,0.0,1.0,11.0,2.0,0.0,3.0,0.0,0.0,22.0,2.0,2026-02
Jupiler Pro League,2026-02-28,Anderlecht,Oud-Heverlee Leuven,5.0,1.0,9.0,8.0,4.0,4.0,0.0,0.0,14.0,7.0,2026-02
Ligue 2,2026-02-28,Pau FC,St Etienne,0.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,9.0,10.0,2026-02
Turkey Super Lig,2026-02-28,Galatasaray,Alanyaspor,3.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,14.0,10.0,2026-02
League 1 Escocia,2026-02-28,Stenhousemuir,Cove Rangers,1.0,0.0,5.0,9.0,2.0,2.0,0.0,0.0,6.0,8.0,2026-02
Turkey Super Lig,2026-02-28,Goztep,Eyupspor,0.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,12.0,6.0,2026-02
League 1 Escocia,2026-02-28,Queen of Sth,Peterhead,0.0,2.0,7.0,8.0,7.0,3.0,0.0,0.0,6.0,7.0,2026-02
Jupiler Pro League,2026-02-28,Mechelen,Waregem,2.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,5.0,16.0,2026-02
Championship Escocia,2026-02-28,Airdrie Utd,Morton,3.0,1.0,11.0,7.0,3.0,2.0,0.0,2.0,17.0,12.0,2026-02
Eredivisie,2026-02-28,Heracles,PSV Eindhoven,1.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,15.0,24.0,2026-02
Eredivisie,2026-02-28,Nijmegen,For Sittard,2.0,3.0,10.0,5.0,1.0,2.0,0.0,0.0,15.0,13.0,2026-02
Championship Escocia,2026-02-28,Partick,Arbroath,0.0,0.0,4.0,4.0,2.0,6.0,1.0,1.0,2.0,5.0,2026-02
Jupiler Pro League,2026-02-28,Antwerp,St Truiden,1.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,12.0,10.0,2026-02
Championship Escocia,2026-02-28,Ross County,Raith Rvs,2.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,6.0,4.0,2026-02
Bundesliga,2026-02-28,M'gladbach,Union Berlin,1.0,0.0,6.0,2.0,4.0,5.0,0.0,0.0,21.0,6.0,2026-02
Bundesliga,2026-02-28,Werder Bremen,Heidenheim,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,17.0,9.0,2026-02
Bundesliga,2026-02-28,Dortmund,Bayern Munich,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,10.0,14.0,2026-02
League 1 Escocia,2026-02-28,Kelty Hearts,Inverness C,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,6.0,13.0,2026-02
League 1 Escocia,2026-02-28,Hamilton,Montrose,1.0,1.0,10.0,7.0,1.0,1.0,0.0,0.0,12.0,5.0,2026-02
League 1 Escocia,2026-02-28,East Fife,Alloa,0.0,2.0,5.0,6.0,2.0,4.0,0.0,0.0,11.0,7.0,2026-02
Championship Escocia,2026-02-28,St Johnstone,Ayr,3.0,1.0,8.0,7.0,2.0,3.0,0.0,0.0,8.0,5.0,2026-02
Ligue 2,2026-02-28,Guingamp,Rodez,0.0,0.0,5.0,6.0,0.0,3.0,0.0,0.0,9.0,10.0,2026-02
Bundesliga,2026-02-28,Leverkusen,Mainz,1.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,12.0,8.0,2026-02
Bundesliga,2026-02-28,Hoffenheim,St Pauli,0.0,1.0,10.0,3.0,1.0,2.0,0.0,0.0,20.0,11.0,2026-02
Eredivisie,2026-02-28,Heerenveen,Sparta Rotterdam,2.0,1.0,5.0,6.0,3.0,2.0,0.0,0.0,16.0,13.0,2026-02
La Liga 2,2026-02-28,Castellon,Santander,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,15.0,12.0,2026-02
Turkey Super Lig,2026-02-28,Kocaelispor,Besiktas,0.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,10.0,11.0,2026-02
Turkey Super Lig,2026-02-28,Kasimpasa,Rizespor,0.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,13.0,14.0,2026-02
Premiership Escocia,2026-02-28,Motherwell,Dundee United,2.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,16.0,7.0,2026-02
La Liga,2026-02-28,Mallorca,Sociedad,0.0,1.0,3.0,7.0,0.0,2.0,0.0,0.0,6.0,12.0,2026-02
La Liga 2,2026-02-28,Valladolid,Huesca,1.0,0.0,4.0,6.0,2.0,3.0,0.0,0.0,16.0,9.0,2026-02
La Liga 2,2026-02-28,Granada,Malaga,0.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,11.0,14.0,2026-02
La Liga 2,2026-02-28,Zaragoza,Burgos,0.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,16.0,8.0,2026-02
Championship,2026-02-28,Sheffield Weds,Southampton,1.0,3.0,5.0,8.0,0.0,1.0,0.0,0.0,10.0,15.0,2026-02
Bundesliga 2,2026-02-28,Bielefeld,Hannover,0.0,1.0,9.0,3.0,3.0,4.0,0.0,0.0,22.0,6.0,2026-02
Bundesliga 2,2026-02-28,Holstein Kiel,Elversberg,1.0,1.0,5.0,7.0,2.0,2.0,0.0,0.0,10.0,7.0,2026-02
Ligue 1,2026-02-28,Le Havre,Paris SG,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,10.0,22.0,2026-02
Ligue 1,2026-02-28,Monaco,Angers,2.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,10.0,6.0,2026-02
Premiership Escocia,2026-02-28,Livingston,St Mirren,1.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,10.0,12.0,2026-02
Premier League,2026-02-28,Liverpool,West Ham,5.0,2.0,10.0,5.0,2.0,2.0,0.0,0.0,18.0,11.0,2026-02
La Liga,2026-02-28,Vallecano,Ath Bilbao,1.0,1.0,5.0,4.0,2.0,3.0,0.0,0.0,15.0,8.0,2026-02
La Liga,2026-02-28,Barcelona,Villarreal,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,19.0,6.0,2026-02
Ligue 1,2026-02-28,Rennes,Toulouse,1.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,10.0,9.0,2026-02
Championship,2026-02-28,Preston,Millwall,0.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,6.0,16.0,2026-02
Primeira Liga,2026-02-28,AVS,Estrela,0.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,11.0,16.0,2026-02
Serie A,2026-02-28,Verona,Napoli,1.0,2.0,2.0,5.0,3.0,4.0,0.0,0.0,8.0,9.0,2026-02
La Liga,2026-02-28,Oviedo,Ath Madrid,0.0,1.0,8.0,3.0,2.0,2.0,0.0,0.0,16.0,12.0,2026-02
Serie A,2026-02-28,Inter,Genoa,2.0,0.0,10.0,2.0,2.0,1.0,0.0,0.0,14.0,6.0,2026-02
Primeira Liga,2026-02-28,Guimaraes,Alverca,1.0,1.0,0.0,11.0,1.0,2.0,0.0,0.0,15.0,11.0,2026-02
Primeira Liga,2026-02-28,Nacional,Sp Braga,1.0,2.0,3.0,6.0,2.0,3.0,0.0,0.0,14.0,20.0,2026-02
Bundesliga 2,2026-02-28,Greuther Furth,Schalke 04,1.0,1.0,4.0,5.0,2.0,4.0,0.0,0.0,6.0,16.0,2026-02
Bundesliga 2,2026-02-28,Kaiserslautern,Paderborn,1.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,10.0,15.0,2026-02
Premier League,2026-02-28,Leeds,Man City,0.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,14.0,14.0,2026-02
Premier League,2026-02-28,Newcastle,Everton,2.0,3.0,7.0,2.0,2.0,3.0,0.0,0.0,17.0,9.0,2026-02
Serie A,2026-02-28,Como,Lecce,3.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,12.0,5.0,2026-02
Ligue 2,2026-02-27,Bastia,Annecy,0.0,2.0,3.0,5.0,1.0,3.0,1.0,0.0,8.0,8.0,2026-02
Ligue 1,2026-02-27,Strasbourg,Lens,1.0,1.0,2.0,8.0,2.0,2.0,0.0,0.0,8.0,25.0,2026-02
La Liga,2026-02-27,Levante,Alaves,2.0,0.0,10.0,6.0,1.0,6.0,0.0,1.0,22.0,17.0,2026-02
Jupiler Pro League,2026-02-27,Standard,RAAL La Louviere,1.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0,9.0,12.0,2026-02
Premier League,2026-02-27,Wolves,Aston Villa,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,9.0,14.0,2026-02
Championship,2026-02-27,Bristol City,Watford,1.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,11.0,11.0,2026-02
Primeira Liga,2026-02-27,Porto,Arouca,3.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,20.0,7.0,2026-02
Primeira Liga,2026-02-27,Sp Lisbon,Estoril,3.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,14.0,8.0,2026-02
Serie A,2026-02-27,Parma,Cagliari,1.0,1.0,6.0,3.0,2.0,4.0,0.0,0.0,18.0,11.0,2026-02
La Liga 2,2026-02-27,Albacete,Almeria,1.0,1.0,5.0,7.0,1.0,1.0,0.0,0.0,11.0,19.0,2026-02
Eredivisie,2026-02-27,Telstar,NAC Breda,3.0,0.0,10.0,4.0,1.0,4.0,0.0,0.0,14.0,11.0,2026-02
Serie B,2026-02-27,Monza,Virtus Entella,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,21.0,8.0,2026-02
Bundesliga 2,2026-02-27,Fortuna Dusseldorf,Bochum,2.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0,20.0,10.0,2026-02
Serie B,2026-02-27,Sampdoria,Bari,0.0,2.0,9.0,3.0,4.0,4.0,0.0,0.0,19.0,13.0,2026-02
Ligue 2,2026-02-27,Clermont,Dunkerque,2.0,1.0,7.0,7.0,1.0,4.0,0.0,0.0,10.0,9.0,2026-02
Bundesliga,2026-02-27,Augsburg,FC Koln,2.0,0.0,6.0,9.0,4.0,1.0,0.0,0.0,14.0,10.0,2026-02
Ligue 2,2026-02-27,Laval,Nancy,1.0,1.0,2.0,10.0,2.0,1.0,0.0,0.0,8.0,16.0,2026-02
Turkey Super Lig,2026-02-27,Trabzonspor,Karagumruk,3.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,13.0,11.0,2026-02
Turkey Super Lig,2026-02-27,Buyuksehyr,Konyaspor,2.0,0.0,5.0,7.0,3.0,1.0,0.0,0.0,12.0,11.0,2026-02
Ligue 2,2026-02-27,Grenoble,Boulogne,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,7.0,6.0,2026-02
Ligue 2,2026-02-27,Montpellier,Reims,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0,15.0,2026-02
League 2,2026-02-27,Harrogate,Cheltenham,1.0,1.0,9.0,5.0,0.0,2.0,0.0,0.0,21.0,11.0,2026-02
Bundesliga 2,2026-02-27,Dresden,Darmstadt,3.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,19.0,17.0,2026-02
Championship,2026-02-25,Millwall,Birmingham,3.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,11.0,5.0,2026-02
La Liga 2,2026-02-25,Ceuta,Cordoba,3.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,5.0,12.0,2026-02
Friendly,2026-02-25,Mexico,Iceland,4.0,0.0,,,,,,,,,2026-02
Championship,2026-02-25,Stoke,Oxford,2.0,1.0,8.0,7.0,2.0,1.0,0.0,0.0,21.0,9.0,2026-02
Championship,2026-02-25,Norwich,Sheffield Weds,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,19.0,4.0,2026-02
Championship,2026-02-25,Sheffield United,Coventry,1.0,2.0,7.0,3.0,3.0,2.0,0.0,0.0,22.0,11.0,2026-02
National League,2026-02-25,Hartlepool,Carlisle,3.0,1.0,,,1.0,1.0,0.0,1.0,,,2026-02
National League,2026-02-25,Gateshead,Morecambe,4.0,4.0,,,1.0,3.0,0.0,0.0,,,2026-02
National League,2026-02-25,Eastleigh,Truro,2.0,1.0,,,1.0,1.0,0.0,0.0,,,2026-02
National League,2026-02-25,Braintree Town,Aldershot,1.0,2.0,,,1.0,2.0,0.0,0.0,,,2026-02
National League,2026-02-25,Yeovil,Sutton,3.0,2.0,,,3.0,5.0,0.0,0.0,,,2026-02
Championship Escocia,2026-02-24,Dunfermline,Partick,2.0,2.0,1.0,3.0,2.0,4.0,0.0,0.0,4.0,8.0,2026-02
Premiership Escocia,2026-02-24,Dundee United,Aberdeen,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,15.0,12.0,2026-02
National League,2026-02-24,Wealdstone,Brackley Town,2.0,1.0,,,2.0,2.0,0.0,1.0,,,2026-02
National League,2026-02-24,Tamworth,Altrincham,5.0,1.0,,,1.0,4.0,0.0,2.0,,,2026-02
National League,2026-02-24,Southend,Boreham Wood,0.0,2.0,,,1.0,1.0,0.0,0.0,,,2026-02
National League,2026-02-24,Scunthorpe,York,0.0,3.0,,,3.0,3.0,0.0,0.0,,,2026-02
League 2 Escocia,2026-02-24,Dumbarton,Clyde,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,9.0,10.0,2026-02
National League,2026-02-24,Forest Green,Boston Utd,2.0,3.0,,,3.0,2.0,0.0,0.0,,,2026-02
League 2,2026-02-24,Salford,Shrewsbury,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,13.0,12.0,2026-02
League 2 Escocia,2026-02-24,Elgin,Edinburgh City,3.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,7.0,6.0,2026-02
League 2 Escocia,2026-02-24,Stirling,Annan Athletic,2.0,0.0,2.0,12.0,2.0,1.0,0.0,0.0,10.0,15.0,2026-02
League 2,2026-02-24,Accrington,Barnet,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,21.0,2026-02
National League,2026-02-24,Halifax,Rochdale,2.0,2.0,,,3.0,1.0,0.0,0.0,,,2026-02
Championship Escocia,2026-02-24,Queens Park,St Johnstone,1.0,1.0,2.0,8.0,3.0,3.0,0.0,1.0,3.0,9.0,2026-02
Championship,2026-02-24,Swansea,Preston,1.0,1.0,4.0,8.0,2.0,2.0,0.0,0.0,12.0,14.0,2026-02
League 1,2026-02-24,Northampton,Port Vale,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,2026-02
League 1,2026-02-24,Burton,Stockport,3.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,9.0,6.0,2026-02
Championship,2026-02-24,Blackburn,Bristol City,1.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,19.0,10.0,2026-02
Championship,2026-02-24,Hull,Derby,4.0,2.0,7.0,3.0,2.0,2.0,0.0,0.0,9.0,18.0,2026-02
Championship,2026-02-24,Middlesbrough,Leicester,1.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,17.0,11.0,2026-02
Championship,2026-02-24,Watford,Ipswich,0.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,11.0,11.0,2026-02
Championship,2026-02-24,West Brom,Charlton,1.0,1.0,7.0,0.0,2.0,3.0,0.0,0.0,18.0,3.0,2026-02
Championship,2026-02-24,Wrexham,Portsmouth,2.0,1.0,3.0,15.0,0.0,1.0,0.0,0.0,10.0,9.0,2026-02
Championship,2026-02-24,Southampton,QPR,5.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,14.0,5.0,2026-02
League 1,2026-02-24,Bradford,Rotherham,1.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,14.0,7.0,2026-02
Serie A,2026-02-23,Fiorentina,Pisa,1.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,15.0,7.0,2026-02
Premier League,2026-02-23,Everton,Man United,0.0,1.0,10.0,1.0,2.0,3.0,0.0,0.0,12.0,11.0,2026-02
League 2,2026-02-23,Walsall,Milton Keynes Dons,0.0,2.0,2.0,8.0,2.0,3.0,0.0,0.0,7.0,7.0,2026-02
La Liga 2,2026-02-23,Cadiz,Sociedad B,0.0,2.0,8.0,3.0,1.0,2.0,0.0,0.0,14.0,17.0,2026-02
Turkey Super Lig,2026-02-23,Fenerbahce,Kasimpasa,1.0,1.0,8.0,1.0,3.0,7.0,0.0,1.0,21.0,5.0,2026-02
Serie A,2026-02-23,Bologna,Udinese,1.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,11.0,10.0,2026-02
La Liga,2026-02-23,Alaves,Girona,2.0,2.0,7.0,6.0,2.0,2.0,0.0,0.0,17.0,10.0,2026-02
Ligue 2,2026-02-23,Le Mans,Guingamp,1.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,9.0,14.0,2026-02
Primeira Liga,2026-02-23,Famalicao,Casa Pia,2.0,0.0,7.0,7.0,3.0,2.0,0.0,0.0,24.0,7.0,2026-02
Eredivisie,2026-02-22,Utrecht,Zwolle,1.0,1.0,6.0,4.0,1.0,0.0,0.0,1.0,24.0,9.0,2026-02
La Liga,2026-02-22,Celta,Mallorca,2.0,0.0,7.0,2.0,1.0,5.0,0.0,0.0,20.0,1.0,2026-02
Ligue 1,2026-02-22,Strasbourg,Lyon,3.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,13.0,4.0,2026-02
La Liga,2026-02-22,Villarreal,Valencia,2.0,1.0,5.0,4.0,2.0,4.0,0.0,0.0,12.0,8.0,2026-02
Bundesliga 2,2026-02-22,Paderborn,Hertha,5.0,2.0,4.0,7.0,0.0,1.0,0.0,0.0,17.0,8.0,2026-02
Serie A,2026-02-22,Roma,Cremonese,3.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,23.0,2.0,2026-02
Bundesliga 2,2026-02-22,Preußen Münster,Kaiserslautern,2.0,3.0,6.0,5.0,3.0,3.0,0.0,0.0,20.0,17.0,2026-02
Primeira Liga,2026-02-22,Porto,Rio Ave,1.0,0.0,10.0,1.0,2.0,3.0,0.0,0.0,16.0,6.0,2026-02
Primeira Liga,2026-02-22,Estoril,Gil Vicente,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0,12.0,2026-02
Ligue 1,2026-02-22,Auxerre,Rennes,0.0,3.0,4.0,5.0,1.0,4.0,0.0,0.0,11.0,12.0,2026-02
Bundesliga 2,2026-02-22,Hannover,Dresden,0.0,0.0,9.0,2.0,2.0,3.0,0.0,0.0,12.0,6.0,2026-02
Eredivisie,2026-02-22,Go Ahead Eagles,Heracles,4.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,12.0,9.0,2026-02
Turkey Super Lig,2026-02-22,Gaziantep,Trabzonspor,1.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,15.0,13.0,2026-02
Eredivisie,2026-02-22,AZ Alkmaar,Sparta Rotterdam,3.0,1.0,2.0,7.0,2.0,2.0,0.0,0.0,11.0,12.0,2026-02
Eredivisie,2026-02-22,Feyenoord,Telstar,2.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,19.0,8.0,2026-02
Jupiler Pro League,2026-02-22,Genk,Standard,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,20.0,12.0,2026-02
Super League Greece,2026-02-22,OFI Crete,Panathinaikos,0.0,2.0,2.0,7.0,2.0,3.0,1.0,0.0,4.0,12.0,2026-02
Ligue 1,2026-02-22,Angers,Lille,0.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,6.0,14.0,2026-02
Serie A,2026-02-22,Milan,Parma,0.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,25.0,9.0,2026-02
Serie A,2026-02-22,Atalanta,Napoli,2.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2026-02
