League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
La Liga,2026-04-22,Elche,Ath Madrid,3.0,2.0,13.0,3.0,2.0,2.0,0.0,1.0,14.0,6.0,2026-04
Jupiler Pro League,2026-04-22,St. Gilloise,Gent,0.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,18.0,3.0,2026-04
Eredivisie,2026-04-22,Telstar,Sparta Rotterdam,4.0,1.0,6.0,5.0,2.0,0.0,0.0,0.0,11.0,10.0,2026-04
Super League Greece,2026-04-22,Larisa,Kifisia,1.0,1.0,8.0,4.0,1.0,2.0,0.0,0.0,13.0,14.0,2026-04
Ligue 1,2026-04-22,Paris SG,Nantes,3.0,0.0,7.0,6.0,2.0,1.0,0.0,0.0,14.0,11.0,2026-04
Super League Greece,2026-04-22,Panserraikos,Atromitos,0.0,4.0,6.0,7.0,5.0,1.0,0.0,0.0,8.0,14.0,2026-04
League 1,2026-04-22,Cardiff,Port Vale,1.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,14.0,6.0,2026-04
La Liga,2026-04-22,Barcelona,Celta,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,10.0,6.0,2026-04
La Liga,2026-04-22,Sociedad,Getafe,0.0,1.0,6.0,3.0,4.0,5.0,0.0,0.0,13.0,5.0,2026-04
Championship,2026-04-22,Middlesbrough,Sheffield Weds,1.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,18.0,8.0,2026-04
Championship,2026-04-22,Birmingham,Preston,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,18.0,16.0,2026-04
Premier League,2026-04-22,Burnley,Man City,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,9.0,28.0,2026-04
Premier League,2026-04-22,Bournemouth,Leeds,2.0,2.0,12.0,1.0,3.0,0.0,0.0,0.0,17.0,10.0,2026-04
Jupiler Pro League,2026-04-22,Club Brugge,Mechelen,6.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,23.0,9.0,2026-04
Super League Greece,2026-04-22,Asteras Tripolis,Panetolikos,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,17.0,6.0,2026-04
Championship,2026-04-22,Sheffield United,Blackburn,1.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,13.0,8.0,2026-04
Championship,2026-04-22,Charlton,Ipswich,1.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,6.0,13.0,2026-04
Jupiler Pro League,2026-04-21,Oud-Heverlee Leuven,Westerlo,0.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,12.0,16.0,2026-04
La Liga,2026-04-21,Real Madrid,Alaves,2.0,1.0,9.0,6.0,1.0,1.0,0.0,0.0,24.0,19.0,2026-04
League 2,2026-04-21,Cheltenham,Tranmere,1.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,11.0,14.0,2026-04
League 2,2026-04-21,Cambridge,Grimsby,1.0,2.0,6.0,5.0,0.0,2.0,0.0,0.0,17.0,10.0,2026-04
Jupiler Pro League,2026-04-21,Standard,Antwerp,1.0,2.0,6.0,4.0,1.0,2.0,0.0,0.0,15.0,17.0,2026-04
Championship,2026-04-21,Oxford,Wrexham,0.0,1.0,9.0,5.0,2.0,3.0,0.0,0.0,19.0,11.0,2026-04
Championship,2026-04-21,West Brom,Watford,3.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,14.0,8.0,2026-04
Championship,2026-04-21,Stoke,Millwall,1.0,3.0,11.0,1.0,0.0,3.0,0.0,0.0,12.0,14.0,2026-04
Championship,2026-04-21,QPR,Swansea,1.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0,12.0,17.0,2026-04
La Liga,2026-04-21,Mallorca,Valencia,1.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,20.0,10.0,2026-04
Championship,2026-04-21,Norwich,Derby,2.0,1.0,3.0,4.0,2.0,3.0,0.0,0.0,14.0,11.0,2026-04
La Liga,2026-04-21,Girona,Betis,2.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,9.0,7.0,2026-04
Championship,2026-04-21,Southampton,Bristol City,2.0,2.0,7.0,3.0,3.0,3.0,0.0,0.0,10.0,8.0,2026-04
La Liga,2026-04-21,Ath Bilbao,Osasuna,1.0,0.0,5.0,4.0,3.0,2.0,1.0,0.0,7.0,8.0,2026-04
Championship,2026-04-21,Leicester,Hull,2.0,2.0,9.0,8.0,3.0,2.0,0.0,0.0,20.0,13.0,2026-04
Championship,2026-04-21,Coventry,Portsmouth,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,15.0,4.0,2026-04
National League,2026-04-21,Hartlepool,Southend,4.0,3.0,,,0.0,2.0,0.0,0.0,,,2026-04
Championship Escocia,2026-04-21,Dunfermline,St Johnstone,0.0,2.0,3.0,7.0,2.0,1.0,0.0,0.0,3.0,10.0,2026-04
Jupiler Pro League,2026-04-21,Genk,Charleroi,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,21.0,12.0,2026-04
League 1,2026-04-21,Bradford,Plymouth,1.0,1.0,5.0,4.0,1.0,5.0,0.0,0.0,13.0,11.0,2026-04
League 1,2026-04-21,Doncaster,Lincoln,0.0,2.0,1.0,8.0,3.0,0.0,0.0,0.0,3.0,21.0,2026-04
Premier League,2026-04-21,Brighton,Chelsea,3.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,15.0,6.0,2026-04
League 1,2026-04-21,Rotherham,Luton,0.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,15.0,14.0,2026-04
League 1,2026-04-21,Stevenage,Barnsley,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,13.0,10.0,2026-04
League 1,2026-04-21,Stockport,Mansfield,0.0,1.0,6.0,5.0,3.0,5.0,0.0,0.0,16.0,9.0,2026-04
Turkey Super Lig,2026-04-20,Gaziantep,Kayserispor,3.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,20.0,17.0,2026-04
Ligue 2,2026-04-20,Dunkerque,Laval,0.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,14.0,11.0,2026-04
Primeira Liga,2026-04-20,Moreirense,Estoril,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,11.0,4.0,2026-04
La Liga 2,2026-04-20,La Coruna,Mirandes,3.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,12.0,12.0,2026-04
Serie A,2026-04-20,Lecce,Fiorentina,1.0,1.0,5.0,2.0,2.0,4.0,0.0,0.0,14.0,5.0,2026-04
Premier League,2026-04-20,Crystal Palace,West Ham,0.0,0.0,4.0,6.0,2.0,1.0,0.0,0.0,9.0,9.0,2026-04
Jupiler Pro League,2026-04-19,St. Gilloise,Club Brugge,2.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0,15.0,11.0,2026-04
Primeira Liga,2026-04-19,Porto,Tondela,2.0,0.0,8.0,3.0,4.0,6.0,0.0,0.0,22.0,5.0,2026-04
Primeira Liga,2026-04-19,Sp Braga,Famalicao,2.0,2.0,5.0,2.0,2.0,5.0,0.0,0.0,10.0,6.0,2026-04
Serie B,2026-04-19,Carrarese,Pescara,2.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,14.0,14.0,2026-04
Serie B,2026-04-19,Padova,Reggiana,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,10.0,12.0,2026-04
Premier League,2026-04-19,Aston Villa,Sunderland,4.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,15.0,10.0,2026-04
Ligue 1,2026-04-19,Nantes,Brest,1.0,1.0,11.0,0.0,2.0,2.0,1.0,0.0,17.0,4.0,2026-04
Super League Greece,2026-04-19,Panathinaikos,Olympiakos,0.0,2.0,3.0,1.0,4.0,4.0,0.0,0.0,16.0,7.0,2026-04
Bundesliga,2026-04-19,Freiburg,Heidenheim,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,17.0,13.0,2026-04
Jupiler Pro League,2026-04-19,RAAL La Louviere,Waregem,0.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,10.0,7.0,2026-04
Championship,2026-04-19,Ipswich,Middlesbrough,2.0,2.0,6.0,3.0,2.0,4.0,0.0,0.0,17.0,15.0,2026-04
Jupiler Pro League,2026-04-19,Dender,Cercle Brugge,1.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,8.0,19.0,2026-04
Jupiler Pro League,2026-04-19,Gent,St Truiden,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,13.0,12.0,2026-04
La Liga 2,2026-04-19,Sp Gijon,Cadiz,3.0,0.0,2.0,5.0,1.0,6.0,0.0,0.0,15.0,11.0,2026-04
La Liga 2,2026-04-19,Albacete,Granada,4.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,12.0,15.0,2026-04
La Liga 2,2026-04-19,Eibar,Huesca,2.0,1.0,4.0,4.0,3.0,2.0,0.0,1.0,13.0,6.0,2026-04
La Liga 2,2026-04-19,Almeria,Malaga,3.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,19.0,13.0,2026-04
La Liga 2,2026-04-19,Andorra,Valladolid,1.0,0.0,8.0,2.0,1.0,4.0,0.0,0.0,11.0,4.0,2026-04
Bundesliga,2026-04-19,M'gladbach,Mainz,1.0,1.0,0.0,6.0,5.0,2.0,0.0,0.0,9.0,17.0,2026-04
Primeira Liga,2026-04-19,Arouca,Estrela,1.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,11.0,15.0,2026-04
Primeira Liga,2026-04-19,Sp Lisbon,Benfica,1.0,2.0,3.0,8.0,2.0,1.0,0.0,0.0,19.0,14.0,2026-04
Serie B,2026-04-19,Empoli,Virtus Entella,1.0,1.0,6.0,5.0,1.0,3.0,0.0,0.0,15.0,9.0,2026-04
Bundesliga 2,2026-04-19,Braunschweig,Hertha,1.0,1.0,8.0,2.0,4.0,3.0,0.0,1.0,16.0,10.0,2026-04
Ligue 1,2026-04-19,Paris SG,Lyon,1.0,2.0,13.0,5.0,5.0,1.0,0.0,0.0,23.0,6.0,2026-04
Bundesliga 2,2026-04-19,Greuther Furth,Darmstadt,3.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0,20.0,12.0,2026-04
League 1,2026-04-19,Port Vale,Wigan,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,18.0,8.0,2026-04
Super League Greece,2026-04-19,AEK,PAOK,3.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0,20.0,8.0,2026-04
Serie A,2026-04-19,Cremonese,Torino,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,14.0,4.0,2026-04
Serie A,2026-04-19,Verona,Milan,0.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,13.0,6.0,2026-04
Serie A,2026-04-19,Pisa,Genoa,1.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,12.0,13.0,2026-04
Premier League,2026-04-19,Everton,Liverpool,1.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,10.0,14.0,2026-04
Premier League,2026-04-19,Nott'm Forest,Burnley,4.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,10.0,4.0,2026-04
Premier League,2026-04-19,Man City,Arsenal,2.0,1.0,8.0,5.0,2.0,2.0,0.0,0.0,15.0,9.0,2026-04
Serie A,2026-04-19,Juventus,Bologna,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,14.0,7.0,2026-04
Ligue 1,2026-04-19,Strasbourg,Rennes,0.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,9.0,26.0,2026-04
Ligue 1,2026-04-19,Metz,Paris FC,1.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,13.0,15.0,2026-04
Turkey Super Lig,2026-04-19,Kasimpasa,Alanyaspor,1.0,0.0,6.0,1.0,2.0,4.0,0.0,0.0,7.0,8.0,2026-04
Turkey Super Lig,2026-04-19,Samsunspor,Besiktas,2.0,1.0,1.0,7.0,5.0,2.0,0.0,0.0,14.0,14.0,2026-04
Bundesliga 2,2026-04-19,Schalke 04,Preußen Münster,4.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,24.0,4.0,2026-04
Turkey Super Lig,2026-04-19,Trabzonspor,Buyuksehyr,1.0,1.0,5.0,8.0,0.0,2.0,0.0,0.0,11.0,17.0,2026-04
Ligue 1,2026-04-19,Monaco,Auxerre,2.0,2.0,11.0,3.0,2.0,3.0,0.0,0.0,15.0,12.0,2026-04
League 1,2026-04-19,Peterboro,Burton,1.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,15.0,14.0,2026-04
Bundesliga,2026-04-19,Bayern Munich,Stuttgart,4.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,28.0,11.0,2026-04
League 2,2026-04-18,Crewe,Milton Keynes Dons,1.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,8.0,17.0,2026-04
League 2,2026-04-18,Crawley Town,Shrewsbury,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,13.0,7.0,2026-04
Premier League,2026-04-18,Tottenham,Brighton,2.0,2.0,7.0,5.0,3.0,1.0,0.0,0.0,13.0,10.0,2026-04
Premier League,2026-04-18,Chelsea,Man United,0.0,1.0,7.0,1.0,1.0,3.0,0.0,0.0,21.0,4.0,2026-04
League 2,2026-04-18,Harrogate,Colchester,1.0,0.0,7.0,5.0,4.0,1.0,0.0,0.0,13.0,16.0,2026-04
League 2,2026-04-18,Fleetwood Town,Chesterfield,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,22.0,13.0,2026-04
League 2,2026-04-18,Gillingham,Grimsby,1.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,9.0,14.0,2026-04
Championship Escocia,2026-04-18,Airdrie Utd,Partick,2.0,2.0,7.0,6.0,4.0,4.0,0.0,0.0,14.0,10.0,2026-04
League 2,2026-04-18,Notts County,Barnet,1.0,2.0,1.0,7.0,1.0,1.0,0.0,0.0,9.0,14.0,2026-04
League 2,2026-04-18,Swindon,Accrington,2.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,8.0,11.0,2026-04
League 2,2026-04-18,Cheltenham,Newport County,1.0,0.0,2.0,8.0,1.0,4.0,0.0,0.0,8.0,17.0,2026-04
Serie A,2026-04-18,Roma,Atalanta,1.0,1.0,7.0,6.0,1.0,2.0,0.0,0.0,19.0,8.0,2026-04
League 2,2026-04-18,Barrow,Walsall,1.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,10.0,18.0,2026-04
Super League Greece,2026-04-18,Panetolikos,Panserraikos,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,2026-04
Ligue 1,2026-04-18,Lille,Nice,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,9.0,5.0,2026-04
Ligue 1,2026-04-18,Angers,Le Havre,1.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,11.0,16.0,2026-04
Ligue 1,2026-04-18,Lorient,Marseille,2.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,11.0,16.0,2026-04
League 2,2026-04-18,Oldham,Salford,1.0,2.0,7.0,4.0,3.0,2.0,0.0,0.0,13.0,14.0,2026-04
League 2,2026-04-18,Tranmere,Bristol Rvs,1.0,2.0,5.0,2.0,4.0,3.0,0.0,0.0,10.0,10.0,2026-04
Super League Greece,2026-04-18,OFI Crete,Levadeiakos,2.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,14.0,12.0,2026-04
Championship,2026-04-18,Derby,Oxford,1.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,15.0,11.0,2026-04
League 2 Escocia,2026-04-18,Annan Athletic,Spartans,0.0,2.0,3.0,8.0,1.0,2.0,0.0,0.0,6.0,16.0,2026-04
Championship,2026-04-18,Wrexham,Stoke,2.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,9.0,6.0,2026-04
Championship,2026-04-18,Watford,Sheffield United,0.0,2.0,8.0,5.0,2.0,4.0,0.0,0.0,14.0,11.0,2026-04
National League,2026-04-18,Wealdstone,Scunthorpe,1.0,1.0,,,0.0,0.0,0.0,0.0,,,2026-04
Primeira Liga,2026-04-18,Gil Vicente,Guimaraes,0.0,1.0,10.0,3.0,2.0,2.0,0.0,0.0,12.0,11.0,2026-04
Bundesliga,2026-04-18,Hoffenheim,Dortmund,2.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,13.0,8.0,2026-04
League 1,2026-04-18,Northampton,Doncaster,1.0,3.0,5.0,5.0,5.0,2.0,0.0,0.0,7.0,19.0,2026-04
Championship,2026-04-18,Sheffield Weds,Charlton,1.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,9.0,12.0,2026-04
League 2 Escocia,2026-04-18,Clyde,Dumbarton,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,3.0,2026-04
League 2 Escocia,2026-04-18,East Kilbride,Edinburgh City,4.0,0.0,12.0,0.0,2.0,4.0,0.0,0.0,24.0,2.0,2026-04
League 2 Escocia,2026-04-18,Stirling,Elgin,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,12.0,11.0,2026-04
League 2 Escocia,2026-04-18,Stranraer,Forfar,0.0,1.0,5.0,1.0,2.0,5.0,0.0,0.0,10.0,4.0,2026-04
Primeira Liga,2026-04-18,Casa Pia,Santa Clara,0.0,0.0,4.0,6.0,3.0,2.0,0.0,0.0,10.0,5.0,2026-04
Primeira Liga,2026-04-18,Nacional,Alverca,1.0,0.0,4.0,8.0,2.0,1.0,0.0,0.0,10.0,8.0,2026-04
League 1,2026-04-18,Bolton,Huddersfield,3.0,3.0,6.0,4.0,4.0,5.0,1.0,0.0,24.0,9.0,2026-04
League 1,2026-04-18,Wycombe,Blackpool,0.0,1.0,10.0,6.0,2.0,2.0,0.0,1.0,15.0,5.0,2026-04
League 1,2026-04-18,Stevenage,Lincoln,2.0,2.0,2.0,8.0,1.0,3.0,0.0,0.0,6.0,7.0,2026-04
League 1,2026-04-18,Reading,Cardiff,1.0,3.0,7.0,9.0,3.0,4.0,0.0,0.0,15.0,15.0,2026-04
Turkey Super Lig,2026-04-18,Karagumruk,Eyupspor,1.0,2.0,6.0,5.0,0.0,3.0,0.0,1.0,12.0,6.0,2026-04
Turkey Super Lig,2026-04-18,Kocaelispor,Goztep,1.0,1.0,9.0,0.0,5.0,7.0,1.0,0.0,21.0,7.0,2026-04
Turkey Super Lig,2026-04-18,Genclerbirligi,Galatasaray,1.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,11.0,9.0,2026-04
League 1,2026-04-18,Barnsley,Bradford,2.0,2.0,5.0,10.0,2.0,3.0,1.0,0.0,9.0,14.0,2026-04
Bundesliga,2026-04-18,Leverkusen,Augsburg,1.0,2.0,11.0,4.0,2.0,1.0,0.0,0.0,35.0,11.0,2026-04
Bundesliga,2026-04-18,Union Berlin,Wolfsburg,1.0,2.0,11.0,4.0,1.0,1.0,0.0,0.0,25.0,5.0,2026-04
Bundesliga,2026-04-18,Werder Bremen,Hamburg,3.0,1.0,7.0,3.0,4.0,3.0,0.0,1.0,18.0,11.0,2026-04
League 1,2026-04-18,Mansfield,Luton,2.0,2.0,3.0,9.0,2.0,1.0,0.0,0.0,13.0,21.0,2026-04
League 1,2026-04-18,Leyton Orient,Rotherham,0.0,2.0,6.0,6.0,1.0,3.0,0.0,0.0,9.0,13.0,2026-04
League 1,2026-04-18,Exeter,Stockport,3.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,15.0,20.0,2026-04
League 1,2026-04-18,AFC Wimbledon,Plymouth,1.0,3.0,5.0,7.0,2.0,3.0,0.0,0.0,15.0,22.0,2026-04
Bundesliga,2026-04-18,Ein Frankfurt,RB Leipzig,1.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,16.0,19.0,2026-04
Championship,2026-04-18,Swansea,Southampton,1.0,2.0,4.0,12.0,2.0,2.0,0.0,0.0,10.0,16.0,2026-04
Jupiler Pro League,2026-04-18,Westerlo,Genk,1.0,2.0,3.0,7.0,1.0,2.0,0.0,0.0,12.0,10.0,2026-04
Super League Greece,2026-04-18,Kifisia,Asteras Tripolis,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,13.0,3.0,2026-04
Serie B,2026-04-18,Juve Stabia,Catanzaro,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,7.0,14.0,2026-04
Premier League,2026-04-18,Brentford,Fulham,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,13.0,11.0,2026-04
Super League Greece,2026-04-18,Aris,Volos NFC,3.0,2.0,4.0,5.0,5.0,5.0,0.0,0.0,22.0,11.0,2026-04
Serie B,2026-04-18,Mantova,Avellino,0.0,2.0,10.0,2.0,1.0,0.0,0.0,0.0,12.0,6.0,2026-04
Jupiler Pro League,2026-04-18,Charleroi,Standard,1.0,2.0,6.0,4.0,4.0,1.0,0.0,0.0,12.0,8.0,2026-04
National League,2026-04-18,Morecambe,Boreham Wood,0.0,3.0,,,0.0,0.0,0.0,0.0,,,2026-04
Bundesliga 2,2026-04-18,Bielefeld,Nurnberg,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,10.0,9.0,2026-04
League 1 Escocia,2026-04-18,Peterhead,Queen of Sth,1.0,1.0,7.0,5.0,3.0,4.0,0.0,0.0,8.0,10.0,2026-04
League 1 Escocia,2026-04-18,Montrose,Hamilton,0.0,2.0,5.0,14.0,0.0,1.0,0.0,0.0,7.0,10.0,2026-04
League 1 Escocia,2026-04-18,Inverness C,Kelty Hearts,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,8.0,6.0,2026-04
League 1 Escocia,2026-04-18,Cove Rangers,Stenhousemuir,2.0,0.0,4.0,3.0,1.0,5.0,0.0,0.0,5.0,9.0,2026-04
League 1 Escocia,2026-04-18,Alloa,East Fife,2.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,9.0,4.0,2026-04
La Liga 2,2026-04-18,Cultural Leonesa,Cordoba,1.0,2.0,4.0,8.0,1.0,1.0,0.0,0.0,17.0,17.0,2026-04
National League,2026-04-18,Solihull,Boston Utd,0.0,3.0,,,0.0,2.0,1.0,0.0,,,2026-04
Championship Escocia,2026-04-18,Ross County,Ayr,2.0,1.0,4.0,5.0,3.0,2.0,0.0,0.0,12.0,8.0,2026-04
Championship Escocia,2026-04-18,Morton,Queens Park,0.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,24.0,7.0,2026-04
Championship Escocia,2026-04-18,Arbroath,Raith Rvs,2.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,6.0,5.0,2026-04
La Liga 2,2026-04-18,Castellon,Burgos,3.0,1.0,7.0,1.0,5.0,2.0,0.0,0.0,14.0,7.0,2026-04
Championship,2026-04-18,Preston,West Brom,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,9.0,8.0,2026-04
Jupiler Pro League,2026-04-18,Antwerp,Oud-Heverlee Leuven,2.0,0.0,11.0,2.0,2.0,4.0,0.0,2.0,23.0,5.0,2026-04
Bundesliga 2,2026-04-18,Hannover,Paderborn,1.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,5.0,16.0,2026-04
Bundesliga 2,2026-04-18,Magdeburg,Fortuna Dusseldorf,2.0,0.0,7.0,6.0,1.0,3.0,0.0,0.0,11.0,11.0,2026-04
Bundesliga 2,2026-04-18,Dresden,Bochum,2.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,9.0,13.0,2026-04
National League,2026-04-18,Truro,Carlisle,0.0,1.0,,,0.0,0.0,0.0,0.0,,,2026-04
Premier League,2026-04-18,Leeds,Wolves,3.0,0.0,5.0,6.0,2.0,1.0,0.0,0.0,17.0,7.0,2026-04
La Liga 2,2026-04-18,Zaragoza,Ceuta,2.0,2.0,7.0,2.0,1.0,4.0,0.0,1.0,25.0,8.0,2026-04
Serie B,2026-04-18,Palermo,Cesena,2.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,17.0,14.0,2026-04
Serie A,2026-04-18,Napoli,Lazio,0.0,2.0,12.0,0.0,1.0,3.0,0.0,0.0,12.0,14.0,2026-04
Serie B,2026-04-18,Spezia,Sudtirol,6.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,19.0,5.0,2026-04
National League,2026-04-18,Braintree Town,Rochdale,1.0,2.0,,,2.0,2.0,0.0,0.0,,,2026-04
Championship,2026-04-18,Hull,Birmingham,1.0,1.0,2.0,6.0,4.0,4.0,0.0,0.0,14.0,11.0,2026-04
National League,2026-04-18,York,Yeovil,3.0,0.0,,,3.0,2.0,0.0,0.0,,,2026-04
Ligue 2,2026-04-18,Reims,Red Star,3.0,2.0,6.0,5.0,5.0,2.0,0.0,0.0,11.0,12.0,2026-04
Ligue 2,2026-04-18,Troyes,Boulogne,1.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,11.0,5.0,2026-04
Ligue 2,2026-04-18,Bastia,St Etienne,2.0,0.0,2.0,6.0,4.0,2.0,0.0,0.0,10.0,10.0,2026-04
Championship,2026-04-18,Portsmouth,Leicester,1.0,0.0,5.0,7.0,2.0,3.0,0.0,0.0,11.0,14.0,2026-04
Super League Greece,2026-04-18,Atromitos,Larisa,3.0,2.0,2.0,4.0,5.0,1.0,1.0,0.0,10.0,18.0,2026-04
Championship,2026-04-18,Bristol City,Norwich,2.0,4.0,2.0,10.0,0.0,2.0,0.0,0.0,9.0,19.0,2026-04
Championship,2026-04-18,Millwall,QPR,2.0,0.0,6.0,10.0,1.0,3.0,0.0,0.0,11.0,5.0,2026-04
Serie A,2026-04-18,Udinese,Parma,0.0,1.0,10.0,5.0,2.0,0.0,0.0,0.0,16.0,10.0,2026-04
National League,2026-04-18,Eastleigh,Tamworth,1.0,1.0,,,4.0,2.0,0.0,0.0,,,2026-04
Serie B,2026-04-18,Modena,Frosinone,1.0,2.0,2.0,6.0,3.0,4.0,0.0,0.0,19.0,20.0,2026-04
National League,2026-04-18,Sutton,Altrincham,1.0,2.0,,,1.0,5.0,0.0,0.0,,,2026-04
National League,2026-04-18,Halifax,Southend,2.0,6.0,,,2.0,1.0,0.0,0.0,,,2026-04
National League,2026-04-18,Brackley Town,Aldershot,2.0,1.0,,,3.0,0.0,0.0,0.0,,,2026-04
Serie B,2026-04-18,Bari,Venezia,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,17.0,2026-04
National League,2026-04-18,Gateshead,Woking,0.0,3.0,,,2.0,1.0,0.0,0.0,,,2026-04
National League,2026-04-18,Hartlepool,Forest Green,2.0,1.0,,,1.0,1.0,0.0,0.0,,,2026-04
Premier League,2026-04-18,Newcastle,Bournemouth,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,12.0,12.0,2026-04
Jupiler Pro League,2026-04-18,Mechelen,Anderlecht,1.0,2.0,5.0,3.0,4.0,6.0,0.0,0.0,18.0,13.0,2026-04
Turkey Super Lig,2026-04-17,Antalyaspor,Konyaspor,0.0,2.0,10.0,1.0,3.0,5.0,0.0,0.0,13.0,9.0,2026-04
Serie B,2026-04-17,Sampdoria,Monza,0.0,3.0,8.0,5.0,1.0,2.0,0.0,0.0,19.0,15.0,2026-04
Serie A,2026-04-17,Inter,Cagliari,3.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,18.0,10.0,2026-04
La Liga 2,2026-04-17,Sociedad B,Santander,1.0,3.0,2.0,2.0,5.0,3.0,0.0,0.0,17.0,11.0,2026-04
Serie A,2026-04-17,Sassuolo,Como,2.0,1.0,5.0,8.0,3.0,3.0,0.0,0.0,11.0,12.0,2026-04
Ligue 2,2026-04-17,Le Mans,Clermont,1.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,13.0,10.0,2026-04
