League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
Bundesliga,2024-09-20,Augsburg,Mainz,2.0,3.0,14.0,1.0,3.0,5.0,1.0,1.0,30.0,5.0,2024-09
La Liga 2,2024-09-20,Granada,Malaga,2.0,2.0,5.0,7.0,3.0,5.0,0.0,0.0,12.0,13.0,2024-09
Jupiler Pro League,2024-09-20,Standard,St. Gilloise,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,8.0,18.0,2024-09
Championship,2024-09-20,Stoke,Hull,1.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,14.0,13.0,2024-09
Serie A,2024-09-20,Cagliari,Empoli,0.0,2.0,10.0,4.0,1.0,2.0,0.0,0.0,21.0,9.0,2024-09
Serie A,2024-09-20,Verona,Torino,2.0,3.0,5.0,6.0,3.0,1.0,1.0,0.0,8.0,16.0,2024-09
Ligue 1,2024-09-20,Nice,St Etienne,8.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,18.0,8.0,2024-09
Serie B,2024-09-20,Catanzaro,Cremonese,1.0,2.0,4.0,6.0,2.0,4.0,0.0,0.0,8.0,18.0,2024-09
Ligue 2,2024-09-20,Amiens,Clermont,1.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,12.0,16.0,2024-09
Ligue 2,2024-09-20,Red Star,Laval,0.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,12.0,14.0,2024-09
Ligue 2,2024-09-20,Bastia,Paris FC,2.0,1.0,3.0,6.0,3.0,4.0,1.0,2.0,15.0,13.0,2024-09
Ligue 2,2024-09-20,Troyes,Rodez,0.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,14.0,17.0,2024-09
Ligue 2,2024-09-20,Dunkerque,Pau FC,3.0,2.0,5.0,5.0,4.0,5.0,0.0,0.0,14.0,16.0,2024-09
Turkey Super Lig,2024-09-20,Hatayspor,Bodrumspor,0.0,1.0,9.0,7.0,2.0,6.0,0.0,0.0,13.0,8.0,2024-09
La Liga,2024-09-20,Alaves,Sevilla,2.0,1.0,3.0,5.0,1.0,4.0,0.0,0.0,10.0,8.0,2024-09
Ligue 2,2024-09-20,Martigues,Grenoble,0.0,4.0,2.0,5.0,0.0,2.0,1.0,0.0,12.0,19.0,2024-09
Eredivisie,2024-09-20,Zwolle,AZ Alkmaar,1.0,2.0,10.0,9.0,2.0,4.0,0.0,0.0,16.0,18.0,2024-09
Bundesliga 2,2024-09-20,Schalke 04,Darmstadt,3.0,5.0,3.0,3.0,4.0,7.0,0.0,0.0,18.0,11.0,2024-09
Ligue 2,2024-09-20,Guingamp,Annecy,2.0,2.0,6.0,4.0,1.0,2.0,0.0,0.0,14.0,8.0,2024-09
Ligue 2,2024-09-20,Caen,Ajaccio,1.0,0.0,10.0,1.0,1.0,3.0,0.0,0.0,19.0,3.0,2024-09
Turkey Super Lig,2024-09-19,Trabzonspor,Kayserispor,2.0,2.0,8.0,3.0,0.0,6.0,0.0,1.0,21.0,10.0,2024-09
La Liga,2024-09-19,Leganes,Ath Bilbao,0.0,2.0,4.0,7.0,3.0,0.0,0.0,0.0,14.0,10.0,2024-09
La Liga,2024-09-18,Betis,Getafe,2.0,1.0,8.0,4.0,3.0,5.0,0.0,0.0,18.0,15.0,2024-09
Turkey Super Lig,2024-09-18,Samsunspor,Buyuksehyr,2.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,13.0,15.0,2024-09
Eredivisie,2024-09-18,Ajax,For Sittard,5.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,25.0,4.0,2024-09
La Liga,2024-09-17,Mallorca,Sociedad,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,10.0,13.0,2024-09
Turkey Super Lig,2024-09-17,Galatasaray,Gaziantep,3.0,1.0,11.0,4.0,1.0,1.0,0.0,0.0,25.0,6.0,2024-09
Eredivisie,2024-09-17,Twente,Heerenveen,2.0,0.0,6.0,3.0,2.0,2.0,0.0,0.0,18.0,12.0,2024-09
League 2 Escocia,2024-09-17,Elgin,Spartans,1.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,10.0,10.0,2024-09
Jupiler Pro League,2024-09-17,Anderlecht,Genk,0.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,18.0,19.0,2024-09
National League,2024-09-17,Fylde,Southend,2.0,1.0,,,0.0,2.0,0.0,0.0,,,2024-09
La Liga,2024-09-16,Vallecano,Osasuna,3.0,1.0,7.0,4.0,3.0,2.0,0.0,0.0,17.0,5.0,2024-09
Turkey Super Lig,2024-09-16,Antalyaspor,Ad. Demirspor,2.0,1.0,8.0,4.0,1.0,2.0,0.0,0.0,12.0,16.0,2024-09
Super League Greece,2024-09-16,AEK,Volos NFC,2.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,9.0,8.0,2024-09
Primeira Liga,2024-09-16,Estrela,Boavista,2.0,2.0,9.0,2.0,3.0,4.0,0.0,0.0,20.0,12.0,2024-09
Ligue 2,2024-09-16,Grenoble,Caen,3.0,1.0,9.0,5.0,1.0,4.0,0.0,0.0,12.0,6.0,2024-09
Serie A,2024-09-16,Lazio,Verona,2.0,1.0,9.0,6.0,2.0,2.0,0.0,0.0,14.0,7.0,2024-09
La Liga 2,2024-09-16,Almeria,Castellon,2.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,17.0,10.0,2024-09
League 1,2024-09-16,Birmingham,Wrexham,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,8.0,5.0,2024-09
Serie A,2024-09-16,Parma,Udinese,2.0,3.0,5.0,6.0,2.0,3.0,1.0,0.0,9.0,18.0,2024-09
La Liga,2024-09-15,Girona,Barcelona,1.0,4.0,1.0,6.0,3.0,2.0,0.0,1.0,9.0,20.0,2024-09
La Liga 2,2024-09-15,Mirandes,Albacete,2.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,18.0,6.0,2024-09
La Liga,2024-09-15,Ath Madrid,Valencia,3.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,14.0,5.0,2024-09
Serie B,2024-09-15,Carrarese,Sassuolo,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,14.0,16.0,2024-09
Serie B,2024-09-15,Cosenza,Sampdoria,2.0,1.0,1.0,9.0,3.0,2.0,0.0,0.0,11.0,10.0,2024-09
Ligue 1,2024-09-15,Rennes,Montpellier,3.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,11.0,12.0,2024-09
Ligue 1,2024-09-15,Nantes,Reims,1.0,2.0,6.0,3.0,3.0,1.0,0.0,0.0,18.0,11.0,2024-09
Ligue 1,2024-09-15,Strasbourg,Angers,1.0,1.0,6.0,9.0,4.0,1.0,0.0,0.0,10.0,12.0,2024-09
Ligue 1,2024-09-15,Toulouse,Le Havre,2.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,15.0,5.0,2024-09
La Liga,2024-09-15,Las Palmas,Ath Bilbao,2.0,3.0,9.0,3.0,1.0,2.0,0.0,1.0,15.0,9.0,2024-09
La Liga 2,2024-09-15,Oviedo,Cartagena,1.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,16.0,5.0,2024-09
La Liga,2024-09-15,Celta,Valladolid,3.0,1.0,5.0,3.0,3.0,5.0,0.0,1.0,14.0,6.0,2024-09
Ligue 1,2024-09-15,Lens,Lyon,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,2024-09
La Liga 2,2024-09-15,Cadiz,Ferrol,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,13.0,16.0,2024-09
La Liga 2,2024-09-15,Elche,Granada,2.0,2.0,3.0,6.0,1.0,4.0,0.0,0.0,13.0,10.0,2024-09
Serie B,2024-09-15,Reggiana,Sudtirol,1.0,3.0,10.0,5.0,0.0,2.0,0.0,0.0,22.0,16.0,2024-09
La Liga 2,2024-09-15,Burgos,Zaragoza,1.0,0.0,6.0,7.0,3.0,3.0,0.0,0.0,16.0,13.0,2024-09
Bundesliga,2024-09-15,Augsburg,St Pauli,3.0,1.0,7.0,7.0,4.0,3.0,0.0,0.0,18.0,12.0,2024-09
Bundesliga,2024-09-15,Mainz,Werder Bremen,1.0,2.0,10.0,4.0,3.0,1.0,0.0,1.0,11.0,11.0,2024-09
Serie B,2024-09-15,Salernitana,Pisa,2.0,3.0,8.0,0.0,3.0,3.0,0.0,0.0,12.0,8.0,2024-09
Premiership Escocia,2024-09-15,Dundee United,Rangers,0.0,1.0,4.0,4.0,4.0,6.0,0.0,0.0,5.0,11.0,2024-09
Super League Greece,2024-09-15,OFI Crete,Aris,3.0,2.0,6.0,7.0,3.0,2.0,0.0,0.0,10.0,15.0,2024-09
Turkey Super Lig,2024-09-15,Trabzonspor,Besiktas,1.0,1.0,1.0,13.0,2.0,3.0,1.0,0.0,5.0,14.0,2024-09
Serie A,2024-09-15,Cagliari,Napoli,0.0,4.0,7.0,4.0,1.0,2.0,0.0,0.0,16.0,12.0,2024-09
Jupiler Pro League,2024-09-15,Charleroi,Beerschot VA,3.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,24.0,12.0,2024-09
Eredivisie,2024-09-15,Willem II,Waalwijk,3.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,13.0,10.0,2024-09
Turkey Super Lig,2024-09-15,Kasimpasa,Fenerbahce,0.0,2.0,6.0,5.0,3.0,1.0,0.0,0.0,13.0,6.0,2024-09
Super League Greece,2024-09-15,Panserraikos,Levadeiakos,2.0,2.0,2.0,5.0,6.0,4.0,0.0,1.0,7.0,8.0,2024-09
Super League Greece,2024-09-15,Olympiakos,Panetolikos,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,20.0,7.0,2024-09
Serie A,2024-09-15,Genoa,Roma,1.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,20.0,16.0,2024-09
Turkey Super Lig,2024-09-15,Alanyaspor,Hatayspor,0.0,0.0,5.0,4.0,3.0,1.0,0.0,0.0,8.0,9.0,2024-09
Serie A,2024-09-15,Atalanta,Fiorentina,3.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,13.0,13.0,2024-09
Serie A,2024-09-15,Torino,Lecce,0.0,0.0,2.0,7.0,1.0,3.0,0.0,0.0,5.0,20.0,2024-09
Turkey Super Lig,2024-09-15,Kayserispor,Eyupspor,2.0,2.0,6.0,8.0,4.0,2.0,0.0,0.0,10.0,10.0,2024-09
Super League Greece,2024-09-15,PAOK,Panathinaikos,0.0,0.0,6.0,4.0,1.0,3.0,0.0,0.0,10.0,5.0,2024-09
Bundesliga 2,2024-09-15,Greuther Furth,Elversberg,0.0,0.0,8.0,6.0,3.0,1.0,0.0,0.0,10.0,15.0,2024-09
Jupiler Pro League,2024-09-15,Gent,Mechelen,2.0,0.0,7.0,4.0,2.0,4.0,0.0,1.0,22.0,12.0,2024-09
Serie A,2024-09-15,Monza,Inter,1.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,5.0,16.0,2024-09
Jupiler Pro League,2024-09-15,St Truiden,Oud-Heverlee Leuven,2.0,1.0,8.0,7.0,3.0,1.0,0.0,0.0,7.0,21.0,2024-09
Eredivisie,2024-09-15,Sparta Rotterdam,Go Ahead Eagles,1.0,2.0,5.0,13.0,1.0,1.0,0.0,0.0,16.0,16.0,2024-09
Primeira Liga,2024-09-15,Estoril,Nacional,1.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,11.0,15.0,2024-09
Bundesliga 2,2024-09-15,Hamburg,Regensburg,5.0,0.0,5.0,4.0,4.0,5.0,0.0,0.0,16.0,4.0,2024-09
Bundesliga 2,2024-09-15,Hertha,Fortuna Dusseldorf,0.0,2.0,6.0,4.0,4.0,3.0,0.0,0.0,12.0,11.0,2024-09
Primeira Liga,2024-09-15,Porto,Farense,2.0,1.0,11.0,0.0,2.0,3.0,0.0,0.0,23.0,12.0,2024-09
Eredivisie,2024-09-15,Heracles,Almere City,0.0,0.0,10.0,2.0,1.0,2.0,0.0,0.0,23.0,10.0,2024-09
Premier League,2024-09-15,Tottenham,Arsenal,0.0,1.0,7.0,6.0,5.0,3.0,0.0,0.0,15.0,7.0,2024-09
Primeira Liga,2024-09-15,Sp Braga,Guimaraes,0.0,2.0,6.0,4.0,3.0,3.0,1.0,0.0,5.0,10.0,2024-09
Premier League,2024-09-15,Wolves,Newcastle,1.0,2.0,4.0,7.0,3.0,3.0,0.0,0.0,12.0,14.0,2024-09
Championship,2024-09-15,Portsmouth,West Brom,0.0,3.0,10.0,4.0,5.0,2.0,0.0,0.0,14.0,19.0,2024-09
Jupiler Pro League,2024-09-15,Antwerp,St. Gilloise,2.0,0.0,3.0,6.0,2.0,3.0,0.0,1.0,11.0,10.0,2024-09
Premier League,2024-09-14,Brighton,Ipswich,0.0,0.0,9.0,2.0,4.0,3.0,0.0,0.0,21.0,6.0,2024-09
La Liga,2024-09-14,Mallorca,Villarreal,1.0,2.0,7.0,6.0,3.0,3.0,1.0,0.0,10.0,21.0,2024-09
Premier League,2024-09-14,Southampton,Man United,0.0,3.0,0.0,7.0,1.0,4.0,1.0,0.0,6.0,20.0,2024-09
La Liga,2024-09-14,Espanol,Alaves,3.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,9.0,19.0,2024-09
La Liga,2024-09-14,Sevilla,Getafe,1.0,0.0,3.0,4.0,3.0,4.0,1.0,0.0,10.0,15.0,2024-09
La Liga,2024-09-14,Sociedad,Real Madrid,0.0,2.0,6.0,6.0,4.0,1.0,0.0,0.0,11.0,16.0,2024-09
Premier League,2024-09-14,Man City,Brentford,2.0,1.0,12.0,3.0,3.0,1.0,0.0,0.0,18.0,8.0,2024-09
Premier League,2024-09-14,Crystal Palace,Leicester,2.0,2.0,5.0,2.0,0.0,3.0,0.0,0.0,20.0,9.0,2024-09
La Liga 2,2024-09-14,Eibar,Tenerife,1.0,0.0,4.0,6.0,1.0,2.0,0.0,0.0,5.0,7.0,2024-09
La Liga 2,2024-09-14,Levante,Eldense,3.0,1.0,10.0,2.0,2.0,7.0,0.0,2.0,26.0,5.0,2024-09
La Liga 2,2024-09-14,Malaga,Huesca,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,13.0,7.0,2024-09
La Liga 2,2024-09-14,Santander,Sp Gijon,1.0,0.0,5.0,4.0,2.0,5.0,0.0,0.0,13.0,8.0,2024-09
Eredivisie,2024-09-14,PSV Eindhoven,Nijmegen,2.0,0.0,15.0,3.0,0.0,1.0,0.0,1.0,26.0,2.0,2024-09
Super League Greece,2024-09-14,Asteras Tripolis,Atromitos,1.0,2.0,6.0,1.0,1.0,5.0,0.0,0.0,15.0,8.0,2024-09
Ligue 1,2024-09-14,Paris SG,Brest,3.0,1.0,9.0,1.0,2.0,3.0,0.0,0.0,22.0,5.0,2024-09
Serie B,2024-09-14,Bari,Mantova,2.0,0.0,5.0,5.0,3.0,2.0,0.0,1.0,13.0,9.0,2024-09
Serie B,2024-09-14,Brescia,Frosinone,4.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,14.0,8.0,2024-09
Premier League,2024-09-14,Liverpool,Nott'm Forest,0.0,1.0,7.0,2.0,4.0,4.0,0.0,0.0,14.0,5.0,2024-09
Premiership Escocia,2024-09-14,St Mirren,Kilmarnock,2.0,2.0,3.0,10.0,2.0,3.0,0.0,1.0,14.0,11.0,2024-09
Premiership Escocia,2024-09-14,Hibernian,St Johnstone,2.0,0.0,5.0,7.0,1.0,4.0,0.0,1.0,17.0,5.0,2024-09
National League,2024-09-14,Boston Utd,Aldershot,1.0,1.0,,,5.0,2.0,0.0,0.0,,,2024-09
Bundesliga 2,2024-09-14,Darmstadt,Braunschweig,1.0,1.0,2.0,10.0,1.0,7.0,0.0,0.0,15.0,14.0,2024-09
Bundesliga 2,2024-09-14,Hannover,Kaiserslautern,3.0,1.0,10.0,3.0,5.0,3.0,0.0,0.0,18.0,14.0,2024-09
Bundesliga 2,2024-09-14,Ulm,Nurnberg,1.0,2.0,2.0,6.0,5.0,6.0,0.0,1.0,12.0,15.0,2024-09
Bundesliga 2,2024-09-14,FC Koln,Magdeburg,1.0,2.0,10.0,2.0,4.0,3.0,0.0,0.0,33.0,11.0,2024-09
Ligue 1,2024-09-14,Marseille,Nice,2.0,0.0,1.0,2.0,5.0,2.0,1.0,0.0,10.0,12.0,2024-09
Ligue 1,2024-09-14,Auxerre,Monaco,0.0,3.0,1.0,6.0,3.0,0.0,0.0,0.0,13.0,19.0,2024-09
Serie A,2024-09-14,Empoli,Juventus,0.0,0.0,4.0,8.0,1.0,2.0,0.0,0.0,8.0,15.0,2024-09
Serie A,2024-09-14,Milan,Venezia,4.0,0.0,6.0,1.0,1.0,3.0,0.0,1.0,12.0,6.0,2024-09
Jupiler Pro League,2024-09-14,Anderlecht,Westerlo,2.0,2.0,3.0,4.0,4.0,5.0,0.0,0.0,25.0,17.0,2024-09
Serie A,2024-09-14,Como,Bologna,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,14.0,14.0,2024-09
Championship Escocia,2024-09-14,Ayr,Partick,1.0,1.0,3.0,11.0,3.0,3.0,0.0,0.0,10.0,7.0,2024-09
Premier League,2024-09-14,Fulham,West Ham,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,21.0,11.0,2024-09
League 2 Escocia,2024-09-14,Spartans,Forfar,1.0,0.0,8.0,9.0,1.0,3.0,0.0,0.0,10.0,10.0,2024-09
League 2 Escocia,2024-09-14,Peterhead,Stirling,2.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,12.0,6.0,2024-09
League 2 Escocia,2024-09-14,Elgin,Bonnyrigg Rose,2.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,13.0,4.0,2024-09
League 2 Escocia,2024-09-14,Clyde,Edinburgh City,1.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,13.0,11.0,2024-09
League 1 Escocia,2024-09-14,Queen of Sth,Arbroath,2.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,11.0,6.0,2024-09
League 1 Escocia,2024-09-14,Montrose,Stenhousemuir,3.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,10.0,10.0,2024-09
League 1 Escocia,2024-09-14,Kelty Hearts,Cove Rangers,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,13.0,2024-09
League 1 Escocia,2024-09-14,Annan Athletic,Dumbarton,1.0,1.0,12.0,7.0,2.0,3.0,0.0,1.0,16.0,10.0,2024-09
League 1 Escocia,2024-09-14,Alloa,Inverness C,2.0,2.0,6.0,4.0,1.0,2.0,0.0,0.0,6.0,10.0,2024-09
Championship Escocia,2024-09-14,Queens Park,Morton,1.0,0.0,8.0,6.0,5.0,4.0,0.0,0.0,14.0,5.0,2024-09
Championship Escocia,2024-09-14,Livingston,Hamilton,3.0,0.0,5.0,3.0,4.0,4.0,0.0,0.0,13.0,1.0,2024-09
Championship Escocia,2024-09-14,Airdrie Utd,Falkirk,0.0,2.0,3.0,14.0,3.0,4.0,0.0,0.0,11.0,22.0,2024-09
Premier League,2024-09-14,Bournemouth,Chelsea,0.0,1.0,6.0,3.0,6.0,8.0,0.0,0.0,19.0,10.0,2024-09
Eredivisie,2024-09-14,Twente,Zwolle,1.0,1.0,8.0,4.0,1.0,1.0,0.0,0.0,23.0,5.0,2024-09
League 2,2024-09-14,Salford,Cheltenham,2.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,9.0,13.0,2024-09
Jupiler Pro League,2024-09-14,Kortrijk,Club Brugge,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,6.0,19.0,2024-09
Jupiler Pro League,2024-09-14,Cercle Brugge,Genk,2.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0,10.0,24.0,2024-09
Eredivisie,2024-09-14,NAC Breda,For Sittard,1.0,0.0,3.0,8.0,2.0,1.0,0.0,0.0,13.0,10.0,2024-09
Super League Greece,2024-09-14,Lamia,Athens Kallithea,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,9.0,10.0,2024-09
Eredivisie,2024-09-14,Groningen,Feyenoord,2.0,2.0,5.0,6.0,3.0,2.0,0.0,0.0,11.0,15.0,2024-09
League 2 Escocia,2024-09-14,Stranraer,East Fife,2.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,13.0,8.0,2024-09
Serie B,2024-09-14,Juve Stabia,Palermo,1.0,3.0,6.0,2.0,2.0,3.0,0.0,0.0,14.0,9.0,2024-09
Serie B,2024-09-14,Cremonese,Spezia,1.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,9.0,11.0,2024-09
Serie B,2024-09-14,Cittadella,Catanzaro,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,13.0,5.0,2024-09
Premier League,2024-09-14,Aston Villa,Everton,3.0,2.0,6.0,2.0,1.0,4.0,0.0,0.0,17.0,6.0,2024-09
League 2,2024-09-14,Walsall,Bradford,2.0,1.0,7.0,6.0,1.0,5.0,0.0,0.0,12.0,5.0,2024-09
Premiership Escocia,2024-09-14,Aberdeen,Motherwell,2.0,1.0,6.0,5.0,4.0,5.0,0.0,0.0,11.0,13.0,2024-09
League 2,2024-09-14,Port Vale,Chesterfield,1.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,13.0,5.0,2024-09
National League,2024-09-14,Tamworth,Maidenhead,3.0,1.0,,,0.0,2.0,0.0,0.0,,,2024-09
National League,2024-09-14,Halifax,Eastleigh,3.0,1.0,,,1.0,2.0,0.0,0.0,,,2024-09
National League,2024-09-14,Forest Green,Wealdstone,2.0,2.0,,,1.0,2.0,0.0,0.0,,,2024-09
League 1,2024-09-14,Mansfield,Cambridge,2.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,15.0,16.0,2024-09
League 1,2024-09-14,Northampton,Wycombe,1.0,2.0,5.0,2.0,2.0,4.0,0.0,0.0,5.0,14.0,2024-09
League 1,2024-09-14,Blackpool,Exeter,2.0,1.0,11.0,5.0,7.0,4.0,0.0,0.0,15.0,11.0,2024-09
League 1,2024-09-14,Bolton,Huddersfield,0.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,5.0,16.0,2024-09
League 1,2024-09-14,Bristol Rvs,Wigan,0.0,4.0,5.0,4.0,0.0,1.0,1.0,0.0,11.0,23.0,2024-09
League 1,2024-09-14,Crawley Town,Stockport,1.0,1.0,5.0,6.0,2.0,2.0,0.0,0.0,10.0,11.0,2024-09
League 1,2024-09-14,Peterboro,Lincoln,1.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,9.0,8.0,2024-09
League 1,2024-09-14,Reading,Leyton Orient,0.0,1.0,1.0,7.0,0.0,6.0,0.0,0.0,11.0,12.0,2024-09
National League,2024-09-14,Southend,Sutton,1.0,3.0,,,2.0,5.0,0.0,0.0,,,2024-09
Eredivisie,2024-09-14,AZ Alkmaar,Heerenveen,9.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,26.0,15.0,2024-09
National League,2024-09-14,Barnet,Braintree Town,3.0,1.0,,,1.0,3.0,0.0,0.0,,,2024-09
Primeira Liga,2024-09-14,Casa Pia,Moreirense,3.0,1.0,4.0,5.0,5.0,2.0,0.0,0.0,16.0,12.0,2024-09
Championship,2024-09-14,Millwall,Luton,0.0,1.0,6.0,4.0,2.0,3.0,0.0,0.0,11.0,10.0,2024-09
Championship,2024-09-14,Middlesbrough,Preston,1.0,1.0,9.0,2.0,0.0,5.0,0.0,0.0,16.0,6.0,2024-09
Primeira Liga,2024-09-14,Famalicao,Gil Vicente,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,13.0,8.0,2024-09
Championship,2024-09-14,Leeds,Burnley,0.0,1.0,9.0,3.0,3.0,4.0,0.0,1.0,17.0,7.0,2024-09
Championship,2024-09-14,Sheffield Weds,QPR,1.0,1.0,11.0,4.0,0.0,3.0,0.0,0.0,13.0,13.0,2024-09
Primeira Liga,2024-09-14,Benfica,Santa Clara,4.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,15.0,6.0,2024-09
Primeira Liga,2024-09-14,AVS,Rio Ave,1.0,0.0,4.0,11.0,4.0,2.0,0.0,0.0,11.0,17.0,2024-09
Championship,2024-09-14,Plymouth,Sunderland,3.0,2.0,3.0,5.0,4.0,4.0,0.0,0.0,13.0,17.0,2024-09
National League,2024-09-14,Ebbsfleet,Hartlepool,1.0,0.0,,,1.0,2.0,0.0,0.0,,,2024-09
Championship,2024-09-14,Blackburn,Bristol City,3.0,0.0,6.0,6.0,0.0,4.0,0.0,0.0,9.0,8.0,2024-09
Championship,2024-09-14,Derby,Cardiff,1.0,0.0,7.0,6.0,2.0,3.0,0.0,0.0,12.0,9.0,2024-09
Championship,2024-09-14,Watford,Coventry,1.0,1.0,6.0,10.0,2.0,2.0,0.0,0.0,18.0,17.0,2024-09
Championship,2024-09-14,Swansea,Norwich,1.0,0.0,4.0,5.0,2.0,3.0,0.0,0.0,9.0,13.0,2024-09
National League,2024-09-14,Rochdale,Solihull,1.0,2.0,,,1.0,2.0,0.0,0.0,,,2024-09
Championship,2024-09-14,Oxford,Stoke,1.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,14.0,9.0,2024-09
League 1,2024-09-14,Shrewsbury,Charlton,0.0,1.0,7.0,7.0,1.0,3.0,0.0,0.0,15.0,8.0,2024-09
League 2,2024-09-14,Grimsby,Barrow,1.0,2.0,7.0,6.0,3.0,3.0,0.0,0.0,9.0,16.0,2024-09
National League,2024-09-14,Woking,Oldham,1.0,3.0,,,1.0,1.0,0.0,0.0,,,2024-09
League 2,2024-09-14,Morecambe,Colchester,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,10.0,23.0,2024-09
League 2,2024-09-14,Gillingham,Tranmere,3.0,0.0,5.0,10.0,2.0,0.0,1.0,0.0,12.0,19.0,2024-09
League 2,2024-09-14,Carlisle,Fleetwood Town,2.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,9.0,13.0,2024-09
League 2,2024-09-14,Bromley,Notts County,2.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,13.0,14.0,2024-09
League 2,2024-09-14,Accrington,Crewe,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,7.0,2024-09
League 2,2024-09-14,Swindon,Newport County,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,3.0,2024-09
Turkey Super Lig,2024-09-14,Samsunspor,Konyaspor,0.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,12.0,6.0,2024-09
Turkey Super Lig,2024-09-14,Sivasspor,Gaziantep,3.0,2.0,3.0,5.0,5.0,6.0,1.0,0.0,16.0,14.0,2024-09
Turkey Super Lig,2024-09-14,Bodrumspor,Buyuksehyr,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,11.0,2024-09
Ligue 2,2024-09-14,Paris FC,Metz,1.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,13.0,7.0,2024-09
League 2,2024-09-14,AFC Wimbledon,Milton Keynes Dons,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,8.0,2024-09
Turkey Super Lig,2024-09-14,Galatasaray,Rizespor,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,2024-09
Premiership Escocia,2024-09-14,Ross County,Dundee,2.0,0.0,3.0,8.0,2.0,1.0,0.0,0.0,9.0,8.0,2024-09
Bundesliga,2024-09-14,M'gladbach,Stuttgart,1.0,3.0,6.0,2.0,2.0,2.0,0.0,0.0,15.0,12.0,2024-09
National League,2024-09-14,Yeovil,Altrincham,0.0,0.0,,,2.0,0.0,0.0,0.0,,,2024-09
National League,2024-09-14,York,Fylde,3.0,0.0,,,3.0,2.0,0.0,1.0,,,2024-09
