League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
League 2 Escocia,2025-02-08,Spartans,East Fife,0.0,1.0,7.0,4.0,2.0,0.0,0.0,0.0,10.0,14.0,2025-02
Ligue 1,2025-02-08,St Etienne,Rennes,0.0,2.0,2.0,4.0,1.0,5.0,0.0,0.0,9.0,21.0,2025-02
Jupiler Pro League,2025-02-08,Dender,St Truiden,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,14.0,9.0,2025-02
Friendly,2025-02-08,Chile,Panama,6.0,1.0,,,,,,,,,2025-02
League 2 Escocia,2025-02-08,Stirling,Elgin,3.0,1.0,2.0,8.0,2.0,1.0,0.0,0.0,11.0,12.0,2025-02
National League,2025-02-08,Dag and Red,Yeovil,1.0,1.0,,,2.0,4.0,0.0,0.0,,,2025-02
Super League Greece,2025-02-08,Volos NFC,Panetolikos,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,13.0,7.0,2025-02
National League,2025-02-08,Tamworth,Halifax,1.0,2.0,,,1.0,3.0,0.0,0.0,,,2025-02
National League,2025-02-08,York,Woking,3.0,0.0,,,0.0,2.0,0.0,0.0,,,2025-02
National League,2025-02-08,Wealdstone,Gateshead,0.0,4.0,,,4.0,1.0,0.0,0.0,,,2025-02
National League,2025-02-08,Boston Utd,Barnet,0.0,0.0,,,1.0,2.0,0.0,1.0,,,2025-02
National League,2025-02-08,Altrincham,Braintree Town,3.0,1.0,,,2.0,0.0,1.0,0.0,,,2025-02
National League,2025-02-08,Sutton,Hartlepool,1.0,2.0,,,1.0,2.0,0.0,0.0,,,2025-02
National League,2025-02-08,Solihull,Oldham,0.0,1.0,,,2.0,2.0,0.0,0.0,,,2025-02
National League,2025-02-08,Rochdale,Ebbsfleet,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2025-02
National League,2025-02-08,Maidenhead,Southend,1.0,0.0,,,2.0,1.0,0.0,0.0,,,2025-02
National League,2025-02-08,Forest Green,Eastleigh,2.0,1.0,,,0.0,0.0,0.0,0.0,,,2025-02
Serie B,2025-02-08,Sampdoria,Modena,1.0,0.0,7.0,4.0,4.0,3.0,0.0,0.0,19.0,11.0,2025-02
League 1,2025-02-08,Bolton,Crawley Town,4.0,3.0,4.0,5.0,1.0,3.0,0.0,1.0,17.0,11.0,2025-02
League 1,2025-02-08,Huddersfield,Reading,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,16.0,10.0,2025-02
Eredivisie,2025-02-08,Groningen,Nijmegen,2.0,1.0,7.0,6.0,1.0,0.0,1.0,0.0,17.0,14.0,2025-02
Championship Escocia,2025-02-08,Falkirk,Partick,5.0,2.0,9.0,3.0,0.0,2.0,0.0,1.0,20.0,5.0,2025-02
League 1 Escocia,2025-02-08,Stenhousemuir,Queen of Sth,2.0,1.0,2.0,6.0,2.0,2.0,0.0,0.0,7.0,13.0,2025-02
Eredivisie,2025-02-08,Heracles,Go Ahead Eagles,4.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,24.0,11.0,2025-02
Ligue 1,2025-02-08,Nice,Lens,2.0,0.0,7.0,3.0,1.0,4.0,0.0,1.0,16.0,12.0,2025-02
Turkey Super Lig,2025-02-08,Sivasspor,Besiktas,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,13.0,2025-02
Bundesliga,2025-02-08,Hoffenheim,Union Berlin,0.0,4.0,8.0,4.0,2.0,1.0,0.0,0.0,16.0,22.0,2025-02
Super League Greece,2025-02-08,OFI Crete,PAOK,0.0,5.0,4.0,5.0,2.0,3.0,1.0,0.0,6.0,23.0,2025-02
League 1,2025-02-08,Burton,Blackpool,1.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,11.0,16.0,2025-02
Eredivisie,2025-02-08,PSV Eindhoven,Willem II,1.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,15.0,8.0,2025-02
Serie A,2025-02-08,Verona,Atalanta,0.0,5.0,7.0,2.0,2.0,1.0,0.0,0.0,18.0,17.0,2025-02
Eredivisie,2025-02-08,Feyenoord,Sparta Rotterdam,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,14.0,2025-02
League 1,2025-02-08,Charlton,Stevenage,2.0,0.0,10.0,1.0,1.0,2.0,0.0,0.0,15.0,3.0,2025-02
Bundesliga,2025-02-08,Freiburg,Heidenheim,1.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,9.0,11.0,2025-02
Ligue 1,2025-02-08,Lille,Le Havre,1.0,2.0,8.0,10.0,2.0,1.0,0.0,0.0,14.0,14.0,2025-02
Turkey Super Lig,2025-02-08,Kayserispor,Konyaspor,3.0,2.0,4.0,7.0,3.0,3.0,0.0,1.0,14.0,18.0,2025-02
Serie B,2025-02-08,Pisa,Cittadella,0.0,1.0,11.0,1.0,1.0,3.0,0.0,0.0,11.0,5.0,2025-02
Serie A,2025-02-08,Empoli,Milan,0.0,2.0,2.0,6.0,2.0,4.0,1.0,1.0,8.0,16.0,2025-02
Serie A,2025-02-08,Torino,Genoa,1.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,10.0,6.0,2025-02
Bundesliga,2025-02-08,Dortmund,Stuttgart,1.0,2.0,9.0,4.0,5.0,2.0,1.0,0.0,16.0,4.0,2025-02
Ligue 1,2025-02-07,Nantes,Brest,0.0,2.0,12.0,4.0,3.0,2.0,0.0,0.0,15.0,10.0,2025-02
Ligue 2,2025-02-07,Grenoble,Red Star,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,10.0,10.0,2025-02
Bundesliga 2,2025-02-07,Greuther Furth,Regensburg,2.0,1.0,9.0,3.0,1.0,3.0,0.0,0.0,19.0,12.0,2025-02
Ligue 1,2025-02-07,Paris SG,Monaco,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,9.0,2025-02
Ligue 2,2025-02-07,Laval,Annecy,0.0,1.0,5.0,2.0,2.0,3.0,0.0,0.0,9.0,7.0,2025-02
Ligue 2,2025-02-07,Martigues,Troyes,1.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,8.0,16.0,2025-02
Ligue 2,2025-02-07,Paris FC,Pau FC,3.0,1.0,4.0,6.0,2.0,2.0,0.0,0.0,8.0,13.0,2025-02
Serie B,2025-02-07,Brescia,Salernitana,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,7.0,2025-02
Ligue 2,2025-02-07,Rodez,Bastia,0.0,2.0,9.0,2.0,5.0,2.0,0.0,0.0,9.0,13.0,2025-02
Primeira Liga,2025-02-07,Porto,Sp Lisbon,1.0,1.0,6.0,3.0,3.0,4.0,0.0,2.0,17.0,13.0,2025-02
Bundesliga 2,2025-02-07,Preußen Münster,Hamburg,1.0,2.0,3.0,7.0,3.0,2.0,0.0,0.0,5.0,14.0,2025-02
La Liga 2,2025-02-07,Albacete,Zaragoza,2.0,1.0,6.0,2.0,4.0,3.0,0.0,0.0,14.0,11.0,2025-02
Jupiler Pro League,2025-02-07,Mechelen,Gent,3.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,16.0,15.0,2025-02
Bundesliga,2025-02-07,Bayern Munich,Werder Bremen,3.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,21.0,2.0,2025-02
League 1,2025-02-07,Mansfield,Northampton,0.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,20.0,10.0,2025-02
La Liga,2025-02-07,Vallecano,Valladolid,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,20.0,8.0,2025-02
Serie A,2025-02-07,Como,Juventus,1.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,16.0,8.0,2025-02
Friendly,2025-02-07,Jamaica,Trinidad and Tobago,1.0,0.0,,,,,,,,,2025-02
Turkey Super Lig,2025-02-07,Samsunspor,Hatayspor,2.0,0.0,4.0,7.0,1.0,2.0,0.0,0.0,16.0,14.0,2025-02
League 2,2025-02-06,Chesterfield,Doncaster,5.0,2.0,7.0,7.0,2.0,4.0,0.0,0.0,10.0,21.0,2025-02
Serie A,2025-02-06,Fiorentina,Inter,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,11.0,2025-02
Premiership Escocia,2025-02-05,Celtic,Dundee,6.0,0.0,6.0,3.0,1.0,4.0,0.0,0.0,18.0,5.0,2025-02
Championship,2025-02-05,Coventry,Leeds,0.0,2.0,3.0,8.0,2.0,1.0,0.0,0.0,9.0,20.0,2025-02
League 2 Escocia,2025-02-04,Elgin,Bonnyrigg Rose,3.0,0.0,3.0,6.0,2.0,4.0,0.0,0.0,7.0,6.0,2025-02
League 2,2025-02-04,Newport County,Morecambe,2.0,1.0,5.0,11.0,1.0,1.0,0.0,0.0,12.0,26.0,2025-02
National League,2025-02-04,Rochdale,Oldham,0.0,1.0,,,0.0,1.0,0.0,0.0,,,2025-02
League 2 Escocia,2025-02-04,Stirling,Spartans,1.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,8.0,11.0,2025-02
Championship,2025-02-04,Burnley,Oxford,1.0,0.0,12.0,3.0,2.0,2.0,0.0,0.0,15.0,7.0,2025-02
National League,2025-02-04,Halifax,Fylde,1.0,2.0,,,2.0,4.0,0.0,0.0,,,2025-02
Championship,2025-02-04,QPR,Blackburn,2.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,17.0,10.0,2025-02
National League,2025-02-04,Wealdstone,Tamworth,0.0,1.0,,,1.0,1.0,1.0,0.0,,,2025-02
National League,2025-02-04,Dag and Red,Forest Green,0.0,2.0,,,2.0,1.0,0.0,0.0,,,2025-02
League 2,2025-02-04,Salford,Bromley,3.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,19.0,7.0,2025-02
Super League Greece,2025-02-03,Asteras Tripolis,Lamia,1.0,0.0,3.0,4.0,2.0,4.0,1.0,1.0,11.0,9.0,2025-02
Premier League,2025-02-03,Chelsea,West Ham,2.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,22.0,14.0,2025-02
Serie A,2025-02-03,Cagliari,Lazio,1.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,15.0,11.0,2025-02
La Liga 2,2025-02-03,Levante,Ferrol,0.0,1.0,11.0,2.0,1.0,1.0,0.0,0.0,22.0,6.0,2025-02
Turkey Super Lig,2025-02-03,Gaziantep,Galatasaray,0.0,1.0,7.0,8.0,4.0,5.0,0.0,0.0,17.0,16.0,2025-02
La Liga,2025-02-03,Girona,Las Palmas,2.0,1.0,11.0,3.0,2.0,2.0,0.0,0.0,12.0,10.0,2025-02
Primeira Liga,2025-02-03,Moreirense,Sp Braga,1.0,2.0,1.0,9.0,2.0,1.0,0.0,0.0,10.0,13.0,2025-02
Championship,2025-02-03,Middlesbrough,Sunderland,2.0,3.0,1.0,5.0,2.0,3.0,0.0,0.0,12.0,12.0,2025-02
Primeira Liga,2025-02-03,Rio Ave,Porto,2.0,2.0,3.0,5.0,1.0,3.0,1.0,0.0,9.0,23.0,2025-02
Ligue 1,2025-02-02,Toulouse,Nice,1.0,1.0,7.0,2.0,2.0,2.0,0.0,0.0,15.0,13.0,2025-02
La Liga,2025-02-02,Barcelona,Alaves,1.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,11.0,3.0,2025-02
Ligue 1,2025-02-02,Reims,Nantes,1.0,2.0,9.0,3.0,3.0,3.0,1.0,0.0,13.0,11.0,2025-02
Super League Greece,2025-02-02,Panetolikos,Atromitos,0.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,4.0,20.0,2025-02
Premiership Escocia,2025-02-02,Motherwell,Celtic,1.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,18.0,2025-02
Premiership Escocia,2025-02-02,Rangers,Ross County,4.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,28.0,2.0,2025-02
Primeira Liga,2025-02-02,Estrela,Benfica,2.0,3.0,0.0,7.0,3.0,2.0,0.0,0.0,7.0,14.0,2025-02
Primeira Liga,2025-02-02,Sp Lisbon,Farense,3.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,21.0,6.0,2025-02
Super League Greece,2025-02-02,PAOK,AEK,1.0,2.0,3.0,3.0,3.0,8.0,0.0,0.0,10.0,15.0,2025-02
Super League Greece,2025-02-02,Athens Kallithea,Aris,0.0,1.0,10.0,4.0,4.0,3.0,0.0,0.0,16.0,11.0,2025-02
Bundesliga 2,2025-02-02,Paderborn,Greuther Furth,1.0,2.0,6.0,6.0,3.0,2.0,1.0,0.0,16.0,10.0,2025-02
Ligue 1,2025-02-02,Rennes,Strasbourg,1.0,0.0,6.0,2.0,3.0,3.0,0.0,0.0,13.0,7.0,2025-02
Bundesliga 2,2025-02-02,Kaiserslautern,Preußen Münster,2.0,1.0,4.0,4.0,1.0,6.0,0.0,0.0,14.0,18.0,2025-02
Eredivisie,2025-02-02,Willem II,AZ Alkmaar,0.0,2.0,1.0,10.0,4.0,0.0,1.0,0.0,3.0,17.0,2025-02
Eredivisie,2025-02-02,Almere City,Waalwijk,1.0,4.0,5.0,10.0,0.0,2.0,1.0,0.0,15.0,28.0,2025-02
Bundesliga 2,2025-02-02,Hamburg,Hannover,2.0,2.0,6.0,3.0,4.0,2.0,0.0,0.0,19.0,16.0,2025-02
League 1,2025-02-02,Bristol Rvs,Peterboro,3.0,1.0,8.0,6.0,2.0,3.0,0.0,0.0,13.0,19.0,2025-02
Turkey Super Lig,2025-02-02,Ad. Demirspor,Kasimpasa,3.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,11.0,14.0,2025-02
Turkey Super Lig,2025-02-02,Goztep,Alanyaspor,0.0,1.0,7.0,3.0,3.0,2.0,0.0,0.0,25.0,8.0,2025-02
Turkey Super Lig,2025-02-02,Fenerbahce,Rizespor,3.0,2.0,10.0,1.0,4.0,6.0,0.0,2.0,36.0,6.0,2025-02
Ligue 1,2025-02-02,Angers,Le Havre,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,17.0,13.0,2025-02
Eredivisie,2025-02-02,Sparta Rotterdam,Groningen,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,8.0,7.0,2025-02
Eredivisie,2025-02-02,Go Ahead Eagles,Twente,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,9.0,17.0,2025-02
Eredivisie,2025-02-02,Ajax,Feyenoord,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,16.0,12.0,2025-02
Premier League,2025-02-02,Brentford,Tottenham,0.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,20.0,13.0,2025-02
Premier League,2025-02-02,Man United,Crystal Palace,0.0,2.0,11.0,0.0,3.0,1.0,0.0,0.0,17.0,11.0,2025-02
Serie B,2025-02-02,Sudtirol,Reggiana,2.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,9.0,15.0,2025-02
La Liga 2,2025-02-02,Tenerife,Albacete,3.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,15.0,7.0,2025-02
Serie A,2025-02-02,Juventus,Empoli,4.0,1.0,8.0,6.0,0.0,3.0,0.0,1.0,23.0,10.0,2025-02
La Liga 2,2025-02-02,Zaragoza,Cadiz,0.0,0.0,4.0,2.0,6.0,3.0,1.0,0.0,9.0,9.0,2025-02
La Liga,2025-02-02,Valencia,Celta,2.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,8.0,3.0,2025-02
Super League Greece,2025-02-02,Levadeiakos,Olympiakos,0.0,1.0,3.0,6.0,4.0,1.0,0.0,0.0,7.0,14.0,2025-02
Jupiler Pro League,2025-02-02,Antwerp,Club Brugge,2.0,1.0,3.0,6.0,2.0,2.0,0.0,0.0,7.0,19.0,2025-02
Jupiler Pro League,2025-02-02,St. Gilloise,St Truiden,2.0,1.0,6.0,6.0,3.0,5.0,0.0,0.0,16.0,8.0,2025-02
Jupiler Pro League,2025-02-02,Gent,Anderlecht,1.0,0.0,9.0,6.0,4.0,4.0,1.0,1.0,12.0,12.0,2025-02
Serie A,2025-02-02,Milan,Inter,1.0,1.0,8.0,11.0,0.0,2.0,0.0,0.0,10.0,16.0,2025-02
La Liga,2025-02-02,Osasuna,Sociedad,2.0,1.0,3.0,5.0,3.0,3.0,0.0,0.0,11.0,13.0,2025-02
Serie B,2025-02-02,Bari,Frosinone,2.0,1.0,3.0,6.0,2.0,4.0,0.0,0.0,9.0,20.0,2025-02
Serie B,2025-02-02,Salernitana,Cremonese,1.0,0.0,1.0,11.0,4.0,4.0,0.0,0.0,12.0,19.0,2025-02
Jupiler Pro League,2025-02-02,Kortrijk,Westerlo,1.0,2.0,5.0,6.0,4.0,6.0,1.0,1.0,9.0,14.0,2025-02
Bundesliga,2025-02-02,Ein Frankfurt,Wolfsburg,1.0,1.0,9.0,1.0,1.0,3.0,0.0,0.0,16.0,11.0,2025-02
Serie B,2025-02-02,Carrarese,Brescia,1.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,12.0,15.0,2025-02
La Liga,2025-02-02,Betis,Ath Bilbao,2.0,2.0,3.0,7.0,3.0,1.0,0.0,0.0,10.0,12.0,2025-02
Serie A,2025-02-02,Fiorentina,Genoa,2.0,1.0,1.0,8.0,3.0,1.0,0.0,0.0,7.0,17.0,2025-02
La Liga 2,2025-02-02,Cartagena,Cordoba,0.0,1.0,8.0,6.0,1.0,3.0,0.0,0.0,8.0,19.0,2025-02
La Liga 2,2025-02-02,Castellon,Huesca,0.0,1.0,7.0,7.0,5.0,0.0,0.0,0.0,17.0,8.0,2025-02
Serie A,2025-02-02,Roma,Napoli,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,12.0,5.0,2025-02
Premier League,2025-02-02,Arsenal,Man City,5.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,12.0,7.0,2025-02
Ligue 1,2025-02-02,Marseille,Lyon,3.0,2.0,6.0,2.0,4.0,1.0,0.0,0.0,20.0,10.0,2025-02
La Liga 2,2025-02-02,Eibar,La Coruna,0.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,22.0,8.0,2025-02
Bundesliga,2025-02-02,Leverkusen,Hoffenheim,3.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,9.0,16.0,2025-02
Serie B,2025-02-01,Sampdoria,Cosenza,1.0,0.0,4.0,8.0,4.0,4.0,1.0,0.0,10.0,20.0,2025-02
Championship,2025-02-01,Sheffield Weds,Luton,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.0,17.0,8.0,2025-02
Championship,2025-02-01,Swansea,Coventry,0.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,6.0,16.0,2025-02
Serie B,2025-02-01,Catanzaro,Cesena,4.0,2.0,1.0,4.0,2.0,3.0,0.0,0.0,8.0,12.0,2025-02
Serie B,2025-02-01,Cittadella,Spezia,0.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,11.0,14.0,2025-02
Championship,2025-02-01,Oxford,Bristol City,1.0,1.0,5.0,3.0,4.0,2.0,0.0,2.0,20.0,7.0,2025-02
Serie B,2025-02-01,Sassuolo,Juve Stabia,2.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,8.0,8.0,2025-02
Serie B,2025-02-01,Modena,Mantova,3.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,8.0,26.0,2025-02
Serie A,2025-02-01,Monza,Verona,0.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,9.0,12.0,2025-02
League 1 Escocia,2025-02-01,Cove Rangers,Arbroath,2.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,8.0,11.0,2025-02
Championship,2025-02-01,Leeds,Cardiff,7.0,0.0,14.0,1.0,0.0,2.0,0.0,0.0,29.0,2.0,2025-02
Championship,2025-02-01,Millwall,QPR,2.0,1.0,2.0,11.0,1.0,2.0,0.0,0.0,7.0,13.0,2025-02
Ligue 1,2025-02-01,Monaco,Auxerre,4.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,11.0,12.0,2025-02
Championship,2025-02-01,Hull,Stoke,1.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,22.0,11.0,2025-02
Championship,2025-02-01,Derby,Sheffield United,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,6.0,2025-02
Championship,2025-02-01,Watford,Norwich,0.0,1.0,4.0,6.0,3.0,0.0,1.0,0.0,9.0,16.0,2025-02
Championship,2025-02-01,Plymouth,West Brom,2.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,8.0,11.0,2025-02
League 1 Escocia,2025-02-01,Inverness C,Queen of Sth,1.0,0.0,5.0,3.0,3.0,3.0,0.0,1.0,5.0,3.0,2025-02
Championship,2025-02-01,Portsmouth,Burnley,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,18.0,14.0,2025-02
League 1,2025-02-01,Reading,Bolton,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,10.0,11.0,2025-02
Primeira Liga,2025-02-01,Santa Clara,Casa Pia,2.0,1.0,5.0,2.0,2.0,2.0,0.0,0.0,16.0,5.0,2025-02
League 2 Escocia,2025-02-01,Peterhead,Forfar,2.0,2.0,6.0,5.0,3.0,3.0,0.0,0.0,7.0,8.0,2025-02
League 2 Escocia,2025-02-01,Stranraer,Spartans,2.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,11.0,10.0,2025-02
Ligue 1,2025-02-01,Lille,St Etienne,4.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,29.0,9.0,2025-02
Ligue 2,2025-02-01,Troyes,Caen,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,16.0,11.0,2025-02
Ligue 1,2025-02-01,Brest,Paris SG,2.0,5.0,4.0,7.0,1.0,0.0,0.0,0.0,14.0,14.0,2025-02
Ligue 2,2025-02-01,Guingamp,Paris FC,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,2025-02
Premier League,2025-02-01,Everton,Leicester,4.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,13.0,9.0,2025-02
Eredivisie,2025-02-01,Heerenveen,For Sittard,2.0,2.0,12.0,1.0,0.0,3.0,0.0,0.0,26.0,6.0,2025-02
League 1 Escocia,2025-02-01,Dumbarton,Alloa,1.0,1.0,5.0,10.0,2.0,1.0,0.0,0.0,6.0,6.0,2025-02
Primeira Liga,2025-02-01,Nacional,Arouca,1.0,2.0,3.0,3.0,5.0,1.0,0.0,1.0,19.0,11.0,2025-02
League 1 Escocia,2025-02-01,Montrose,Stenhousemuir,0.0,3.0,7.0,3.0,2.0,2.0,0.0,0.0,12.0,14.0,2025-02
Serie A,2025-02-01,Udinese,Venezia,3.0,2.0,4.0,6.0,3.0,3.0,0.0,0.0,13.0,14.0,2025-02
Serie A,2025-02-01,Atalanta,Torino,1.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,22.0,5.0,2025-02
La Liga,2025-02-01,Espanol,Real Madrid,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,5.0,21.0,2025-02
Serie A,2025-02-01,Bologna,Como,2.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,15.0,8.0,2025-02
Jupiler Pro League,2025-02-01,Genk,Beerschot VA,1.0,0.0,7.0,2.0,1.0,2.0,0.0,1.0,17.0,5.0,2025-02
Jupiler Pro League,2025-02-01,Cercle Brugge,Standard,1.0,1.0,4.0,6.0,1.0,2.0,0.0,0.0,14.0,13.0,2025-02
La Liga,2025-02-01,Ath Madrid,Mallorca,2.0,0.0,10.0,4.0,2.0,3.0,0.0,0.0,17.0,10.0,2025-02
League 1 Escocia,2025-02-01,Kelty Hearts,Annan Athletic,1.0,3.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,10.0,2025-02
National League,2025-02-01,Tamworth,Barnet,0.0,1.0,,,3.0,4.0,1.0,0.0,,,2025-02
Premier League,2025-02-01,Wolves,Aston Villa,2.0,0.0,5.0,8.0,2.0,3.0,0.0,0.0,8.0,10.0,2025-02
National League,2025-02-01,Halifax,Ebbsfleet,2.0,0.0,,,2.0,3.0,0.0,0.0,,,2025-02
Premier League,2025-02-01,Newcastle,Fulham,1.0,2.0,4.0,7.0,4.0,4.0,0.0,0.0,11.0,15.0,2025-02
Premier League,2025-02-01,Ipswich,Southampton,1.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,15.0,9.0,2025-02
Premier League,2025-02-01,Bournemouth,Liverpool,0.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,14.0,19.0,2025-02
Premier League,2025-02-01,Nott'm Forest,Brighton,7.0,0.0,4.0,6.0,1.0,3.0,0.0,0.0,14.0,10.0,2025-02
Ligue 2,2025-02-01,Red Star,Lorient,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,14.0,2025-02
Eredivisie,2025-02-01,Nijmegen,PSV Eindhoven,3.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,10.0,15.0,2025-02
Eredivisie,2025-02-01,Zwolle,Utrecht,3.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,12.0,17.0,2025-02
National League,2025-02-01,York,Dag and Red,2.0,1.0,,,1.0,3.0,1.0,0.0,,,2025-02
National League,2025-02-01,Wealdstone,Solihull,1.0,1.0,,,1.0,1.0,0.0,0.0,,,2025-02
National League,2025-02-01,Braintree Town,Hartlepool,1.0,1.0,,,2.0,2.0,0.0,0.0,,,2025-02
National League,2025-02-01,Fylde,Oldham,1.0,2.0,,,3.0,2.0,0.0,0.0,,,2025-02
League 1,2025-02-01,Wigan,Lincoln,1.0,1.0,4.0,6.0,5.0,2.0,0.0,0.0,10.0,9.0,2025-02
La Liga,2025-02-01,Getafe,Sevilla,0.0,0.0,6.0,5.0,4.0,6.0,0.0,0.0,7.0,13.0,2025-02
Turkey Super Lig,2025-02-01,Kayserispor,Trabzonspor,0.0,0.0,4.0,4.0,4.0,3.0,0.0,1.0,11.0,9.0,2025-02
League 2,2025-02-01,Tranmere,Colchester,1.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,11.0,13.0,2025-02
Premiership Escocia,2025-02-01,Dundee,Hearts,0.0,6.0,3.0,9.0,1.0,0.0,0.0,0.0,7.0,16.0,2025-02
League 2,2025-02-01,Cheltenham,Chesterfield,1.0,0.0,2.0,8.0,2.0,3.0,0.0,0.0,10.0,17.0,2025-02
League 2,2025-02-01,Gillingham,Notts County,1.0,2.0,2.0,4.0,5.0,4.0,0.0,0.0,15.0,10.0,2025-02
League 2,2025-02-01,AFC Wimbledon,Bradford,1.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,15.0,5.0,2025-02
League 2,2025-02-01,Bromley,Grimsby,0.0,2.0,12.0,4.0,1.0,4.0,0.0,1.0,12.0,14.0,2025-02
League 2,2025-02-01,Carlisle,Swindon,1.0,5.0,11.0,7.0,0.0,2.0,1.0,0.0,16.0,14.0,2025-02
League 2,2025-02-01,Doncaster,Milton Keynes Dons,2.0,1.0,5.0,4.0,0.0,3.0,0.0,0.0,16.0,9.0,2025-02
League 2,2025-02-01,Harrogate,Crewe,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0,9.0,2025-02
League 2,2025-02-01,Morecambe,Fleetwood Town,4.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,16.0,10.0,2025-02
League 2,2025-02-01,Newport County,Barrow,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,4.0,15.0,2025-02
League 2,2025-02-01,Port Vale,Accrington,2.0,1.0,4.0,5.0,3.0,2.0,1.0,0.0,9.0,16.0,2025-02
League 2,2025-02-01,Walsall,Salford,2.0,2.0,15.0,1.0,3.0,2.0,0.0,0.0,16.0,5.0,2025-02
