League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
League 1 Escocia,2025-02-15,Queen of Sth,Arbroath,0.0,3.0,6.0,4.0,4.0,2.0,0.0,0.0,7.0,8.0,2025-02
National League,2025-02-15,Fylde,Dag and Red,1.0,1.0,,,2.0,1.0,0.0,0.0,,,2025-02
National League,2025-02-15,Yeovil,Wealdstone,1.0,2.0,,,2.0,6.0,0.0,0.0,,,2025-02
Eredivisie,2025-02-15,NAC Breda,Feyenoord,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,23.0,2025-02
Eredivisie,2025-02-15,Willem II,Groningen,1.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,15.0,17.0,2025-02
Turkey Super Lig,2025-02-15,Besiktas,Trabzonspor,2.0,1.0,8.0,1.0,2.0,1.0,0.0,0.0,12.0,6.0,2025-02
League 1 Escocia,2025-02-15,Dumbarton,Montrose,2.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,13.0,7.0,2025-02
Turkey Super Lig,2025-02-15,Buyuksehyr,Bodrumspor,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,14.0,7.0,2025-02
Bundesliga 2,2025-02-15,Fortuna Dusseldorf,Hertha,2.0,1.0,4.0,7.0,1.0,0.0,0.0,0.0,9.0,21.0,2025-02
Turkey Super Lig,2025-02-15,Gaziantep,Sivasspor,2.0,1.0,6.0,2.0,4.0,5.0,0.0,0.0,12.0,10.0,2025-02
Championship Escocia,2025-02-15,Falkirk,Ayr,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,10.0,7.0,2025-02
Championship Escocia,2025-02-15,Livingston,Dunfermline,0.0,0.0,8.0,6.0,3.0,3.0,0.0,0.0,5.0,8.0,2025-02
Championship Escocia,2025-02-15,Morton,Airdrie Utd,2.0,2.0,3.0,10.0,2.0,4.0,0.0,0.0,5.0,11.0,2025-02
Championship Escocia,2025-02-15,Queens Park,Hamilton,1.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0,11.0,9.0,2025-02
Championship Escocia,2025-02-15,Raith Rvs,Partick,3.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,7.0,0.0,2025-02
National League,2025-02-15,Barnet,Solihull,3.0,1.0,,,1.0,3.0,0.0,0.0,,,2025-02
National League,2025-02-15,Braintree Town,Forest Green,2.0,0.0,,,2.0,1.0,0.0,0.0,,,2025-02
Bundesliga,2025-02-15,Bochum,Dortmund,2.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,18.0,17.0,2025-02
Championship,2025-02-15,Oxford,Portsmouth,0.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,10.0,13.0,2025-02
Championship,2025-02-15,Sheffield Weds,Coventry,1.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,22.0,9.0,2025-02
Super League Greece,2025-02-15,AEK,Atromitos,2.0,1.0,6.0,0.0,3.0,3.0,0.0,0.0,22.0,7.0,2025-02
Championship,2025-02-15,Preston,Burnley,0.0,0.0,2.0,6.0,2.0,3.0,0.0,0.0,5.0,11.0,2025-02
Championship,2025-02-15,Stoke,Swansea,3.0,1.0,1.0,6.0,3.0,1.0,0.0,0.0,8.0,7.0,2025-02
League 1,2025-02-15,Wigan,Stockport,0.0,2.0,8.0,10.0,1.0,2.0,0.0,0.0,11.0,11.0,2025-02
League 1,2025-02-15,Stevenage,Peterboro,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,12.0,9.0,2025-02
League 1,2025-02-15,Shrewsbury,Bolton,2.0,3.0,5.0,3.0,2.0,3.0,0.0,0.0,15.0,11.0,2025-02
League 1,2025-02-15,Reading,Rotherham,2.0,1.0,8.0,5.0,1.0,3.0,0.0,0.0,21.0,10.0,2025-02
Bundesliga,2025-02-15,Leverkusen,Bayern Munich,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,15.0,2.0,2025-02
Premier League,2025-02-15,Fulham,Nott'm Forest,2.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,24.0,8.0,2025-02
Premier League,2025-02-15,Man City,Newcastle,4.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,11.0,3.0,2025-02
Super League Greece,2025-02-15,OFI Crete,Asteras Tripolis,2.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,19.0,4.0,2025-02
Premier League,2025-02-15,Southampton,Bournemouth,1.0,3.0,4.0,6.0,1.0,3.0,0.0,0.0,11.0,14.0,2025-02
Premier League,2025-02-15,West Ham,Brentford,0.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,13.0,14.0,2025-02
League 1,2025-02-15,Leyton Orient,Lincoln,3.0,2.0,7.0,2.0,0.0,2.0,0.0,0.0,15.0,9.0,2025-02
Championship,2025-02-15,Millwall,West Brom,1.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,11.0,7.0,2025-02
Championship,2025-02-15,Middlesbrough,Watford,0.0,1.0,8.0,5.0,2.0,2.0,0.0,0.0,13.0,14.0,2025-02
Championship,2025-02-15,Luton,Sheffield United,0.0,1.0,5.0,3.0,1.0,3.0,0.0,0.0,14.0,12.0,2025-02
Championship,2025-02-15,Hull,Norwich,1.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,12.0,15.0,2025-02
Premier League,2025-02-15,Aston Villa,Ipswich,1.0,1.0,16.0,1.0,0.0,3.0,0.0,1.0,25.0,4.0,2025-02
Jupiler Pro League,2025-02-14,Standard,Genk,1.0,2.0,6.0,4.0,1.0,3.0,0.0,1.0,9.0,15.0,2025-02
Premier League,2025-02-14,Brighton,Chelsea,3.0,0.0,2.0,9.0,1.0,2.0,0.0,0.0,13.0,8.0,2025-02
Serie A,2025-02-14,Bologna,Torino,3.0,2.0,8.0,2.0,0.0,4.0,0.0,0.0,23.0,8.0,2025-02
Bundesliga,2025-02-14,Augsburg,RB Leipzig,0.0,0.0,8.0,9.0,2.0,1.0,0.0,0.0,11.0,14.0,2025-02
Eredivisie,2025-02-14,Go Ahead Eagles,Sparta Rotterdam,1.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,14.0,15.0,2025-02
Turkey Super Lig,2025-02-14,Ad. Demirspor,Antalyaspor,1.0,1.0,0.0,9.0,3.0,6.0,0.0,0.0,5.0,17.0,2025-02
Championship,2025-02-14,QPR,Derby,4.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,12.0,7.0,2025-02
La Liga,2025-02-14,Girona,Getafe,1.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,14.0,10.0,2025-02
La Liga 2,2025-02-14,Mirandes,Ferrol,4.0,1.0,7.0,3.0,2.0,4.0,0.0,0.0,21.0,9.0,2025-02
Ligue 2,2025-02-14,Ajaccio,Laval,3.0,0.0,4.0,5.0,2.0,3.0,0.0,0.0,9.0,12.0,2025-02
Primeira Liga,2025-02-14,Boavista,Estrela,0.0,1.0,7.0,4.0,2.0,2.0,0.0,0.0,14.0,9.0,2025-02
Ligue 1,2025-02-14,Brest,Auxerre,2.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,18.0,11.0,2025-02
Ligue 2,2025-02-14,Clermont,Bastia,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,14.0,11.0,2025-02
Ligue 2,2025-02-14,Pau FC,Rodez,0.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,16.0,16.0,2025-02
Ligue 2,2025-02-14,Red Star,Martigues,1.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,18.0,10.0,2025-02
Ligue 2,2025-02-14,Troyes,Lorient,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,11.0,9.0,2025-02
Serie B,2025-02-14,Catanzaro,Cittadella,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,12.0,5.0,2025-02
Bundesliga 2,2025-02-14,Paderborn,Preußen Münster,2.0,0.0,9.0,1.0,1.0,3.0,0.0,0.0,15.0,10.0,2025-02
Bundesliga 2,2025-02-14,Magdeburg,FC Koln,3.0,0.0,3.0,14.0,0.0,2.0,0.0,0.0,10.0,14.0,2025-02
Ligue 2,2025-02-14,Amiens,Grenoble,1.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,16.0,13.0,2025-02
Friendly,2025-02-13,Oman,Sudan,0.0,0.0,,,,,,,,,2025-02
League 2,2025-02-13,Port Vale,Notts County,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,11.0,2025-02
Championship,2025-02-12,Sheffield United,Middlesbrough,3.0,1.0,10.0,4.0,2.0,3.0,0.0,0.0,18.0,10.0,2025-02
Championship,2025-02-12,Swansea,Sheffield Weds,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,4.0,10.0,2025-02
Championship,2025-02-12,Bristol City,Stoke,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,10.0,5.0,2025-02
Championship,2025-02-12,Burnley,Hull,2.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,16.0,9.0,2025-02
Championship,2025-02-12,Plymouth,Millwall,5.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,13.0,13.0,2025-02
Championship,2025-02-12,Sunderland,Luton,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,13.0,4.0,2025-02
Championship,2025-02-12,West Brom,Blackburn,0.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,13.0,6.0,2025-02
Premier League,2025-02-12,Everton,Liverpool,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0,6.0,2025-02
National League,2025-02-11,Oldham,Altrincham,2.0,2.0,,,2.0,4.0,0.0,0.0,,,2025-02
League 1,2025-02-11,Charlton,Peterboro,2.0,1.0,8.0,0.0,3.0,2.0,0.0,1.0,19.0,5.0,2025-02
National League,2025-02-11,Dag and Red,Woking,1.0,2.0,,,0.0,4.0,0.0,0.0,,,2025-02
League 1,2025-02-11,Bristol Rvs,Stockport,1.0,1.0,2.0,7.0,2.0,2.0,0.0,0.0,6.0,10.0,2025-02
League 1,2025-02-11,Blackpool,Rotherham,0.0,0.0,4.0,9.0,1.0,2.0,0.0,0.0,17.0,17.0,2025-02
League 2,2025-02-11,Walsall,Gillingham,1.0,1.0,8.0,1.0,4.0,2.0,0.0,0.0,11.0,12.0,2025-02
National League,2025-02-11,Southend,Halifax,3.0,1.0,,,1.0,2.0,0.0,0.0,,,2025-02
League 1,2025-02-11,Crawley Town,Stevenage,3.0,1.0,2.0,8.0,1.0,4.0,0.0,0.0,20.0,8.0,2025-02
League 2,2025-02-11,Tranmere,Fleetwood Town,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,13.0,7.0,2025-02
League 2,2025-02-11,Newport County,Carlisle,1.0,0.0,3.0,10.0,1.0,4.0,0.0,0.0,8.0,17.0,2025-02
League 2,2025-02-11,Bradford,Accrington,1.0,0.0,8.0,3.0,4.0,1.0,0.0,0.0,5.0,6.0,2025-02
National League,2025-02-11,Hartlepool,Tamworth,2.0,2.0,,,1.0,2.0,0.0,0.0,,,2025-02
Championship,2025-02-11,Portsmouth,Cardiff,2.0,1.0,10.0,4.0,2.0,2.0,0.0,0.0,19.0,12.0,2025-02
League 1,2025-02-11,Birmingham,Cambridge,4.0,0.0,11.0,3.0,1.0,3.0,0.0,0.0,24.0,2.0,2025-02
League 2,2025-02-11,Barrow,Milton Keynes Dons,2.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,13.0,7.0,2025-02
League 2,2025-02-11,AFC Wimbledon,Crewe,3.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,13.0,4.0,2025-02
League 1,2025-02-11,Leyton Orient,Mansfield,3.0,0.0,5.0,3.0,2.0,6.0,0.0,0.0,10.0,7.0,2025-02
League 1,2025-02-11,Reading,Shrewsbury,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,8.0,13.0,2025-02
League 1 Escocia,2025-02-11,Cove Rangers,Montrose,1.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,12.0,5.0,2025-02
Championship,2025-02-11,Coventry,QPR,1.0,0.0,10.0,9.0,3.0,2.0,0.0,0.0,10.0,12.0,2025-02
Championship,2025-02-11,Derby,Oxford,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,14.0,6.0,2025-02
Championship,2025-02-11,Watford,Leeds,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,20.0,2025-02
Championship,2025-02-11,Norwich,Preston,0.0,1.0,8.0,3.0,1.0,3.0,0.0,0.0,11.0,8.0,2025-02
Turkey Super Lig,2025-02-10,Bodrumspor,Goztep,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,8.0,14.0,2025-02
Turkey Super Lig,2025-02-10,Trabzonspor,Eyupspor,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,13.0,14.0,2025-02
La Liga 2,2025-02-10,Oviedo,Eldense,0.0,0.0,8.0,0.0,2.0,5.0,0.0,0.0,10.0,5.0,2025-02
La Liga,2025-02-10,Mallorca,Osasuna,1.0,1.0,7.0,11.0,1.0,4.0,0.0,0.0,10.0,19.0,2025-02
Serie A,2025-02-10,Inter,Fiorentina,2.0,1.0,8.0,1.0,4.0,3.0,0.0,0.0,22.0,7.0,2025-02
Friendly,2025-02-10,Jamaica,Trinidad and Tobago,1.0,1.0,,,,,,,,,2025-02
Super League Greece,2025-02-10,Lamia,Levadeiakos,0.0,2.0,9.0,5.0,5.0,4.0,0.0,0.0,17.0,9.0,2025-02
Ligue 2,2025-02-10,Caen,Dunkerque,0.0,2.0,0.0,3.0,5.0,4.0,1.0,0.0,4.0,20.0,2025-02
Primeira Liga,2025-02-10,Arouca,Rio Ave,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,16.0,12.0,2025-02
Super League Greece,2025-02-10,Atromitos,Athens Kallithea,1.0,2.0,10.0,6.0,4.0,5.0,0.0,0.0,17.0,11.0,2025-02
Super League Greece,2025-02-09,Aris,Panathinaikos,2.0,0.0,5.0,7.0,3.0,1.0,0.0,0.0,13.0,11.0,2025-02
La Liga 2,2025-02-09,Cadiz,Cartagena,5.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,18.0,4.0,2025-02
La Liga 2,2025-02-09,Cordoba,Huesca,1.0,2.0,4.0,6.0,2.0,4.0,0.0,0.0,16.0,9.0,2025-02
Serie A,2025-02-09,Lecce,Bologna,0.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,6.0,8.0,2025-02
La Liga 2,2025-02-09,Elche,Tenerife,2.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,8.0,11.0,2025-02
Primeira Liga,2025-02-09,Estoril,Boavista,2.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,13.0,9.0,2025-02
Primeira Liga,2025-02-09,Farense,Nacional,0.0,2.0,12.0,3.0,1.0,4.0,1.0,1.0,21.0,11.0,2025-02
Primeira Liga,2025-02-09,Sp Braga,Gil Vicente,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,14.0,6.0,2025-02
Primeira Liga,2025-02-09,Casa Pia,Estrela,1.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,15.0,13.0,2025-02
La Liga,2025-02-09,Alaves,Getafe,0.0,1.0,8.0,3.0,2.0,6.0,0.0,0.0,12.0,4.0,2025-02
Super League Greece,2025-02-09,Olympiakos,Asteras Tripolis,1.0,1.0,12.0,0.0,3.0,6.0,0.0,0.0,24.0,4.0,2025-02
Super League Greece,2025-02-09,AEK,Panserraikos,5.0,0.0,10.0,1.0,2.0,3.0,0.0,0.0,27.0,10.0,2025-02
Serie A,2025-02-09,Napoli,Udinese,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,18.0,8.0,2025-02
Serie B,2025-02-09,Juve Stabia,Bari,3.0,1.0,4.0,5.0,2.0,4.0,0.0,0.0,14.0,14.0,2025-02
La Liga 2,2025-02-09,Burgos,Santander,2.0,1.0,3.0,3.0,6.0,5.0,0.0,1.0,10.0,7.0,2025-02
Bundesliga 2,2025-02-09,Karlsruhe,Braunschweig,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,28.0,12.0,2025-02
Eredivisie,2025-02-09,Waalwijk,NAC Breda,5.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,20.0,14.0,2025-02
Eredivisie,2025-02-09,Utrecht,Almere City,0.0,1.0,8.0,5.0,1.0,5.0,0.0,0.0,15.0,15.0,2025-02
Championship,2025-02-09,Bristol City,Swansea,0.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,19.0,9.0,2025-02
Eredivisie,2025-02-09,Heerenveen,Twente,3.0,3.0,9.0,2.0,1.0,3.0,0.0,1.0,22.0,9.0,2025-02
Eredivisie,2025-02-09,AZ Alkmaar,Zwolle,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,12.0,2025-02
Eredivisie,2025-02-09,For Sittard,Ajax,0.0,2.0,5.0,4.0,2.0,3.0,0.0,0.0,8.0,9.0,2025-02
Turkey Super Lig,2025-02-09,Galatasaray,Ad. Demirspor,3.0,0.0,,,,,,,,,2025-02
La Liga 2,2025-02-09,La Coruna,Almeria,3.0,1.0,3.0,8.0,2.0,3.0,0.0,0.0,11.0,22.0,2025-02
Serie A,2025-02-09,Lazio,Monza,5.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,26.0,3.0,2025-02
Turkey Super Lig,2025-02-09,Antalyaspor,Buyuksehyr,0.0,0.0,3.0,2.0,3.0,4.0,0.0,0.0,14.0,5.0,2025-02
Ligue 1,2025-02-09,Auxerre,Toulouse,2.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,9.0,7.0,2025-02
Serie B,2025-02-09,Cremonese,Sudtirol,3.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,17.0,5.0,2025-02
Turkey Super Lig,2025-02-09,Alanyaspor,Fenerbahce,0.0,2.0,2.0,3.0,4.0,4.0,0.0,0.0,12.0,8.0,2025-02
Ligue 1,2025-02-09,Strasbourg,Montpellier,2.0,0.0,6.0,2.0,1.0,4.0,0.0,0.0,22.0,11.0,2025-02
Bundesliga,2025-02-09,Holstein Kiel,Bochum,2.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,10.0,21.0,2025-02
Bundesliga,2025-02-09,RB Leipzig,St Pauli,2.0,0.0,5.0,4.0,2.0,2.0,1.0,0.0,11.0,7.0,2025-02
Bundesliga 2,2025-02-09,Hannover,Fortuna Dusseldorf,1.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,16.0,5.0,2025-02
Jupiler Pro League,2025-02-09,Kortrijk,St. Gilloise,1.0,2.0,7.0,5.0,2.0,2.0,0.0,0.0,11.0,16.0,2025-02
Serie A,2025-02-09,Venezia,Roma,0.0,1.0,4.0,6.0,2.0,3.0,0.0,0.0,12.0,13.0,2025-02
Serie A,2025-02-09,Cagliari,Parma,2.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,14.0,9.0,2025-02
Jupiler Pro League,2025-02-09,Anderlecht,Antwerp,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,15.0,9.0,2025-02
Jupiler Pro League,2025-02-09,Westerlo,Standard,4.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,21.0,12.0,2025-02
Ligue 1,2025-02-09,Lyon,Reims,4.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,15.0,9.0,2025-02
La Liga,2025-02-09,Sociedad,Espanol,2.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,13.0,4.0,2025-02
Bundesliga 2,2025-02-09,FC Koln,Schalke 04,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,12.0,11.0,2025-02
Jupiler Pro League,2025-02-09,Beerschot VA,Charleroi,1.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,9.0,2025-02
La Liga,2025-02-09,Valencia,Leganes,2.0,0.0,9.0,3.0,1.0,1.0,0.0,0.0,18.0,12.0,2025-02
Turkey Super Lig,2025-02-09,Kasimpasa,Rizespor,3.0,2.0,4.0,11.0,2.0,5.0,0.0,0.0,12.0,10.0,2025-02
La Liga,2025-02-09,Sevilla,Barcelona,1.0,4.0,5.0,6.0,5.0,2.0,0.0,1.0,8.0,10.0,2025-02
Serie B,2025-02-09,Spezia,Palermo,2.0,2.0,13.0,3.0,1.0,4.0,0.0,0.0,31.0,7.0,2025-02
Serie B,2025-02-09,Reggiana,Cesena,0.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,9.0,11.0,2025-02
Ligue 1,2025-02-09,Angers,Marseille,0.0,2.0,1.0,7.0,1.0,2.0,0.0,0.0,5.0,18.0,2025-02
La Liga 2,2025-02-08,Sp Gijon,Eibar,0.0,0.0,7.0,2.0,2.0,5.0,0.0,1.0,10.0,12.0,2025-02
Primeira Liga,2025-02-08,Benfica,Moreirense,3.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0,11.0,8.0,2025-02
Championship,2025-02-08,Norwich,Derby,1.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,8.0,6.0,2025-02
League 1,2025-02-08,Rotherham,Shrewsbury,1.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,8.0,4.0,2025-02
Primeira Liga,2025-02-08,AVS,Santa Clara,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,8.0,2025-02
Ligue 2,2025-02-08,Metz,Clermont,3.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,18.0,12.0,2025-02
Ligue 2,2025-02-08,Lorient,Amiens,3.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,24.0,3.0,2025-02
Ligue 2,2025-02-08,Ajaccio,Guingamp,0.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,8.0,13.0,2025-02
League 2,2025-02-08,Milton Keynes Dons,Bromley,0.0,1.0,11.0,5.0,5.0,1.0,0.0,0.0,13.0,11.0,2025-02
Championship,2025-02-08,West Brom,Sheffield Weds,2.0,1.0,12.0,2.0,2.0,3.0,1.0,0.0,15.0,15.0,2025-02
Bundesliga 2,2025-02-08,Hertha,Kaiserslautern,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,16.0,13.0,2025-02
League 1 Escocia,2025-02-08,Montrose,Alloa,2.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,9.0,12.0,2025-02
Primeira Liga,2025-02-08,Famalicao,Guimaraes,0.0,0.0,4.0,11.0,3.0,2.0,0.0,0.0,8.0,7.0,2025-02
Bundesliga,2025-02-08,Wolfsburg,Leverkusen,0.0,0.0,3.0,9.0,2.0,3.0,0.0,0.0,13.0,15.0,2025-02
Bundesliga,2025-02-08,Mainz,Augsburg,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,9.0,9.0,2025-02
League 2,2025-02-08,Notts County,Morecambe,2.0,0.0,4.0,5.0,1.0,5.0,0.0,0.0,16.0,13.0,2025-02
League 2 Escocia,2025-02-08,Clyde,Stranraer,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,14.0,11.0,2025-02
League 1,2025-02-08,Lincoln,Cambridge,1.0,1.0,4.0,3.0,4.0,1.0,1.0,0.0,13.0,8.0,2025-02
League 2,2025-02-08,Salford,Tranmere,2.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,15.0,9.0,2025-02
Serie B,2025-02-08,Mantova,Sassuolo,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,8.0,10.0,2025-02
Serie B,2025-02-08,Frosinone,Catanzaro,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,16.0,11.0,2025-02
Bundesliga,2025-02-08,M'gladbach,Ein Frankfurt,1.0,1.0,6.0,1.0,3.0,3.0,0.0,0.0,8.0,15.0,2025-02
Bundesliga 2,2025-02-08,Darmstadt,Elversberg,0.0,3.0,2.0,5.0,2.0,3.0,1.0,0.0,13.0,12.0,2025-02
League 1 Escocia,2025-02-08,Arbroath,Inverness C,3.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,8.0,11.0,2025-02
La Liga 2,2025-02-08,Malaga,Levante,1.0,1.0,8.0,5.0,1.0,2.0,1.0,0.0,12.0,13.0,2025-02
Serie B,2025-02-08,Cosenza,Carrarese,1.0,0.0,6.0,6.0,2.0,2.0,0.0,0.0,8.0,10.0,2025-02
League 2,2025-02-08,Bradford,Harrogate,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,9.0,10.0,2025-02
League 2,2025-02-08,Swindon,Port Vale,3.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,9.0,14.0,2025-02
League 2,2025-02-08,Crewe,Newport County,0.0,3.0,14.0,4.0,1.0,3.0,0.0,0.0,19.0,6.0,2025-02
League 2,2025-02-08,Fleetwood Town,Cheltenham,2.0,0.0,5.0,4.0,3.0,1.0,0.0,0.0,15.0,8.0,2025-02
League 2,2025-02-08,Colchester,Walsall,2.0,1.0,5.0,2.0,4.0,2.0,0.0,1.0,9.0,8.0,2025-02
Championship,2025-02-08,Sunderland,Watford,2.0,2.0,7.0,3.0,5.0,1.0,0.0,0.0,14.0,11.0,2025-02
League 2,2025-02-08,Barrow,Gillingham,3.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,14.0,8.0,2025-02
League 2,2025-02-08,Accrington,AFC Wimbledon,0.0,0.0,9.0,2.0,1.0,3.0,0.0,0.0,9.0,9.0,2025-02
League 2,2025-02-08,Grimsby,Carlisle,2.0,1.0,12.0,4.0,1.0,5.0,0.0,0.0,26.0,6.0,2025-02
League 1,2025-02-08,Stockport,Barnsley,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,12.0,2025-02
Bundesliga 2,2025-02-08,Ulm,Paderborn,0.0,2.0,4.0,5.0,1.0,4.0,1.0,0.0,7.0,9.0,2025-02
La Liga,2025-02-08,Celta,Betis,3.0,2.0,4.0,7.0,3.0,5.0,0.0,0.0,14.0,12.0,2025-02
La Liga,2025-02-08,Ath Bilbao,Girona,3.0,0.0,11.0,2.0,0.0,4.0,0.0,0.0,23.0,3.0,2025-02
La Liga 2,2025-02-08,Ferrol,Castellon,1.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,10.0,2025-02
La Liga,2025-02-08,Las Palmas,Villarreal,1.0,2.0,6.0,5.0,6.0,3.0,0.0,0.0,20.0,9.0,2025-02
La Liga,2025-02-08,Real Madrid,Ath Madrid,1.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,23.0,10.0,2025-02
Jupiler Pro League,2025-02-08,Genk,Cercle Brugge,2.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,16.0,11.0,2025-02
La Liga 2,2025-02-08,Granada,Mirandes,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,12.0,11.0,2025-02
League 1 Escocia,2025-02-08,Annan Athletic,Dumbarton,2.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,11.0,13.0,2025-02
Bundesliga 2,2025-02-08,Magdeburg,Nurnberg,3.0,4.0,10.0,2.0,1.0,3.0,0.0,0.0,22.0,10.0,2025-02
Jupiler Pro League,2025-02-08,Club Brugge,Oud-Heverlee Leuven,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,2025-02
Championship,2025-02-08,Sheffield United,Portsmouth,2.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,11.0,16.0,2025-02
League 2 Escocia,2025-02-08,Bonnyrigg Rose,Peterhead,3.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,6.0,11.0,2025-02
League 2 Escocia,2025-02-08,Forfar,Edinburgh City,0.0,1.0,4.0,5.0,3.0,2.0,0.0,0.0,6.0,7.0,2025-02
